tiempo,volumen,hidrologia,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,costo_vertimiento,action,reward,reward_usd
85,7324.224110608695,2.23,4609.3586112,174916.80505957446,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,31108.12654674008,12210.155519020635,6773859.310380199,0.0,338144.7260220777,183941.26882935956,3872.7019296000003,0.0,0.0,1.0,-6.773859310380199,-6773859.310380199
86,6587.5674290086945,2.15,4381.682518956522,166276.9100106383,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,21201.61133139632,1069.774186974756,2441093.389232059,0.0,286387.8691902277,133708.65243798774,3915.6130943999997,0.0,0.0,1.0,-2.441093389232059,-2441093.389232059
87,6121.498004452173,2.11,4150.904065669565,157519.2859829787,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,33482.88500613867,6119.086120772702,5184014.336845677,0.0,322262.0935318128,165207.99170060072,4349.001888,0.0,0.0,1.0,-5.184014336845677,-5184014.336845677
88,6319.595826782609,2.28,4286.1565152,162651.87130425533,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,26697.348644780774,3715.0870796144377,3784260.9883624082,0.0,306810.46157574235,151556.28085742836,3876.9802848000004,0.0,0.0,1.0,-3.7842609883624085,-3784260.9883624087
89,5910.419596382609,1.89,4104.4643135999995,155756.98156170212,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,17932.28546310125,0.0,1793228.546310125,0.0,270934.923208138,112896.21990602408,4407.1648992,0.0,0.0,1.0,-1.793228546310125,-1793228.546310125
90,6213.120181982608,1.89,4419.264528,167703.07913829788,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,7214.50130378412,0.0,721450.1303784118,0.0,263070.47748510976,105764.33987917891,4587.160032000001,0.0,0.0,1.0,-0.721450130378412,-721450.130378412
91,6381.015685982608,1.78,4467.5880480000005,169536.8691382979,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,11872.191141855586,0.0,1187219.1141855586,0.0,280285.53235852404,117723.33926852356,4935.6143424,0.0,0.0,1.0,-1.1872191141855586,-1187219.1141855586
92,6849.041980382608,1.86,4686.301872,177836.66235106383,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,10781.668442577591,0.0,1078166.844257759,0.0,266130.84408309334,113476.01676236326,5099.879232,0.0,0.0,1.0,-1.078166844257759,-1078166.844257759
93,7262.619340382608,1.85,4725.867546156522,179338.1079744681,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,17732.349135615095,0.0,1773234.91356151,0.0,285577.11513657524,131176.8361638252,4911.3957312,0.0,0.0,1.0,-1.7732349135615098,-1773234.9135615097
94,7448.147525426087,1.88,4677.850659756522,177515.9541638298,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,11597.799208142194,0.0,1159779.9208142194,0.0,262082.3299189076,107800.57841652943,4340.0181888,0.0,0.0,1.0,-1.1597799208142194,-1159779.9208142194
95,7110.3150544695645,1.86,4370.6833632,165859.51198510636,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,10458.549500149202,0.0,1045854.9500149204,0.0,255123.2481228915,93049.7092420918,4233.410960556522,0.0,0.0,1.0,-1.0458549500149203,-1045854.9500149203
96,6973.0426518260865,1.89,4182.784362156522,158729.08545319148,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,18465.35175354316,0.0,1846535.1753543161,0.0,256329.5240082279,103108.53791245962,3866.8698432,0.0,0.0,1.0,-1.8465351753543162,-1846535.1753543161
97,6657.128132869565,1.87,3964.2414335999997,150435.77741276595,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,25574.992014366995,0.0,2557499.201436699,0.0,268426.447538085,114604.62889145303,3513.534218295652,0.0,0.0,1.0,-2.5574992014366993,-2557499.2014366994
98,6206.420917565218,1.84,3553.4763936000004,134847.98863617022,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,43189.011393363624,6465.947235062695,6258685.309855171,0.0,293408.71020913124,141056.40066123466,2821.2381704347827,0.0,0.0,1.0,-6.258685309855171,-6258685.309855171
99,5474.1826943999995,1.82,3223.9307607652177,122342.32915531915,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,38049.26400549167,1734.006807322728,4325128.442745985,0.0,266283.27110128413,117282.93901781124,2346.1843366956523,0.0,0.0,1.0,-4.325128442745985,-4325128.442745985
100,4596.436270330434,1.81,2687.7347762086956,101994.66337021276,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,45928.539743417066,2639.096504555582,5384582.9257083805,0.0,266350.2864282474,118153.47624552381,2316.783168,0.0,0.0,1.0,-5.384582925708381,-5384582.925708381
101,4225.484662121738,1.81,2592.6106489043477,98384.87514680851,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,57586.312371005195,20239.73103025703,11830550.546177628,0.0,301666.04971180565,152733.31339471793,2337.6874752,0.0,0.0,1.0,-11.830550546177628,-11830550.546177628
102,3970.5614884173906,1.85,2715.0342649043478,103030.62948723404,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,54657.169402909865,10476.529101820131,8608675.670837026,0.0,283744.0488402307,133404.43242382712,2252.2231872,0.0,0.0,1.0,-8.608675670837027,-8608675.670837026
