volumen,hidrologia,tiempo,aportes,vertimiento,volumen_turbinado
34612.20048169741,1.92,85,3507.1420608,164.21203160611614,4722.174640673519
33232.95587021777,1.83,86,3818.91888,259.09605022693984,3403.8341414286588
33388.94455856217,2.04,87,3697.83792,180.82011743790383,3639.370242491318
33266.59211863295,1.88,88,3981.5308512,246.77191384120255,3883.5356804873545
33117.81537550439,1.91,89,4523.55624,345.182659323448,2497.4033803833604
34798.78557579758,1.92,90,4915.6166304,769.8086202281407,2787.072234791497
36157.521351177944,1.97,91,5354.37,919.0737732408461,3102.2124341441945
37490.605143792905,2.01,92,5003.5533408,993.4216046426319,2300.6776569679396
39200.05922298233,1.8,93,5056.6638528,1002.493060591255,3456.735212810262
39797.49480238082,1.94,94,4815.925632,1087.1195265249185,2470.4790391114657
41055.82186874443,2.06,95,4888.312513669565,1327.3715841730889,2452.019852630022
42164.74294561088,2.17,96,4537.9559232,1091.2818868381737,2717.0872858852435
42894.329696087465,2.22,97,3995.7163563130434,955.9837803937629,3011.3050268331704
42922.757245173576,2.15,98,3194.088403617391,483.72126121539446,3487.189417937485
42145.934969638096,2.02,99,2896.085273321739,561.8570567312338,3075.204496742027
41404.958689486564,2.12,100,2800.2161376,428.6084053800088,3065.4032345924643
40711.16318711409,2.05,101,2722.2410879999998,390.6196164588032,3954.503610956815
39088.281047698474,2.04,102,2383.4375712,353.1531419089076,2906.3713430623575
