tiempo,volumen,hidrologia,volumen_turbinado,energia_hidro,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,fraccion_turbinado,qt_max_fisico,energia_hidro_max_frac,energia_hidro_obj,aportes,vertimiento,TimeLimit.truncated,action,reward,reward_usd
74,32998.067284472825,2.12,3372.3540487298324,127974.7239236769,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,18896.61102585189,7343.17560771711,0.0,4092613.784900322,0.0,295705.62769014214,154214.5105572459,0.8133873005211353,5106.843894371431,193795.46988835634,127974.7239236769,4005.5740704,420.3937595692234,0.0,0.65,-4.571209244728088,-4571209.244728088
75,33210.893546573774,2.03,3746.3078445096694,142165.59270068462,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,5477.420776670387,1404.2106502089405,0.0,969005.2727297208,0.0,290399.59062588343,149047.22412756394,1.0,6288.121787582661,238622.82492772068,142165.59270068462,4504.541748730435,703.5114891434871,0.0,1.0,-1.7699148547649384,-1769914.8547649384
76,33265.61596165105,2.09,2368.5434477397,89881.9309733766,103119.13665103159,6069.428513861314,38417.16864588663,147605.73381077952,34074.64125717392,20420.685937310747,0.0,9533669.906910617,0.0,291982.9919786408,144377.25816786126,0.5689652784541249,3881.5630606141376,147298.2830084315,89881.9309733766,4949.819253704348,520.6012246534781,0.0,0.37,-10.126346235349775,-10126346.235349774
77,35326.29054296222,2.19,4023.4138330352753,152681.262724275,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,2061.436470055555,0.0,0.0,206143.64700555557,0.0,304438.6446116532,154742.69919433055,1.0,6603.157137778707,250577.84548160425,152681.262724275,4922.824032,407.8912779640253,0.0,1.0,-0.6705056974291801,-670505.6974291801
78,35817.80946396292,2.1,4840.582210648726,183691.32157726772,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,4878.0859834909825,2204.966081875583,2.735760062932968e-11,1149298.422911773,0.0,344314.078180745,190774.37364263425,1.0,6512.5214888412875,247138.386877079,183691.3215772677,4845.8553696,242.3738168369187,0.0,1.0,-1.425227820985019,-1425227.8209850192
79,35580.70880607727,2.08,4435.697667869465,168326.6870120874,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,4804.9806240222215,1487.806466091518,0.0,926840.0022296774,0.0,328340.7778951762,174619.47410220111,1.0,6453.041396298515,244881.225169819,168326.6870120874,4565.0824128,377.982694082236,0.0,1.0,-1.357152755111456,-1357152.755111456
80,35332.110856925574,2.05,4063.70105664374,154210.0898416076,105242.78086242783,6685.458508578523,39103.49393240264,151031.73330340898,8775.91576468331,331.2899363854423,0.0,976978.5573839637,0.0,314349.02884608536,163317.29554267638,0.8929016852378845,5816.17759779422,220713.3983008494,154210.0898416076,4219.7010912,556.6506003114857,0.0,0.68,-1.6106950033456087,-1610695.0033456087
81,34931.46029117035,2.02,3056.080909757675,115972.73152917103,106962.96958925872,6647.31737238033,38585.94822061793,152196.235182257,30514.638298756814,24232.87347903352,0.0,10321325.873585736,0.0,322916.47848921834,170720.24330696135,0.6157142014801502,4200.490945342598,159401.01819279313,115972.73152917103,4228.2408672,543.3076445204119,0.0,0.43,-10.939852074384689,-10939852.07438469
82,35560.312604092265,2.02,4440.077924832368,168492.90982482958,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,1302.4462981343784,0.0,2.7939677238464354e-11,130244.62981343786,0.0,324539.3006225413,169795.35612296395,1.0,6614.352239919932,251002.67931729258,168492.90982482955,4206.0834144,373.8730541621125,0.0,1.0,-0.5558787676692009,-555878.7676692009
83,34952.44503949778,2.06,4199.279447325338,159355.0440388186,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,6073.499182612903,503.1507681511619,2.6193447411060334e-11,758295.1487066388,0.0,324309.3460692367,165931.69398958265,0.9697348752617836,6313.3558956676825,239580.41359396913,159355.0440388186,3719.0742624,211.81338382188775,0.0,0.87,-0.9994331586360932,-999433.1586360931
84,34260.42647075056,1.84,3160.238092135474,119925.30782064534,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,24745.588864880327,23023.83005749314,0.0,9381707.903735977,0.0,327844.07606003765,167694.7267430188,0.7011180093884468,4783.128021041336,181511.03921455622,119925.30782064534,3704.26392,192.2518169176796,0.0,0.64,-9.600576415732503,-9600576.415732503
85,34612.20048169741,1.92,4722.174640673519,179197.96890459745,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,4321.424916268552,421.8750084935315,0.0,558704.9941749148,0.0,338144.7260220777,183941.26882935956,0.9920014595985412,6508.561729332789,246988.12118060052,179197.96890459745,3507.1420608,164.21203160611614,0.0,0.97,-0.7456514477729798,-745651.4477729797
86,33232.95587021777,1.83,3403.8341414286588,129169.33638547978,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,4389.558544173739,149.7575083342228,0.0,483883.1069176408,0.0,286387.8691902277,133708.65243798774,1.0,6364.111261708171,241506.4877436045,129169.33638547978,3818.91888,259.09605022693984,0.0,1.0,-0.7788498848676682,-778849.8848676682
87,33388.94455856217,2.04,3639.370242491318,138107.504523225,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,17354.755961034254,9745.731216341459,0.0,4659194.961005864,0.0,322262.0935318128,165207.99170060072,0.8115060710161924,5536.211273346691,210089.18371324003,138107.504523225,3697.83792,180.82011743790383,0.0,0.76,-4.865048861205578,-4865048.861205578
88,33266.59211863295,1.88,3883.5356804873545,147373.1403573437,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,3938.6202323609323,244.5202677237193,0.0,467218.103553209,0.0,306810.46157574235,151556.28085742836,0.9620440155267715,6367.767936320754,241645.2519176094,147373.1403573437,3981.5308512,246.77191384120255,0.0,0.87,-0.7481545054912567,-748154.5054912567
89,33117.81537550439,1.91,2497.4033803833604,94771.93186492214,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,14776.446200049912,3347.841841052028,0.0,2481997.1723205997,0.0,270934.923208138,112896.21990602408,0.789369857572019,5368.698312815805,203732.3704700836,94771.93186492214,4523.55624,345.182659323448,0.0,0.72,-2.8749689319729805,-2874968.9319729805
90,34798.78557579758,1.92,2787.072234791497,105764.33987917891,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,0.0,0.0,0.0,0.0,0.0,263070.47748510976,105764.33987917891,0.9869563114643097,6627.209034259062,251490.57136015603,105764.33987917891,4915.6166304,769.8086202281407,0.0,0.94,-0.876385261118412,-876385.261118412
91,36157.521351177944,1.97,3102.2124341441945,117723.33926852356,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,0.0,0.0,0.0,0.0,0.0,280285.53235852404,117723.33926852356,1.0,6726.019896434561,255240.26448989502,117723.33926852356,5354.37,919.0737732408461,0.0,1.0,-1.0463154873251914,-1046315.4873251914
92,37490.605143792905,2.01,2300.6776569679396,87306.5472169916,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,19615.93366955732,6553.5358758143475,0.0,3927654.1297000367,0.0,266130.84408309334,113476.01676236326,0.7259891268983484,4952.802366134806,187949.8730844596,87306.5472169916,5003.5533408,993.4216046426319,0.0,0.64,-5.0586106985807415,-5058610.698580742
93,39200.05922298233,1.8,3456.735212810262,131176.8361638252,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,0.0,0.0,0.0,0.0,0.0,285577.11513657524,131176.8361638252,1.0,6822.144,258888.0,131176.8361638252,5056.6638528,1002.493060591255,0.0,1.0,-1.1412838351726533,-1141283.8351726532
94,39797.49480238082,1.94,2470.4790391114657,93750.20191269623,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,12206.751857777517,1843.6246460556806,0.0,1773762.579594456,0.0,262082.3299189076,107800.57841652943,0.7608002043887973,5190.288549569807,196962.04331380696,93750.20191269623,4815.925632,1087.1195265249185,0.0,0.5,-3.011389039158821,-3011389.039158821
95,41055.82186874443,2.06,2452.019852630022,93049.7092420918,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,0.0,0.0,0.0,0.0,0.0,255123.2481228915,93049.7092420918,0.990650689303875,6731.417815669394,255445.10574139425,93049.7092420918,4888.312513669565,1327.3715841730889,0.0,0.97,-1.5111403608322143,-1511140.3608322144
96,42164.74294561088,2.17,2717.0872858852435,103108.53791245962,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,0.0,0.0,0.0,0.0,0.0,256329.5240082279,103108.53791245962,1.0,6772.1621845714135,256991.2806940639,103108.53791245962,4537.9559232,1091.2818868381737,0.0,1.0,-1.2423650905489922,-1242365.0905489922
97,42894.329696087465,2.22,3011.3050268331704,114273.56792626862,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,331.0609651844301,0.0,1.4406396076083183e-11,33106.09651844301,0.0,268426.447538085,114604.62889145303,0.998405499458313,6720.950435887229,255047.88765027135,114273.5679262686,3995.7163563130434,955.9837803937629,0.0,0.97,-1.1214416652917862,-1121441.6652917862
98,42922.757245173576,2.15,3487.189417937485,132332.51805165643,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,6234.467838509311,2489.414771068921,0.0,1370271.2151716074,0.0,293408.71020913124,141056.40066123466,0.9105685501545667,6212.029771025676,235735.2708124155,132332.51805165643,3194.088403617391,483.72126121539446,0.0,0.86,-1.9209615524113177,-1920961.5524113178
99,42145.934969638096,2.02,3075.204496742027,116698.43699466765,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,584.502023143586,0.0,0.0,58450.2023143586,0.0,266283.27110128413,117282.93901781124,1.0,6698.539117857884,254197.41875046786,116698.43699466765,2896.085273321739,561.8570567312338,0.0,1.0,-0.6980939340591431,-698093.9340591431
100,41404.958689486564,2.12,3065.4032345924643,116326.49686039666,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,1709.5847120336152,117.39467309353597,0.0,206176.87313142233,0.0,266350.2864282474,118153.47624552381,1.0,6642.006369693558,252052.1034204534,116326.49686039667,2800.2161376,428.6084053800088,0.0,1.0,-0.6941242325305952,-694124.2325305952
101,40711.16318711409,2.05,3954.503610956815,150066.24469278104,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,1680.0,987.0687019369117,0.0,464120.61058107344,0.0,301666.04971180565,152733.31339471793,0.9997908419370651,6626.022049719575,251445.52744823345,150066.24469278104,2722.2410879999998,390.6196164588032,0.0,0.98,-0.9088198161125183,-908819.8161125183
102,39088.281047698474,2.04,2906.3713430623575,110291.52481429996,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,14809.781000459136,8303.126609068018,0.0,3971916.0827663196,0.0,283744.0488402307,133404.43242382712,0.7995681291073561,5438.814900969995,206393.16790767238,110291.52481429996,2383.4375712,353.1531419089076,0.0,0.67,-4.373961871862411,-4373961.8718624115
