1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
293.25,1910.05,7637.25,10817.1,1698.4,5413.85,7971.05,510.90000000000003,224.3,6902.1,3833.7000000000003,1045.1,2053.3,4311.849999999999,4795.400000000001,2920.2,12433.400000000001,2942.25,525.0,4137.9,746.2,5423.25,3944.85,5210.3,385.59999999999997,1475.6000000000001,160.4,12169.8,1807.6,2422.95,6565.2,5588.1,7587.25,9685.6,346.84999999999997,810.6499999999999,239.85,3418.1,4229.3,4499.55,855.6500000000001,2346.6,860.5,5261.6,722.95,2867.0499999999997,7542.0,1781.2,726.75,1371.0,7094.0,177.0,6016.650000000001,3469.6,1231.8,1595.65,2356.1,1062.9,1716.4499999999998,839.8,3556.3,3864.1000000000004,3275.2999999999997,1934.6000000000001,5004.55,6765.15,2422.75,1349.0,1828.45,803.45,3654.85,3209.55,4929.849999999999,3343.7,11056.85,6769.7,5909.35,13313.900000000001,8763.8,2444.0499999999997,991.3,2450.5,1745.2,6877.3,7405.799999999999,3005.35,1005.4,548.3,2543.9,10203.5,654.0,6362.9,4242.3,6326.4,12679.5,1853.5,9867.0,313.0,5979.0,861.5,639.5,5876.849999999999,4030.2,772.0,2518.4,4596.45,1468.25,3529.5,10490.65,1887.45,7293.450000000001,3158.1,1560.05,2702.65,1118.3,12305.67
889.2,2077.6,4244.95,10877.0,1719.5,4235.05,8233.8,4142.5,182.65,6617.15,4328.6,2078.5,1179.8,5184.0,5037.0,2929.5,11197.65,3428.5,542.75,5874.0,602.6,4762.95,5179.5,8348.2,586.7,1465.75,246.60000000000002,11113.45,1047.55,5184.45,5892.7,8850.45,6396.049999999999,7781.049999999999,2993.4500000000003,699.75,165.95,2798.7,4093.5,3069.0,752.3,5954.700000000001,706.0,5595.5,4963.849999999999,3881.3,6598.4,1251.8,1763.75,1623.8,6110.75,569.8000000000001,3956.95,1756.4,691.3000000000001,1456.5,1135.05,1197.1,6478.65,1017.3999999999999,3608.6,3275.3500000000004,2691.85,2624.55,6066.6,6819.3,2335.75,3028.6499999999996,1799.95,553.8,1874.55,2651.05,2191.25,1701.55,9390.699999999999,13703.150000000001,7247.849999999999,10909.8,5921.0,2974.4,696.9499999999999,2594.0,3792.3,6888.5,3280.6499999999996,4573.3,646.9,452.7,2326.8,7611.9,2292.7,3686.7,6578.8,7219.7,7240.299999999999,2129.0,7883.5,1207.5,4943.0,1697.5,534.5,5333.849999999999,2727.5,494.5,2208.45,5336.950000000001,3570.6499999999996,4148.5,12641.85,2175.0,5902.4,2072.3,1895.85,4443.1,1074.9,10594.470000000001
2018.4499999999998,1235.7,1360.95,7939.299999999999,1792.4499999999998,6924.099999999999,8095.0,6294.849999999999,203.8,6699.0,6297.1,4405.75,1504.25,3864.9500000000003,3877.0499999999997,3732.85,7205.05,5111.9,870.95,7406.299999999999,658.3000000000001,5106.6,4486.7,9260.1,683.5,3273.05,530.75,10389.15,617.9,3526.0,2203.6,5807.75,4625.15,6799.15,4458.900000000001,744.3499999999999,104.85,2150.9,2277.95,3097.7,715.2,6452.650000000001,1394.4,6941.200000000001,2496.65,7716.1,3956.15,1185.8,1751.6,1933.9,4467.799999999999,555.2,2274.0,1181.0,696.4000000000001,2283.1,1640.75,877.5500000000001,6235.65,897.0999999999999,2603.75,3985.2,1917.15,3547.7,7947.8,3336.5,3949.45,5553.25,1647.8,321.04999999999995,1207.6,2424.8999999999996,1879.8,2673.1000000000004,5803.85,12477.5,4840.95,8816.7,6090.3,1280.7,573.2,9275.3,2585.5,10528.3,5109.2,5696.549999999999,517.7,583.7,1870.2,4792.2,3095.9,3689.8,12072.3,6614.7,5796.6,1407.5,9578.0,2539.0,1875.5,2523.5,1344.0,2640.9,1575.1,290.5,2047.65,5147.75,2095.05,2724.5,15216.8,3237.8,6267.45,2786.6499999999996,4828.799999999999,6654.150000000001,1157.2,7809.715
2001.65,1877.0,1008.3,4912.4,1698.3,6071.35,5911.65,7957.349999999999,250.45,5980.9,4422.6,4252.5,1488.9,3793.65,6922.65,3453.55,2114.6000000000004,5358.35,4129.8,8310.25,3033.0,4937.45,5337.5,5273.7,714.0,4895.15,751.75,14169.349999999999,461.7,2201.25,1473.4,5609.8,4917.200000000001,4843.25,3872.35,519.4,129.3,1306.6000000000001,4745.15,3824.0,1735.6,5552.55,1154.5,5209.45,1054.9,7654.8,5367.3,1291.9,3469.25,2040.1999999999998,3179.1,1043.8,4895.55,890.35,2481.25,1526.0,2322.7,2368.25,2923.15,1413.9499999999998,5145.2,4880.2,4650.15,9555.85,7715.5,4523.15,3070.4500000000003,3588.4500000000003,1295.5,566.0,1393.15,6116.45,2249.8,5889.6,3423.75,10283.45,2477.5,4952.35,4260.25,1303.05,1114.25,14703.15,2635.5,19455.9,6581.4,5178.2,2185.3,645.0,2250.7,9842.1,3074.1,8915.6,7327.1,6955.2,3652.6,1056.0,9542.5,1687.5,1971.5,2953.0,648.0,2747.55,1761.9,815.5,2189.55,5286.5,2617.8500000000004,1628.0,15577.95,2302.3,4546.85,4734.55,2894.6499999999996,4998.05,680.65,3833.885
1854.0500000000002,1750.25,2994.7,6860.9,2009.5,6855.9,5281.3,9277.9,324.25,6091.6,2835.1499999999996,3913.8,1439.5,6804.700000000001,10178.800000000001,3373.4,1245.35,4928.15,3968.05,7193.25,2218.6499999999996,4423.85,4683.95,4689.85,1263.75,5363.35,1591.6000000000001,12479.05,721.55,2215.85,1690.65,7858.4,5800.45,5550.349999999999,3149.5499999999997,432.54999999999995,176.5,2357.6499999999996,6869.25,4541.4,5438.9,7122.9,2717.0499999999997,3133.4,2162.1,13092.65,6452.75,1302.8,2435.45,3200.9,3478.55,1504.55,4594.65,714.6999999999999,2944.6,967.05,2004.3500000000001,5259.5,10306.55,1697.75,6942.150000000001,9045.75,2522.5499999999997,13609.35,7253.8,4277.8,2252.65,1909.1,1882.0,2378.4,650.0,5316.450000000001,1985.05,8981.9,5860.0,9075.2,2834.3999999999996,4215.5,3113.4,1865.0500000000002,792.1,9667.8,5164.25,12782.0,5462.35,5975.75,2829.8,875.6,4056.2,9063.4,2920.0,4908.3,4760.3,7361.6,4543.3,1401.0,10289.0,1782.0,3329.0,2526.0,589.0,3139.55,4405.6,2460.5,1169.6000000000001,3653.05,4547.45,1316.0,10974.75,1957.35,11187.899999999998,4276.15,3093.1000000000004,3510.4,981.3499999999999,3013.455
1498.0,4688.05,4519.95,4807.6,1715.9,8049.95,5226.5,4529.15,312.75,3387.45,6006.3,6959.400000000001,3217.75,8947.9,10691.800000000001,4626.0,2145.35,2958.0,2392.15,8501.0,2791.7,4747.4,4778.55,5447.35,1389.6,5404.35,1968.1,6457.5,1545.15,5305.200000000001,4589.75,6858.9,7966.099999999999,7983.35,3585.1499999999996,1570.05,176.5,4379.45,5003.95,4397.55,6005.1,12323.349999999999,3619.0499999999997,3296.75,8197.25,10645.3,5121.7,1249.3999999999999,1921.95,2369.8,7092.150000000001,2787.05,4437.1,730.3,1095.35,1117.55,1201.9,5364.75,10243.05,1549.75,4018.85,8216.7,4445.15,8942.5,7034.700000000001,5020.450000000001,3220.2,1426.2,5281.0,4820.05,697.1,4747.049999999999,2786.45,5896.95,5228.0,10654.7,6586.35,6641.549999999999,2662.55,2991.15,1114.55,4407.950000000001,5991.6,8214.1,3292.95,7360.6,2288.5,1977.9,5329.1,5610.1,8765.1,5103.9,3056.7,4541.2,3758.9,2304.5,10821.5,4159.5,3301.0,2157.5,1365.0,3425.8,6759.8,1796.0,1975.3000000000002,7465.4,4034.85,5707.5,4774.5,1384.9,3349.25,3412.3999999999996,6095.1,6483.5,2671.0,7189.530000000001
1663.05,4629.849999999999,3562.55,3463.55,1071.1999999999998,8012.05,4814.5,4435.349999999999,286.40000000000003,3500.0,8338.25,9103.55,5880.549999999999,10963.7,5071.8,4159.15,1355.7,4652.1,3044.6499999999996,8416.5,3835.75,4218.1,4357.75,6642.85,1231.3,3890.25,1832.8,5773.5,2123.05,6776.900000000001,8907.800000000001,3957.8,4950.05,6976.9,3223.95,2912.6,278.5,3520.25,4323.9,7236.5,4580.3,9359.349999999999,1978.8999999999999,4755.3,6467.85,7306.799999999999,2861.45,1287.3,2729.95,3097.95,7644.700000000001,3938.3,4270.45,1890.25,835.6500000000001,675.15,2077.85,4278.900000000001,6867.25,1309.0,2106.85,5823.7,6804.85,6116.15,10125.7,3210.55,3015.7,1219.95,5480.200000000001,4676.45,2674.9500000000003,5198.65,2396.2,8350.2,9139.650000000001,11222.1,9455.599999999999,6141.65,5327.85,3589.3,2629.15,3356.0499999999997,7034.0,4280.0,3020.7999999999997,5725.599999999999,4156.4,2961.3,3004.0,6305.5,8820.2,6848.4,3304.4,5766.2,1891.9,3398.0,4720.0,1706.5,1974.5,3922.0,1583.5,2877.65,5062.0,2634.5,3397.15,19202.2,4387.85,7309.5,3663.7000000000003,3420.2,2234.45,4478.3,4822.7,5995.15,2422.8,6921.915
4299.25,1980.6499999999999,2210.0,4659.549999999999,1546.25,6839.450000000001,3694.2000000000003,7301.200000000001,384.55,4117.5,5239.549999999999,6483.15,6866.85,7333.85,4399.200000000001,2871.55,1209.5,4467.15,3083.45,6957.65,3574.2,3555.35,5366.25,7530.35,1801.05,3070.45,2385.55,7533.3,2581.45,4992.3,8758.45,5595.05,2545.5,6201.85,3897.0,1437.35,303.45,3084.7,4015.6,7371.200000000001,4297.6,5671.45,1098.2,3496.35,3278.85,9948.85,4463.95,2032.5,2158.1,1817.15,5166.05,3723.6499999999996,3966.7000000000003,1422.6,1234.5500000000002,584.15,3571.0,2807.45,6062.0,4915.8,2646.6499999999996,5874.299999999999,7521.0,7281.9,14070.85,2214.55,2439.1,1085.2,7362.3,3889.8,3343.5,6802.75,1430.6,5632.0,10860.15,13045.2,5909.1,2647.9,8656.85,2752.8999999999996,3964.75,2986.5,3523.7,6872.7,7215.55,8020.45,4594.9,3236.7,2143.4,4068.7,9260.8,10686.1,3265.1000000000004,5454.2,2035.8,2642.5,2230.0,1222.0,2604.5,2535.5,1960.5,2491.0,3152.0,2736.0,5332.15,10925.099999999999,4955.05,5673.0,3547.25,4104.05,2455.8,5779.099999999999,3652.0,4772.35,3246.8500000000004,3582.2
4215.8,1200.1999999999998,1307.85,5877.55,2495.9,10020.8,2520.0,5420.150000000001,408.45000000000005,3026.2,6530.8,4211.15,3756.3,3487.6499999999996,4079.55,2307.85,1094.75,6470.650000000001,1289.15,5757.900000000001,3738.25,2215.95,3863.8999999999996,6265.35,972.0000000000001,1895.9,4593.15,5081.95,3988.25,3270.8,3202.4500000000003,9678.45,3045.8,3369.2,2656.5499999999997,1154.55,869.65,3591.75,2491.45,4334.0,2607.25,4001.5499999999997,739.65,5943.1,1671.0,10286.849999999999,8697.7,1469.95,2577.8500000000004,1081.5,3227.05,6687.4,3880.4,2409.8,2497.75,886.85,2483.75,2735.8,10215.45,7530.95,2485.85,4536.450000000001,3767.7,8722.400000000001,15792.25,4021.8,2668.75,2165.8,8477.349999999999,3296.0,1800.15,3744.05,3200.75,7097.3,17834.15,10552.7,3810.85,2464.5,6273.6,1473.5500000000002,1744.5500000000002,2560.5499999999997,6052.15,8998.6,5484.0,6382.599999999999,4974.7,3246.4,1864.9,3361.9,5617.6,7762.6,4259.1,3492.1,2377.6,2197.5,1891.5,1162.5,3201.5,1856.0,2344.0,7322.7,5981.9,1563.5,4357.049999999999,7021.65,8048.849999999999,4517.0,2368.9,3013.25,1589.75,3968.0,2897.2,7183.400000000001,7540.9,5042.485
2867.45,1311.7,1913.1000000000001,4973.15,2787.1,11314.7,2480.65,5105.25,309.35,1881.65,6194.25,6804.45,2185.75,4357.4,3327.8999999999996,1762.25,1226.55,6509.1,805.4,5300.9,4072.1499999999996,1832.65,6658.75,4648.75,1227.85,1891.6,4259.5,6270.5,4053.1,4295.45,1426.5,12114.599999999999,4498.7,2500.65,1645.0500000000002,790.2,1079.85,2371.25,2427.4,4957.35,2121.05,2639.05,438.75,7702.400000000001,1238.75,9018.95,4564.5,1917.5,2560.85,915.65,2377.6,6248.9,4063.55,1472.35,2867.55,873.15,2444.6000000000004,8610.099999999999,9018.25,2971.55,1966.9,3658.2999999999997,2871.4,13258.6,16404.5,3761.95,1713.1999999999998,4804.0,12095.2,4380.7,2072.65,2076.25,2021.6,6023.45,13533.5,6740.4,4080.05,2872.85,6140.8,1021.2,1091.7,3593.9,8123.8,4509.5,3068.95,3804.25,5102.0,1340.7,5066.0,8127.6,4345.2,2996.0,5268.2,5638.0,1841.0,2043.5,2328.5,871.0,3491.5,2726.5,3072.0,9287.400000000001,6791.0,778.5,2747.95,6938.05,8773.15,3800.5,1922.05,6164.950000000001,2647.9,2528.7,1579.6999999999998,6067.950000000001,4709.150000000001,3679.6
3175.9500000000003,4761.299999999999,6102.9,3790.75,4631.35,9738.35,2401.15,5692.65,331.6,1407.5,7036.450000000001,7065.35,1800.3999999999999,3410.2,2908.85,1829.95,973.2,6629.4,987.0,3024.6,2822.65,1508.25,4892.950000000001,4732.95,2661.85,1879.75,2456.4,5190.4,3347.8,3655.35,1294.0500000000002,11671.550000000001,7536.95,4377.5,1734.0500000000002,453.6,1665.5,1644.2,1904.4499999999998,4360.55,2070.0,3888.3500000000004,544.4,8283.0,1454.9,8505.25,2161.65,1857.95,3698.5,4100.85,2115.4,6192.75,2418.8,1056.15,1925.0,999.6999999999999,2360.6000000000004,15532.85,7297.25,1622.0,2696.0,6601.5,2959.1000000000004,9968.6,8235.5,3507.05,1587.3,4752.4,11913.95,9220.599999999999,2661.45,5296.75,2235.95,4257.85,10794.75,4196.25,8637.25,2916.95,10614.150000000001,3253.7500000000005,1256.8,2389.2,5817.0,3792.0,3395.95,11631.4,4591.9,1148.7,2783.2,5785.0,3761.3,1668.4,3245.2,5898.1,3459.1,1312.0,2020.0,1182.5,3020.0,3106.0,1909.5,8451.6,7746.8,1010.0,1823.75,6130.3,5422.55,2135.0,2046.2,4278.35,6547.049999999999,2216.65,1579.25,5023.1,3188.55,2078.4
3327.6,5211.95,3460.5499999999997,5241.45,5398.75,5320.75,1931.75,5652.45,364.3,1117.95,5226.15,4847.7,1584.9,6223.85,3727.15,3806.1,737.85,5016.4,1347.75,2563.75,2069.85,1544.25,2985.95,8213.5,1596.5,3565.4,3747.35,3954.3,4019.7000000000003,2793.25,1208.75,7932.5,14221.4,7802.2,4731.2,468.05,1670.5,2231.15,1726.65,5538.6,2527.95,3564.6000000000004,358.09999999999997,6655.15,845.7,4572.45,1881.25,3393.3500000000004,2912.9,6487.05,1654.15,5921.75,1633.75,2106.8999999999996,1250.75,1502.9,1738.05,9936.6,7150.099999999999,960.05,2686.15,8332.35,2536.85,6330.45,3933.2999999999997,3758.05,2450.75,7414.75,10036.05,5342.45,2542.35,7859.049999999999,5673.45,6625.4,10486.6,3874.75,11709.75,6790.25,10690.05,2493.1000000000004,1687.15,1594.75,4143.4,3516.1,2489.9,7324.35,3719.8,978.2,5737.1,4379.9,2939.1,1466.8,1710.1,6366.8,5432.3,1142.0,1117.0,2472.5,2967.5,3062.5,3629.5,5181.8,5356.9,2535.0,2043.9499999999998,3684.35,7260.950000000001,1730.5,3693.1,2250.6,5555.45,1423.85,1884.8500000000001,6024.35,1753.75,2553.8849999999998
4173.3,3402.4,1921.1,9654.0,4583.549999999999,4356.35,1537.15,3651.85,554.0,985.2,3915.45,3068.05,4063.3,7476.25,4127.8,4698.549999999999,887.35,5999.45,1013.9,3330.7,2234.4,3838.8,2273.7,7297.700000000001,915.1,3165.85,4099.35,3867.4500000000003,4788.25,1991.75,953.0999999999999,5062.549999999999,14348.0,6047.6,2401.55,1051.4,891.8,1874.85,1485.85,3185.55,2114.25,3217.55,452.4,6098.9,646.5500000000001,3242.95,1549.8000000000002,3610.1499999999996,3812.0,5713.3,1651.25,5359.65,977.4499999999999,2236.8,1747.6,2093.75,3114.2,6810.4,7840.4,910.25,2320.7,5333.1,6758.45,9588.05,6268.8,2975.85,6546.15,6773.549999999999,6038.05,3250.05,5186.5,4973.05,3024.2,7293.85,7584.9,8606.35,8658.25,7467.25,7383.4,1428.0500000000002,1919.25,1070.5,2545.3,3318.9,1498.5,3988.8,2987.6,2807.9,5859.1,3386.8,1801.6,1145.7,3307.3,6107.7,2236.1,1304.5,934.5,2639.5,3344.5,3173.0,5276.0,3622.7,6013.7,2125.0,3279.75,2299.05,12644.0,1778.0,9366.75,1393.6,5404.25,2235.1499999999996,1440.55,4530.75,2553.8500000000004,4633.8
2804.45,4566.5,2754.95,6718.950000000001,2911.4,7956.35,2556.6499999999996,3970.8999999999996,628.0500000000001,871.6500000000001,4201.0,2158.5,3113.2,9785.65,6796.8,3249.6,3169.65,2950.4,723.35,6335.2,5578.4,4636.3,2975.95,4995.65,976.15,2478.1,3565.15,3516.4,4796.55,1348.7,1430.8,4547.0,12532.8,4446.75,1393.15,794.0,1123.35,2188.2,1143.3,1605.3500000000001,3192.05,4834.2,771.6500000000001,4186.700000000001,593.05,2358.4,1363.65,3730.1,3916.3,5463.25,3607.0,5064.85,1116.45,1480.6,3741.95,3044.3999999999996,5992.8,3737.1,7201.9,1110.85,2307.3,3036.5,7846.25,12356.05,6179.599999999999,2924.7,6772.8,4250.1,5164.55,1926.0,3820.5,5312.1,1719.4499999999998,6539.55,7241.299999999999,7183.25,4501.7,4365.75,5594.5,1644.0499999999997,2261.95,1679.6,2124.3,3578.85,1092.35,2583.0,2011.2,3263.3,4352.700000000001,7641.1,1026.5,1872.0,3282.3,6314.5,1321.0,955.0,1816.5,2419.5,3915.0,3376.5,4572.0,1878.65,4820.9,7953.5,3519.15,1677.2,6371.65,1997.0,6892.55,1450.25,2399.4,2501.6,1019.9,3889.35,3122.95,3559.84
1609.35,3384.5,6305.15,5934.35,2031.15,8878.150000000001,5266.3,3201.4,434.09999999999997,859.1500000000001,4936.3,1376.95,2666.1,10487.900000000001,7121.150000000001,1879.35,3037.1499999999996,2394.2,608.25,5327.9,5839.6,6516.0,4394.8,3657.35,1221.9,1618.0,3806.05,5146.5,3662.6000000000004,1420.65,6086.0,4091.5,9889.85,3843.9500000000003,1111.35,467.2,1251.75,2188.2,1151.35,1106.4,3348.8,2841.7999999999997,2498.3499999999995,5434.4,1742.5,1691.5,2188.55,5064.25,6342.200000000001,3503.2,8087.65,5821.5,4768.75,1127.45,6198.75,4347.2,10644.0,2722.45,11443.95,789.45,1823.45,2384.1,4408.4,9955.75,7098.599999999999,3182.7,5269.0,3868.0,5347.200000000001,1622.15,2098.4,4049.95,735.3,6819.4,7771.450000000001,3833.9500000000003,4441.1,4243.85,5863.25,890.25,3353.9,2419.1,1493.4,3692.95,2412.85,3237.6499999999996,1518.0,1334.6,3105.5,9882.5,1025.3,2133.7,3355.3,6786.7,2052.5,924.0,2406.5,1242.0,4054.5,3494.0,2822.0,2952.5,4376.8,3691.0,2600.0,1594.6,3824.3999999999996,3906.0,7771.099999999999,4344.3,2010.85,3617.0,1923.9,2722.8,2039.7,5202.015
1020.45,3812.3,9623.35,3390.8500000000004,2464.3999999999996,10169.4,8130.0,3279.45,950.25,671.95,4898.15,1047.0,3483.6499999999996,7567.65,6103.4,1496.75,3265.75,1599.35,922.0,4620.9,4656.8,9988.55,2870.75,2724.3,1805.05,1572.2,2162.05,5289.6,3518.1499999999996,3089.1499999999996,7166.299999999999,7993.550000000001,6905.15,5567.65,861.85,346.79999999999995,1662.85,3445.05,1770.8999999999999,2019.05,5366.0,3976.5,1470.3500000000001,4239.25,3516.7000000000003,1246.25,1960.7,5054.549999999999,5251.45,5055.75,8316.35,6694.4,9041.2,1862.3000000000002,9193.8,4156.75,7974.099999999999,4279.650000000001,9893.55,806.45,1310.7,1444.3000000000002,2752.7,12892.35,4168.8,3614.8999999999996,4456.0,3192.85,2919.15,895.9,1286.4499999999998,4024.45,1087.1,4788.55,3072.55,2434.85,3867.0,5360.6,5723.75,638.55,3488.45,1772.9,1163.1,3108.45,2207.65,3433.25,917.5,3313.4,2555.8,10136.7,1786.6,1897.2,8422.0,4596.9,3613.8,1071.0,3174.5,1611.0,2635.5,2466.5,4190.5,5309.4,5045.8,1432.0,4787.2,6241.8,2002.85,5351.5,4999.25,7705.25,3030.8,3268.7,3352.75,2506.6499999999996,6136.7,3718.37
1113.85,3128.1499999999996,7670.45,2174.4,4372.1,10160.45,10210.949999999999,3020.8,1482.9,2609.0,4273.15,1073.3000000000002,1974.6,6201.450000000001,5146.45,4904.05,3487.5,3094.6000000000004,1373.5500000000002,8186.6,4218.0,6486.400000000001,2926.2,3005.35,1417.75,2746.3500000000004,2638.3,3222.3500000000004,2612.7,3252.3500000000004,7096.099999999999,7514.25,3729.6000000000004,2444.75,949.65,590.0,2130.25,3143.8999999999996,1771.6,2421.0499999999997,3504.75,3575.1499999999996,2314.95,3661.5,4636.95,2800.05,2398.95,1906.4499999999998,7821.55,6494.0,5629.0,6088.650000000001,7894.549999999999,5065.15,7987.400000000001,3334.1499999999996,9640.85,6185.2,7576.6,1257.05,1212.65,2017.5500000000002,3091.1000000000004,12897.300000000001,5010.900000000001,2501.35,6274.75,3786.25,3758.2,1582.5,1714.3000000000002,2576.9,4538.7,4459.6,1469.0,1450.3,5312.15,2855.5,5100.05,1127.45,3607.9,4155.7,1043.5,3104.8,818.8000000000001,1749.9499999999998,1293.3,2875.9,2589.0,8188.8,3479.3,2814.8,7388.5,6930.2,3634.9,1838.0,7516.0,1562.5,1667.5,2241.5,5855.0,5537.450000000001,4228.4,1254.0,2294.6,11320.0,1697.25,3904.0,9153.8,6586.45,4497.8,2144.1499999999996,6014.6,2030.35,13983.25,2367.715
2708.2999999999997,2933.0,4624.05,2581.2000000000003,4266.95,9365.95,8326.3,2449.85,1115.15,4949.3,7332.1,2704.4,1907.3,6940.95,5091.4,4608.5,4542.45,3606.7,2284.05,10564.5,5002.5,3758.85,5202.35,5923.349999999999,1695.5,3483.7,3475.45,1785.0,5748.5,2586.55,5874.25,4704.299999999999,3246.0,2681.55,1887.95,714.75,3382.8999999999996,3241.95,2650.2999999999997,4283.15,4137.35,4592.6,1817.3,2862.95,6115.15,8062.0,4698.95,4445.0,7399.2,5974.2,4852.0,5966.05,7388.8,8606.6,4958.4,2520.55,12427.75,7184.2,6714.6,2033.0,1582.4499999999998,2068.65,4516.15,11471.8,7032.75,5063.85,8632.25,2251.15,5082.15,7202.05,2015.75,1932.7,6161.349999999999,6745.0,1814.0,3278.6499999999996,8779.349999999999,4307.85,4136.05,3436.25,7752.0,4778.3,2151.6,2858.7,715.1,5069.4,1923.3,4784.3,1319.9,6213.1,3592.3,10954.0,4119.1,10998.2,1757.1999999999998,1591.0,5479.0,1644.5,3209.0,2733.5,8805.0,5633.8,4040.6,1964.0,8296.75,6419.4,3107.3,2748.0,7829.85,3213.8999999999996,3400.0,2427.35,6146.75,1315.3,13029.45,1942.115
3162.8,3538.35,4793.75,3395.7,3036.5,6833.15,5544.35,3599.75,852.3,10154.95,4676.9,5498.65,5108.75,4485.1,4560.049999999999,3156.8,8291.650000000001,6757.9,7089.400000000001,11674.150000000001,9691.3,2684.35,3276.8,5329.2,3804.3999999999996,2496.8999999999996,5068.950000000001,2950.1,8361.75,1894.8500000000001,4389.55,3367.25,4077.1000000000004,2567.35,3495.45,1472.8000000000002,4635.85,3233.75,6488.549999999999,9555.1,3497.75,4062.25,1276.75,2510.85,7790.05,8618.05,2989.3999999999996,10513.75,5629.5,3439.0499999999997,4831.5,8234.8,8168.85,6070.950000000001,6246.0,1518.2,8263.3,5904.1,5885.65,3186.05,2302.45,1631.7,2808.2,10752.65,5408.849999999999,7675.1,8512.35,1220.75,4604.8,2292.1,7997.65,2492.35,5415.5,6523.4,9123.0,9177.65,6919.75,5539.35,3723.9500000000003,7306.299999999999,7361.0,5484.2,1754.6,2976.4,2742.5499999999997,3094.3,1721.7,4354.6,1240.5,6488.4,1410.6,9084.9,2503.2,11336.3,3041.2,1851.0,4426.5,1762.0,6100.0,1663.0,5617.5,4983.7,3024.5,2881.0,5727.75,4639.85,5515.700000000001,1751.5,5274.35,3637.9,2160.85,2347.75,3656.25,1243.0,10119.25,3777.485
3378.65,3036.3500000000004,4596.05,2122.4,2844.8,10066.3,3730.4,3786.95,893.1500000000001,11535.1,6009.599999999999,7936.400000000001,9698.4,3796.3,4217.5,2253.65,8499.400000000001,9044.3,6883.85,9248.35,10387.25,2281.95,1855.25,5939.75,3642.1,2138.6,3638.75,6686.95,6152.6,3017.0,4041.8500000000004,4097.75,3286.0,3046.0499999999997,2027.7,4716.200000000001,2772.1499999999996,4618.65,5866.35,8427.25,7428.95,2773.25,1105.9499999999998,3036.75,11574.4,7470.1,1191.85,10539.8,3388.4500000000003,4159.35,6224.9,8169.400000000001,8396.55,1914.95,8076.5,3032.15,5675.55,3159.25,6371.45,4460.5,2094.15,3702.35,1341.8500000000001,11061.15,4205.95,3985.3999999999996,8085.75,1757.55,2210.45,4063.7999999999997,12444.400000000001,8165.249999999999,2322.55,5776.950000000001,7766.000000000001,10489.45,3593.25,6581.25,4959.85,6286.3,5826.95,6839.55,1017.5,4632.4,4663.55,1894.6999999999998,5866.3,3922.7,3280.2,4884.9,997.2,6075.9,8409.2,7917.9,1283.5,2851.0,4954.5,1456.5,6852.0,1206.0,6229.5,3135.8,3356.1,2140.5,5203.4,11181.099999999999,7847.150000000001,1020.5,3508.8999999999996,8061.700000000001,2945.1,1673.6,2215.15,1038.55,6053.25,6545.285
2015.5,1707.6499999999999,8739.65,1306.55,5566.799999999999,7669.95,4710.05,4262.3,1052.25,8717.45,5924.8,5450.549999999999,8732.150000000001,2950.95,4076.7999999999997,1342.2,6216.75,9337.05,4728.7,7620.400000000001,10756.25,1702.9499999999998,1847.5,8107.0,5097.6,2979.7,6322.35,8963.05,3365.75,1857.35,2773.15,5524.9,5508.099999999999,5021.4,1991.6999999999998,4927.5,1485.4499999999998,8897.6,4053.15,5929.150000000001,8549.349999999999,1909.85,2420.4500000000003,5275.65,10913.550000000001,6513.75,1152.55,9644.7,7918.800000000001,6660.0,6182.849999999999,7359.05,9395.050000000001,1296.5,9564.65,3422.65,5387.5,5759.75,9140.7,4850.3,1118.3500000000001,2900.05,1163.5500000000002,7797.55,3866.45,1781.1499999999999,6712.05,1687.3,7973.4,2037.0,13532.800000000001,6334.450000000001,1681.6,5149.9,4167.35,7694.8,1990.3500000000001,6576.55,3659.5,3397.2999999999997,3470.05,6091.35,1000.75,3511.8,5105.6,3508.2,6917.1,3391.6,6725.4,4602.9,3310.8,3976.7,10522.0,13486.7,1631.6,1517.5,7346.0,2269.5,8310.5,2699.5,8040.5,2008.3,4850.9,14195.5,2939.05,13154.650000000001,9236.7,1123.0,2471.1499999999996,7653.550000000001,4142.45,1241.55,3048.5499999999997,1713.9,7192.0,5628.13
