volumen,hidrologia,tiempo,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,costo_vertimiento,action,reward
45000.0,2,0,6822.144,258888.0,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,0.0,0.0,262804.7277197107,148253.95570766457,1799.8243200000002,0,0,1.0,0.0
39977.68032,3,1,6822.144,258888.0,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,0.0,0.0,259686.40768585046,141415.0551769354,1926.1065600000002,0,0,1.0,0.0
35081.64288,3,2,6822.144,258888.0,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,0.0,0.0,284769.89501704235,168589.3946197487,1979.02656,0,0,1.0,0.0
30238.525439999998,3,3,6822.144,258888.0,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,0.0,0.0,322835.61778332083,206981.97176112072,4788.564479999999,0,0,1.0,0.0
28204.94592,4,4,6822.144,258888.0,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,0.0,0.0,286307.0950337339,175921.85794907738,5447.312639999999,0,0,1.0,0.0
26830.114559999998,4,5,6822.144,258888.0,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,0.0,0.0,0.0,0.0,271219.28310519754,158175.455581965,2428.51392,0,0,1.0,0.0
22436.48448,3,6,6822.144,258888.0,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,0.0,0.0,321077.5259995257,210637.94406412158,1402.7126400000002,0,0,1.0,0.0
17017.05312,2,7,6822.144,258888.0,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,0.0,0.0,252554.57466723176,140707.03044635316,1067.1696,0,0,1.0,0.0
11262.07872,2,8,6822.144,258888.0,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,0.0,0.0,0.0,0.0,265760.2853988617,155873.99466605173,832.14432,0,0,1.0,0.0
5272.07904,1,9,5272.07904,200065.84418439714,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,0.0,0.0,0.0,0.0,249845.74404958336,136565.10713006853,865.34784,0,0,1.0,0.0
865.34784,1,10,865.34784,32838.38212765958,88685.74475373808,9824.855155326186,16000.966926315783,114511.56683538006,84000.0,14594.665632418357,12778399.689725507,0.0,245944.61459545797,131433.04776007793,1331.2857599999998,0,0,1.0,-12.778399689725507
1331.2857599999998,2,11,1331.2857599999998,50519.88170212765,92209.90206906515,9278.029588771047,15795.58666754386,117283.51832538006,81005.056951989,0.0,8100505.6951989,0.0,248808.4569794967,131524.93865411665,826.21728,0,0,1.0,-8.1005056951989
826.21728,1,12,826.21728,31353.44829787234,92859.18840188251,9169.003791343186,18456.2665437649,120484.4587369906,84000.0,21054.41356182452,14716324.068547357,0.0,256892.32059668744,136407.86185969686,467.75232,0,0,1.0,-14.716324068547356
467.75232,0,13,467.75232,17750.352765957447,95290.58732603819,8530.480186850396,33050.70162164341,136871.76913453202,78194.28784653399,0.0,7819428.784653399,0.0,232816.40974702346,95944.64061249144,915.84864,0,0,1.0,-7.819428784653399
915.84864,1,14,915.84864,34754.79595744681,99999.6553362952,7882.442787928107,33192.07652152284,141074.17464574613,70793.82047021754,0.0,7079382.047021754,0.0,246622.79107341048,105548.61642766435,881.3750399999999,0,0,1.0,-7.079382047021754
881.3750399999999,1,15,881.3750399999999,33446.58531914893,95416.92842546562,8111.724699108436,33118.516723145774,136647.16984771984,79094.48064028041,0.0,7909448.064028041,0.0,249188.23580714918,112541.06595942934,2060.2512,0,0,1.0,-7.909448064028042
2060.2512,2,16,2060.2512,78182.79893617022,100470.00745115177,7424.9501238408375,23369.852297572706,131264.80987256533,42304.77996743303,0.0,4230477.996743303,0.0,251752.38877616858,120487.57890360325,2361.56256,0,0,1.0,-4.230477996743303
2361.56256,2,17,2361.56256,89617.0189361702,98434.05050166651,6757.079140633997,21224.44183295923,126415.57147525974,37476.59838381478,0.0,3747659.838381478,0.0,253509.18879524473,127093.61731998499,5023.347839999999,0,0,1.0,-3.747659838381478
5023.347839999999,3,18,5023.347839999999,190626.9459574468,98975.04493142634,6723.902763309068,25968.47947897232,131667.42717370772,0.0,0.0,0.0,0.0,259512.0194486619,127844.59227495416,2876.6707200000005,0,0,1.0,0.0
2876.6707200000005,2,19,2876.6707200000005,109164.44000000002,98037.6221467726,6354.5806597072415,34253.7348904101,138645.93769688995,21848.453626657792,0.0,2184845.3626657794,0.0,269658.83132354775,131012.89362665781,2806.0300799999995,0,0,1.0,-2.1848453626657793
2806.0300799999995,2,20,2806.0300799999995,106483.75574468084,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,36766.550846837534,0.0,3676655.0846837536,0.0,281722.62204277696,143250.30659151837,1686.84768,0,0,1.0,-3.6766550846837536
1686.84768,1,21,1686.84768,64012.81212765958,98814.04396127017,5886.59032116912,34915.35802257658,139615.99230501588,78111.90231618001,0.0,7811190.231618001,0.0,281740.7067488555,142124.7144438396,3378.4128,0,0,1.0,-7.811190231618001
3378.4128,2,22,3378.4128,128204.64255319149,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,9381.224336336338,0.0,938122.4336336338,0.0,276524.56080986426,137585.86688952782,763.4995200000001,0,0,1.0,-0.9381224336336338
763.4995200000001,0,23,763.4995200000001,28973.422978723407,98854.63909287953,5691.159953817383,35550.51846960261,140096.31751629955,84000.0,25011.396802331627,15903419.040699488,0.0,278081.1372973546,137984.81978105503,959.2864278260871,0,0,1.0,-15.903419040699488
959.2864278260871,0,24,959.2864278260871,36403.18127659575,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,84000.0,23022.462278902647,15306738.683670795,0.0,290325.77507737133,143425.6435554984,1122.1538086956523,0,0,1.0,-15.306738683670794
1122.1538086956523,0,25,1122.1538086956523,42583.70319148937,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,84000.0,56820.238263270614,25446071.478981186,0.0,329525.6672677294,183403.94145475997,1340.9625599999997,0,0,1.0,-25.446071478981185
1340.9625599999997,0,26,1340.9625599999997,50887.09872340425,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,84000.0,31780.709829619183,17934212.948885754,0.0,313822.97533251636,166667.80855302344,1555.5456,0,0,1.0,-17.934212948885754
1555.5456,0,27,1555.5456,59030.13617021276,105570.85574992995,5961.318488980013,35113.18863366362,146645.3628725736,84000.0,19581.088004851597,14274326.401455479,0.0,309256.58704763796,162611.22417506436,1653.64416,0,0,1.0,-14.274326401455479
