energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,demanda,demanda_residual
138861.9001893617,98434.05050166651,6757.079140633997,21224.44183295923,126415.57147525974,35497.39601841492,5212.622158598851,253509.18879524473,127093.617319985
151049.4110255319,98975.04493142635,6723.902763309068,25968.47947897232,131667.42717370772,32153.974977739734,4160.561498689934,259512.0194486619,127844.59227495416
158004.37268297872,98037.6221467726,6354.580659707241,34253.7348904101,138645.93769688995,30180.340596700713,3816.3632289123243,269658.83132354775,131012.89362665782
155668.22480851063,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,32534.06738676915,7101.6294879247525,281722.62204277696,143250.30659151837
161909.84045957448,98814.04396127017,5886.590321169121,34915.35802257658,139615.99230501588,29989.36716670952,5200.446787852536,281740.7067488555,142124.7144438396
166214.29076524824,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,23745.904604346044,4287.811140622323,276524.56080986426,137585.86688952782
167779.7227191489,98854.63909287954,5691.159953817383,35550.51846960261,140096.31751629955,25714.098270486724,3433.7981097732363,278081.1372973546,137984.81978105503
175192.44534042553,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,22045.648645039666,2762.6954734683177,290325.77507737133,143425.6435554984
181247.35907659575,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,30580.58773558129,7738.22373464635,329525.6672677294,183403.94145475997
196634.20330638296,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,19504.620502102454,4207.624674019026,313822.97533251636,166667.80855302344
194812.2331042553,105570.85574992996,5961.318488980014,35113.18863366362,146645.3628725736,16856.63518262393,2747.985178126031,309256.58704763796,162611.22417506436
188245.1633851064,108730.43283364398,5763.893484376083,34304.426268943746,148798.75258696382,19306.391254279624,665.3292131286668,302204.84344165475,153406.09085469093
174230.542306383,105710.5229317552,6405.6144499270995,34658.5686623392,146774.7060440215,27277.04923383557,3947.6699398782634,310085.89999781986,163311.19395379836
157829.41372978722,106832.62021303737,6755.8492638160105,35019.157293632656,148607.62677048604,35330.1774788959,4935.054812059255,309859.84117183584,161252.2144013498
154472.5482255319,112963.317808136,6912.495966710932,34636.09143758985,154511.90521243677,37422.72273011955,4647.73170751835,313334.6882683898,158822.783055953
157333.650793617,111681.42711469864,6849.887804579319,34441.76708218248,152973.08200146045,38589.52021666872,9945.657409327048,323460.8319077568,170487.74990629635
159408.43694255318,107779.19993502216,7307.814717086225,32995.00888109761,148082.023533206,23144.220659795432,0.0,268285.6854262847,120203.66189307868
149750.96357021277,108649.10494879777,7909.894347552579,32997.27884153994,149556.27813789027,35833.30060250078,5996.579464913238,307847.2717382175,158290.99360032723
153571.53659716313,109305.83774373586,7929.533467364118,32767.710565039084,150003.08177613906,28648.438920534627,2061.5530377810264,292657.4103968069,142654.32862066783
147286.3176787234,114300.00672391738,8524.156211579264,32083.372775819946,154907.5357113166,14892.913582483183,0.0,257389.6500138521,102482.11430253554
164302.77425531915,116709.7919183677,8237.11335634511,32138.75473695297,157085.6600116658,6952.739992942715,0.0,249658.43816519674,92572.77815353093
186173.4726361702,116894.20438616359,8752.13665806451,31710.193294999768,157356.53433922786,4730.8872704988,0.0,266581.84776072385,109225.31342149599
180870.50460425534,110322.89665027641,9054.746042873534,31879.889942467347,151257.5326356173,4728.148213060532,0.0,252666.95819786482,101409.42556224752
183263.1300574468,108176.90193784745,9864.239537116413,31227.34317938806,149268.48465435192,11655.857311310447,0.0,271783.7842877981,122515.2996334462
196489.6804574468,104422.57659378197,10529.749504988575,31504.85887353122,146457.18497230177,5938.230357293264,0.0,248687.03109582505,102229.8461235233
190769.0818957447,107996.14741250093,10636.545500075908,30752.21296938665,149384.9058819635,5964.5477141535675,0.0,241845.84513918724,92460.93925722374
181528.13440851064,108368.1616263384,10773.160558117665,31590.321507513345,150731.6436919694,6891.935529652322,0.0,243031.68515206288,92300.04146009349
172469.34951489363,102923.50995295042,10848.061603908141,32262.107988332133,146033.67954519068,13416.350975705887,0.0,254923.67116354554,108889.99161835486
165494.7736787234,104473.43194198544,10923.442250445485,32514.580538018447,147911.4547304494,24345.55907846191,1051.8017745608015,279482.70201845607,131571.24728800668
145401.19612765955,104133.89710660212,11090.618849065764,32307.283140690088,147531.79909635798,21826.53044239069,0.0,252816.80290537444,105285.00380901646
131249.1460744681,101779.74723093813,11212.704877708187,34387.941797698426,147380.39390634475,26692.02686773658,0.0,252882.6829060886,105502.28899974385
114054.83172553191,99174.28621582552,11568.319282368751,35193.49844685015,145936.10394504442,50852.29362213972,8907.499984704396,287600.151518364,141664.04757331955
118422.37127446808,99338.40944907123,11291.319964265569,34924.236809625756,145553.96622296254,42884.38925454016,5208.094460923138,269981.77250352496,124427.80628056244
114810.84176382977,97313.17091924296,11329.20102259438,35295.99925486828,143938.37119670562,44093.14289003157,7305.951697549722,272941.20547683694,129002.83428013133
97833.1555212766,94055.30850885547,11043.135413804714,35184.48269391482,140282.926616575,57761.06133460301,15602.925579061888,281570.19380582887,141287.26718925388
100551.80083617021,92467.96306251167,11350.593319777001,36432.24441620002,140250.8007984887,56139.19817869724,15732.58138760831,278529.30516817287,138278.50436968417
91336.81798723404,92077.1464552851,11269.442481945203,36251.92264326596,139598.51158049627,56278.68854925245,13572.072743326124,273271.2614697159,133672.74988921965
84872.03940141844,90611.44799048475,11377.655082999983,36257.837276160855,138246.94034964562,62994.13385078358,29995.217157006733,298787.0187044276,160540.07835478196
85701.82489787234,88359.82409203946,11416.239695997296,35889.021960530175,135665.08574856693,62336.74636148456,60000.3144817728,337508.73742893845,201843.65168037155
82834.45868510638,86433.12223115127,11103.806498983271,36190.64757729516,133727.57630742973,59640.0,33769.066208629134,300350.7096669014,166623.13335947166
86045.15984042553,83446.21612304743,11016.43924945665,36716.177360995935,131178.8327335,60385.13936397506,23147.818328709025,285002.88576632284,153824.05303282285
82192.15819574468,86948.75525617333,11243.952255964494,36381.77820882268,134574.4857209605,64569.62191155592,40061.5018697391,316957.37049357354,182382.88477261306
75021.78683404256,86270.37463503586,11112.640300029936,36456.29165863506,133839.30659370084,60596.54288066996,11819.711488240571,265510.6238021794,131671.31720847858
74388.52607021277,85204.61999868434,10813.929831108317,36624.74911774642,132643.29894753906,63850.29753938044,22119.52649419748,281972.74176677316,149329.4428192341
88268.96525106384,88086.69888007017,10519.022792061409,36456.39532520748,135062.11699733906,54609.26239379768,14898.948856274947,279449.81181051274,144387.69481317367
84519.81717021277,89008.3641081742,10162.96838403011,34108.82822734285,133280.1607195472,53507.441053873736,7759.254595788315,263261.01125784824,129980.85053830106
73244.87954893617,89463.04536756715,9972.615210240887,33820.55439699758,133256.2149748056,56687.06632329323,7655.919779347012,259292.65268081398,126036.43770600838
76024.57269787234,94891.81835942432,9563.104142878781,33635.805140418444,138090.72764272155,49353.53910099473,1733.5592008228618,248754.16400935524,110663.43636663369
92341.88398936171,94289.04168629115,9295.735461339134,35191.04599428708,138775.82314191735,50590.959719749335,8841.033589792407,270429.02319086646,131653.2000489491
103467.84825106383,92626.97625037367,8700.199318007642,35498.240488386815,136825.41605676812,43121.09392753289,5089.40825297268,259903.67477959656,123078.25872282844
111741.70676170211,94836.57389358795,7972.95051741626,35494.42107808353,138303.94548908772,38209.72050010984,4510.781264032125,259982.51634072966,121678.57085164193
132862.3314468085,93489.92244418705,7886.580423981958,30304.0610313741,131680.5638995431,34671.99856277225,6345.514976960844,262592.1720142353,130911.60811469218
138445.0629680851,99055.78688356072,7202.4720605141165,23179.4313984164,129437.69034249125,38385.33056297252,6470.147944357546,258253.258099876,128815.56775738478
143266.65339148938,100802.10191017616,6848.619997839734,24103.36180696789,131754.08371498378,36913.26379048892,10454.451325632514,272176.6777959837,140422.5940809999
143070.94168723404,101712.86540940804,6592.239287264835,35807.85017270486,144112.95486937772,34736.82507434271,4918.438743035827,273093.8679571654,128980.91308778769
141117.42297234043,98902.87783107659,6313.888817388342,37372.87064236574,142589.63729083067,37841.06918861658,8795.258701466932,283415.54233550857,140825.9050446779
148536.94409787233,94681.16623634899,6226.619440106171,37637.072097554694,138544.85777400984,37098.3771972615,11880.42730012209,295687.2313258777,157142.37355186787
153138.31108085107,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,33888.401110740204,9121.761165957809,295705.62769014214,154214.5105572459
155974.05970851064,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,32561.7678293311,6737.798031045659,290399.59062588343,149047.22412756394
154947.50552340425,103119.13665103159,6069.428513861314,38417.16864588663,147605.73381077952,30602.635428019083,3835.852302602483,291982.9919786408,144377.25816786126
160082.85095957445,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,30822.407860426825,6194.979120625062,304438.6446116532,154742.69919433055
172205.89125957448,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,32743.202185816415,11837.280856698684,344314.078180745,190774.37364263425
170515.5244531915,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,29616.46784215338,7010.864832271485,328340.7778951762,174619.47410220111
177834.96397234043,105242.78086242783,6685.458508578523,39103.49393240264,151031.73330340898,26488.538349606497,3312.8993638544225,314349.02884608536,163317.29554267638
170099.00655106385,106962.96958925872,6647.31737238033,38585.94822061793,152196.235182257,32110.20616904771,4709.577958719269,322916.47848921834,170720.24330696135
155996.9089893617,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,40453.25070024356,5857.146669514274,324539.3006225413,169795.35612296395
153654.8936255319,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,41911.76207347054,5333.378835702372,324309.3460692367,165931.69398958265
157533.72519574466,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,38452.27068166559,6750.376197862442,327844.07606003765,167694.7267430188
156691.91609787234,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,40588.70788928472,14348.293910467226,338144.7260220777,183941.26882935956
151902.32744042552,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,26748.146574748716,1480.60186321767,286387.8691902277,133708.65243798774
150340.64225957447,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,35846.99791253692,7922.610944131149,322262.0935318128,165207.99170060072
158284.46746595745,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,30199.558674886237,3713.388700891033,306810.46157574235,151556.28085742836
163073.36459787234,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,13574.846801594458,0.0,270934.923208138,112896.21990602408
181569.92530212767,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,6735.982098609351,0.0,263070.47748510976,105764.33987917891
189167.6025638298,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,8290.702300513223,0.0,280285.53235852404,117723.33926852356
186140.67855957447,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,9903.326841372878,0.0,266130.84408309334,113476.01676236326
185308.05986595748,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,15716.005448572681,0.0,285577.11513657524,131176.8361638252
178168.8101468085,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,10085.042789688865,0.0,262082.3299189076,107800.57841652943
168224.3536787234,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,10715.18829589388,0.0,255123.2481228915,93049.7092420918
167863.88626595747,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,15630.999293567498,0.0,256329.5240082279,103108.53791245962
168546.23237021276,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,18906.20632947701,0.0,268426.447538085,114604.62889145303
155129.7748893617,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,33443.379345637644,5060.306531788196,293408.71020913124,141056.40066123466
145341.05436170212,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,30796.355477362224,1480.5101687032843,266283.27110128413,117282.93901781124
127868.31467021276,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,35940.72326904373,2418.8581328365954,266350.2864282474,118153.47624552381
118669.19599574467,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,49829.50740244322,16360.367637784495,301666.04971180565,152733.31339471793
125281.6868680851,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,44815.4564019906,7941.518557769387,283744.0488402307,133404.43242382712
