tiempo,volumen_discreto,hidrologia,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward,reward_usd
86,6.54,1.85,21115.57368073847,3382.539380741137,128361.23881309328,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,13826.17580303316,896.5942095798049,9375.35638771852,1651595.8431772576,0.0,286387.8691902277,133708.65243798774,3502.6846848,92.38171126153865,24.03,-1.6515958431772575,-1651595.8431772576
87,6.49,1.86,21143.337273535795,3517.2918144,133474.84943829788,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,23765.868447847286,8937.54143727674,970.2676228211867,5057849.275967751,0.0,322262.0935318128,165207.99170060072,3649.4847648,49.04518596923088,21.88,-5.057849275967752,-5057849.275967752
88,6.51,1.68,21226.485037966566,3548.1969083076924,134647.6417381342,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,19100.034769558053,2327.8311813874957,4519.226831651404,2608352.831372054,0.0,306810.46157574235,151556.28085742836,3573.5708736,0.0,24.82,-2.608352831372054,-2608352.831372054
89,6.62,1.81,21251.859003258873,2823.4411554461544,107144.47450114567,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,12128.359157357083,0.0,6376.613752478675,1212835.9157357085,0.0,270934.923208138,112896.21990602408,4321.3129344,51.147796430769375,21.09,-1.2128359157357085,-1212835.9157357085
90,6.98,1.9,22698.582985781948,2682.869305846154,101810.0275883797,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,6087.635496770455,0.0,2133.3232059712464,608763.5496770453,0.0,263070.47748510976,105764.33987917891,4829.2263936,252.20287988227494,18.19,-0.6087635496770454,-608763.5496770454
91,7.69,1.92,24592.73719365352,3104.703395446154,117817.86673518823,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,5316.570791474409,0.0,5411.09825813908,531657.0791474408,0.0,280285.53235852404,117723.33926852356,5060.8037088,343.4242472026757,19.65,-0.5316570791474409,-531657.0791474408
92,8.22,1.82,26205.413259804693,3105.0623675076927,117831.48907430444,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,4741.086754305065,0.0,9096.55906624624,474108.6754305065,0.0,266130.84408309334,113476.01676236326,4914.9852192,367.0456232026756,20.45,-0.4741086754305065,-474108.6754305065
93,8.69,1.72,27648.290488294322,3299.6647694769226,125216.29752176758,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,9606.821545678757,514.3539160831492,4160.636819704277,1114988.3293928204,0.0,285577.11513657524,131176.8361638252,4464.2259648,312.92500873846177,20.0,-1.1149883293928204,-1114988.3293928204
94,8.91,1.72,28499.926674878938,3055.5614880000003,115953.02041489363,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,1864.720412520408,0.0,10017.162410884597,186472.0412520408,0.0,262082.3299189076,107800.57841652943,4065.1704576,299.19994781538566,18.76,-0.18647204125204075,-186472.04125204074
95,9.16,1.71,29210.335696663547,2484.723520246154,94290.75415433716,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,5527.9869585409715,0.0,6769.031870786326,552798.6958540971,0.0,255123.2481228915,93049.7092420918,3731.5168128,478.6465735384612,15.97,-0.5527986958540971,-552798.6958540971
96,9.44,1.77,29978.482415678933,2718.654822228762,103168.02307561375,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,4700.737659331066,0.0,4760.2228224852015,470073.7659331067,0.0,256329.5240082279,103108.53791245962,3580.1057376,368.08658363076904,18.15,-0.4700737659331067,-470073.76593310665
97,9.58,1.75,30471.8467474194,2937.3368123076925,111466.60824877252,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,7584.1203565552,0.0,4446.099713874687,758412.0356555198,0.0,268426.447538085,114604.62889145303,2970.396917843478,239.33993735919677,17.96,-0.75841203565552,-758412.0356555199
98,9.49,1.76,30265.566915595988,3401.2281275397995,129070.4428816694,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,15024.966707761538,1445.1524021945377,4484.161330390821,1936042.391434515,0.0,293408.71020913124,141056.40066123466,2699.2148794434784,256.80507666622077,20.79,-1.9360423914345148,-1936042.391434515
99,9.28,1.76,29306.748590833446,2761.325404061539,104787.29431783962,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,13140.166111930343,1893.0829178165632,2537.60432977529,1881941.4865380034,0.0,266283.27110128413,117282.93901781124,2202.0425630608697,122.66555825016701,17.01,-1.8819414865380033,-1881941.4865380032
100,9.01,1.79,28624.800191582613,2886.811318667559,109549.25734009821,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,10066.345553915067,793.0968697229988,2255.2235182124728,1244563.6163084065,0.0,266350.2864282474,118153.47624552381,2087.5222368,80.11092406153824,19.15,-1.2445636163084064,-1244563.6163084065
101,8.74,1.88,27745.40018565351,3480.820774410702,132090.83957266776,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,18969.861766557948,7040.811992596166,5368.199937103945,4009229.7744346447,0.0,301666.04971180565,152733.31339471793,2279.2287168000003,102.48782621538463,22.73,-4.009229774434645,-4009229.7744346447
102,8.3,1.92,26441.320301827425,3080.232256984615,116889.23138330606,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,17437.04557022164,3565.908222969186,4487.752752669763,2813477.0239129197,0.0,283744.0488402307,133404.43242382712,2062.9056672,59.659332923076946,19.21,-2.81347702391292,-2813477.0239129197
