//	APORTES	HIDRAULICOS	SEMANALES	1909-2024											
//	SE	GRABA	UN	ARCHIVO	DATOS.TXT	CON:	GUARDAR	COMO	----	TEXTO	CON	FORMATO	(DELIMITADO	POR	TABULACIONES)
//	LAS	CRONICAS	DEBEN	ESTAR	COMPLETAS	SI	SE	QUIERE	USAR	PARA	SERIES	HISTORICAS			
ID_ESTIMACION	2025Ab														
DURACION_PASO	SEMANA														
CANTIDAD_MAX_PASOS_ANUALES	52														
CANTIDAD_DE_CRONICAS	116														
CRONICA	PASO	APORTE-BONETE	APORTE-PALMAR	APORTE-SALTO	CMgBrasil-Sur	ENSO34									
1928	48	80.9	39.2	1738.3	0.47317	-0.17									
1928	49	42.3	47.5	1480.9	0.47317	-0.03									
1928	50	27.3	23.1	1407.5	0.47317	-0.03									
1928	51	20	22.3	1032.8	0.47317	-0.03									
1928	52	13.8	23.2	1167.6	0.47317	-0.03									
1929	1	8.8	12.4	2942.9	0.93526	-0.15									
1929	2	5.9	12.1	4111.9	0.93526	-0.15									
1929	3	4.5	12.7	2864.1	0.93526	-0.15									
1929	4	3.2	13.3	1624.8	0.93526	-0.15									
1929	5	2.4	10.4	3519.9	0.93526	-0.15									
1929	6	1.7	8.3	2270.7	1.24499	-0.08									
1929	7	1	8.5	1155.2	1.24499	-0.08									
1929	8	1.5	8.3	834.3	1.24499	-0.08									
1929	9	64.5	40.2	2635.2	1.24499	-0.08									
1929	10	491.8	106.8	4770.3	1.88467	-0.15									
1929	11	598.6	185.9	4483.9	1.88467	-0.15									
1929	12	299.5	125.7	1985.7	1.88467	-0.15									
1929	13	70.8	103.5	1420.6	1.88467	-0.15									
1929	14	34.6	14.7	996.2	1.92805	-0.15									
1929	15	21.1	13.4	741.8	1.92805	-0.15									
1929	16	15	12.6	629	1.92805	-0.15									
1929	17	12.9	12.3	573.6	1.92805	-0.15									
1929	18	9.2	4.4	477.4	2.15077	-0.15									
1929	19	9.4	3	885.3	2.15077	-0.17									
1929	20	8	3.2	1568.9	2.15077	-0.17									
1929	21	17.1	2	1454.2	2.15077	-0.17									
1929	22	20.7	9.9	1144	2.45993	-0.17									
1929	23	33.3	20.9	1208.2	2.45993	0.13									
1929	24	47.6	21.7	5927.4	2.45993	0.13									
1929	25	72.4	21.8	4248.9	2.45993	0.13									
1929	26	451.9	140.2	4399.2	2.66518	0.13									
1929	27	757.8	618.3	4919.3	2.66518	-0.02									
1929	28	903.8	546.3	4248.2	2.66518	-0.02									
1929	29	966.1	1066.5	3411.3	2.66518	-0.02									
1929	30	687.8	254	6260.7	2.66518	-0.02									
1929	31	459.8	162.8	4400.1	3.67843	-0.02									
1929	32	459.8	119	2982.1	3.67843	0.1									
1929	33	656.5	178.9	2798	3.67843	0.1									
1929	34	1076.3	174.6	8655	3.67843	0.1									
1929	35	1374.5	137.6	8655	3.67843	0.1									
1929	36	575.3	279.4	7604.2	3.12237	0.3									
1929	37	181.2	96.8	7880	3.12237	0.3									
1929	38	147.7	73.4	9562.8	3.12237	0.3									
1929	39	333.2	167.6	18381	3.12237	0.3									
1929	40	818.2	246.8	18644.5	3.39875	0.4									
1929	41	842.1	260.4	19307.5	3.39875	0.4									
1929	42	931.3	310	25874.5	3.39875	0.4									
1929	43	1775.2	635.4	22470.6	3.39875	0.4									
1929	44	1808.2	363.6	14668.1	8.77621	0.4									
1929	45	852.7	59.5	7149.8	8.77621	0.18									
1929	46	160.3	37	3135	8.77621	0.18									
1929	47	56.8	28.5	1540.7	8.77621	0.18									
1929	48	32.6	26.6	1540.7	2.18348	0.18									
1929	49	21.6	10.9	1257.7	2.18348	0.63									
1929	50	14.6	11	1400.3	2.18348	0.63									
1929	51	14.1	11.1	1282.9	2.18348	0.63									
1929	52	38.1	14.3	1901.6	2.18348	0.63									
1930	1	143.2	93.9	3668.8	0.67602	0.35									
1930	2	148.7	72.5	5389	0.67602	0.35									
1930	3	64.7	72.8	3957.2	0.67602	0.35									
1930	4	31.1	58.8	2884.9	0.67602	0.35									
1930	5	17.8	25.2	1587.8	0.67602	0.35									
1930	6	10.5	5.9	1441.2	0.70533	0.39									
1930	7	5.3	7.4	2998	0.70533	0.39									
1930	8	4.9	7.5	2750.1	0.70533	0.39									
1930	9	11.1	12.6	1543.5	0.70533	0.39									
1930	10	12.7	18.9	1767.7	0.42863	0.29									
1930	11	38.6	681.7	2767.5	0.42863	0.29									
1930	12	52.5	425.4	2852.9	0.42863	0.29									
1930	13	52.6	55.2	3466.2	0.42863	0.29									
1930	14	39.6	32.2	1962.8	0.4721	0.29									
1930	15	31.6	37.5	1221.2	0.4721	0.41									
1930	16	24.4	44.3	882.2	0.4721	0.41									
1930	17	102.9	442.1	1364.9	0.4721	0.41									
1930	18	416.4	1255	8139.4	0.38086	0.41									
1930	19	1390.2	3591.9	13544.6	0.38086	-0.04									
1930	20	2143.4	1774	9171.3	0.38086	-0.04									
1930	21	2607.5	587.4	4456.7	0.38086	-0.04									
1930	22	1861.3	673.3	4456.7	0.27968	-0.04									
1930	23	1066	1352.8	5375.6	0.27968	0.27									
1930	24	1391.6	1362.1	4367.5	0.27968	0.27									
1930	25	1788.1	225.5	4820.5	0.27968	0.27									
1930	26	1902.3	467.6	4755	0.31677	0.27									
1930	27	1405.7	841.4	3942	0.31677	0.64									
1930	28	1342	419.6	3587.5	0.31677	0.64									
1930	29	700	295.8	2440.3	0.31677	0.64									
1930	30	367.9	645.5	1638.5	0.31677	0.64									
1930	31	229.2	414.2	1729.7	0.40487	0.64									
1930	32	186.6	169.1	2377.1	0.40487	0.68									
1930	33	589.7	146.5	6205.2	0.40487	0.68									
1930	34	946.4	204.1	6971.6	0.40487	0.68									
1930	35	1110.1	292.2	10227.4	0.40487	0.68									
1930	36	1516.1	956.7	15031.5	0.49379	1.28									
1930	37	1636.7	199.6	9300.2	0.49379	1.28									
1930	38	1425.1	272	4123.5	0.49379	1.28									
1930	39	874	422	2776.7	0.49379	1.28									
1930	40	343.4	271.4	3334.3	0.42217	1.14									
1930	41	161	82.1	2919.7	0.42217	1.14									
1930	42	94.9	61.3	4143.4	0.42217	1.14									
1930	43	129.8	40.4	5426.1	0.42217	1.14									
1930	44	244.3	78.5	6198.4	0.4461	1.14									
1930	45	145.2	129.1	3079.7	0.4461	1.79									
1930	46	76.7	100.7	2897	0.4461	1.79									
1930	47	308.8	360	3180.8	0.4461	1.79									
1930	48	610.3	256.9	3038.1	0.32514	1.79									
1930	49	766.8	283.4	2298.1	0.32514	1.41									
1930	50	662.5	524	2048.5	0.32514	1.41									
1930	51	250.9	532.9	1928.9	0.32514	1.41									
1930	52	88.1	220.6	1617.1	0.32514	1.41									
1931	1	89.9	72.1	2158.9	0	1.49									
1931	2	306.6	121.2	2677.3	0	1.49									
1931	3	497.8	118.1	3146.8	0	1.49									
1931	4	617.5	673.2	1535.9	0	1.49									
1931	5	478.2	474	1535.9	0	1.49									
1931	6	152.6	263.8	937.5	0	1.33									
1931	7	49.1	56.3	611.1	0	1.33									
1931	8	28.6	25.4	453	0	1.33									
1931	9	19.2	11.8	453	0	1.33									
1931	10	12.9	6.7	615.6	0.00182	1.18									
1931	11	25.2	3.3	493.5	0.00182	1.18									
1931	12	29.8	2.3	779.6	0.00182	1.18									
1931	13	67.1	47.1	671.7	0.00182	1.18									
1931	14	76.9	35.2	520.2	0.01267	1.18									
1931	15	45.2	31.4	571.4	0.01267	0.96									
1931	16	26.2	22	583.2	0.01267	0.96									
1931	17	24.6	12	875.2	0.01267	0.96									
1931	18	27.4	10.1	4574	0	0.96									
1931	19	51	9.8	7272.2	0	0.63									
1931	20	51	11.4	3661.4	0	0.63									
1931	21	182.1	7.9	7509.7	0	0.63									
1931	22	1183.7	552.8	6886	0	0.63									
1931	23	1272	490.2	5449	0	0.48									
1931	24	610.4	251	8952.2	0	0.48									
1931	25	326.5	148.8	8417.3	0	0.48									
1931	26	727	195	7713.1	0.02302	0.48									
1931	27	1185.1	151.1	6043.1	0.02302	0.4									
1931	28	942.5	174.3	8498.9	0.02302	0.4									
1931	29	583.8	545.4	5469.4	0.02302	0.4									
1931	30	1997.5	2231.2	4860.1	0.02302	0.4									
1931	31	1488.6	737.7	5333.3	0.0361	0.4									
1931	32	759.9	562.3	3327.5	0.0361	0.15									
1931	33	370.6	263.3	3279.6	0.0361	0.15									
1931	34	391.3	351.2	4466.9	0.0361	0.15									
1931	35	1314	1430.4	3300.8	0.0361	0.15									
1931	36	874.9	478.1	3035.5	0.00952	-0.42									
1931	37	334	253.3	4677.8	0.00952	-0.42									
1931	38	127	133.6	9883.5	0.00952	-0.42									
1931	39	81.9	71.5	6246.8	0.00952	-0.42									
1931	40	68	70.4	3433.7	0.01813	-0.22									
1931	41	71.5	36.5	3479	0.01813	-0.22									
1931	42	69.9	37	2710.1	0.01813	-0.22									
1931	43	43.5	54.4	1498.6	0.01813	-0.22									
1931	44	34	85.9	1498.6	0.0491	-0.22									
1931	45	121.4	528.5	1301.2	0.0491	-0.27									
1931	46	262.4	1012.8	2179.1	0.0491	-0.27									
1931	47	800.1	693.5	1550.9	0.0491	-0.27									
1931	48	545.3	228.1	1357.7	0.11028	-0.27									
1931	49	167.7	170.8	1139.5	0.11028	-0.28									
1931	50	60.6	67.5	781.9	0.11028	-0.28									
1931	51	29.5	46.3	834.5	0.11028	-0.28									
1931	52	39.2	32.5	660.5	0.11028	-0.28									
1932	1	40.2	29.2	1038.6	0	-0.42									
1932	2	19.6	35.4	1601.7	0	-0.42									
1932	3	8.4	31.2	895.4	0	-0.42									
1932	4	6.9	27.9	638.9	0	-0.42									
1932	5	6.9	38.1	683.1	0	-0.42									
1932	6	9.2	51.2	1355.5	0	-0.19									
1932	7	92.7	24	2659.8	0	-0.19									
1932	8	55.7	46.7	1643.5	0	-0.19									
1932	9	23	31.1	1321.8	0	-0.19									
1932	10	36	17.9	3705.4	0	0.25									
1932	11	142.2	9.1	4463.7	0	0.25									
1932	12	389.2	9.5	2153.5	0	0.25									
1932	13	231.4	29.8	1909.2	0	0.25									
1932	14	113.4	16	2707.7	0.23936	0.25									
1932	15	67.6	16	10989.6	0.23936	0.25									
1932	16	344.4	5.9	19793.7	0.23936	0.25									
1932	17	642.5	10.9	19229	0.23936	0.25									
1932	18	690.2	58	19229	0.37829	0.25									
1932	19	455.4	62.3	11831.7	0.37829	0.28									
1932	20	300.4	54.7	8229.5	0.37829	0.28									
1932	21	435	36.6	9477.4	0.37829	0.28									
1932	22	1314.9	8.2	14050.2	0.31711	0.28									
1932	23	1862.7	239.6	14315.6	0.31711	0.19									
1932	24	685.2	545.9	8085.2	0.31711	0.19									
1932	25	420.4	350.4	7838.1	0.31711	0.19									
1932	26	569.8	1214.8	7325.5	0.28448	0.19									
1932	27	1038.2	708.4	9792.5	0.28448	-0.11									
1932	28	1138.8	265.7	12251.7	0.28448	-0.11									
1932	29	1391	1479.2	6790.3	0.28448	-0.11									
1932	30	1845.5	805.8	3994.9	0.28448	-0.11									
1932	31	1538.2	1022.3	4344.9	0.3571	-0.11									
1932	32	2125.1	1424	9328.8	0.3571	0.09									
1932	33	2458	757.3	8164.8	0.3571	0.09									
1932	34	2009	712	4549.3	0.3571	0.09									
1932	35	1389.5	666.5	3202.7	0.3571	0.09									
1932	36	927.8	328	2937	0.39319	0.02									
1932	37	309.5	319.5	4752.7	0.39319	0.02									
1932	38	171.6	203.8	11095.9	0.39319	0.02									
1932	39	539	132.9	9314.6	0.39319	0.02									
1932	40	1448.3	70.5	8841.9	0.25443	0.02									
1932	41	1227.4	196.4	13366.4	0.25443	0.02									
1932	42	460.3	178.9	9058.6	0.25443	0.02									
1932	43	285	115.6	7474.3	0.25443	0.02									
1932	44	781.8	295.7	7423.1	0.2748	0.02									
1932	45	533	171.1	3548.4	0.2748	-0.04									
1932	46	298.2	115.7	2475.6	0.2748	-0.04									
1932	47	175.8	359.6	2162.9	0.2748	-0.04									
1932	48	147.1	225.1	2189.6	0.10134	-0.04									
1932	49	81.6	62.7	2233.7	0.10134	-0.41									
1932	50	64.8	36.3	1849.7	0.10134	-0.41									
1932	51	58.7	39.2	1868.9	0.10134	-0.41									
1932	52	29.8	38.8	2419.3	0.10134	-0.41									
1933	1	24	17.7	2419.3	0.15127	-0.21									
1933	2	19.6	24.2	1333.2	0.15127	-0.21									
1933	3	15.2	24.9	845.4	0.15127	-0.21									
1933	4	10.8	26.8	770.9	0.15127	-0.21									
1933	5	6.8	28.7	727.7	0.15127	-0.21									
1933	6	26.3	31.4	1483.4	0.30601	-0.08									
1933	7	38.2	23.7	1196.6	0.30601	-0.08									
1933	8	20.9	36.5	688.6	0.30601	-0.08									
1933	9	24.6	32.2	1279.9	0.30601	-0.08									
1933	10	77.3	27.3	2122.2	0.64605	-0.2									
1933	11	171.2	60.2	2654.7	0.64605	-0.2									
1933	12	55.6	57.9	1657.4	0.64605	-0.2									
1933	13	27.9	40.9	878.5	0.64605	-0.2									
1933	14	20	20.9	552.5	0.66071	-0.2									
1933	15	13	24.5	507.2	0.66071	0.01									
1933	16	10.2	22.1	904.5	0.66071	0.01									
1933	17	17.4	15.4	975.7	0.66071	0.01									
1933	18	16	29.7	536.2	0.75609	0.01									
1933	19	9.7	33	523.6	0.75609	-0.4									
1933	20	7.7	30.3	615.3	0.75609	-0.4									
1933	21	9.9	28.5	694.4	0.75609	-0.4									
1933	22	13.7	197.8	750.4	0.9057	-0.4									
1933	23	26.9	35.5	1242.2	0.9057	-0.86									
1933	24	27.9	47.1	1278	0.9057	-0.86									
1933	25	344	489.3	860.9	0.9057	-0.86									
1933	26	316.1	325	1497	0.83598	-0.86									
1933	27	97.4	487.6	1292.6	0.83598	-0.66									
1933	28	478.7	823.9	996.9	0.83598	-0.66									
1933	29	305.6	230.8	871.2	0.83598	-0.66									
1933	30	272.6	424.2	1062.1	0.83598	-0.66									
1933	31	550.8	1660.9	900.3	0.97251	-0.66									
1933	32	248.1	431.8	1833.2	0.97251	-0.94									
1933	33	136.1	103.5	1351	0.97251	-0.94									
1933	34	93.5	91.1	1583.1	0.97251	-0.94									
1933	35	77.8	51.1	2186	0.97251	-0.94									
1933	36	121.1	45.4	3277.1	1.07087	-0.77									
1933	37	169.5	48.8	2398.9	1.07087	-0.77									
1933	38	491.4	114.3	2179.6	1.07087	-0.77									
1933	39	661.2	79.5	6127.4	1.07087	-0.77									
1933	40	541.7	36.7	6127.4	0.94146	-1.1									
1933	41	270.8	35.8	9582	0.94146	-1.1									
1933	42	98.8	27.8	9693.1	0.94146	-1.1									
1933	43	84.7	13.5	4054	0.94146	-1.1									
1933	44	231.3	45.3	4265.7	1.27074	-1.1									
1933	45	245	82.1	9315.6	1.27074	-1.06									
1933	46	100	100.7	4156.4	1.27074	-1.06									
1933	47	34.2	36.4	1805.6	1.27074	-1.06									
1933	48	17.1	32.2	1313.8	1.0669	-1.06									
1933	49	12.2	19.5	992.6	1.0669	-1.21									
1933	50	11.3	16.7	893.2	1.0669	-1.21									
1933	51	20	12	693.5	1.0669	-1.21									
1933	52	8.8	21.2	511.8	1.0669	-1.21									
1934	1	6.9	17	496.2	0.93526	-0.93									
1934	2	5.7	16.4	1267.8	0.93526	-0.93									
1934	3	3.2	17.7	1239	0.93526	-0.93									
1934	4	3.1	22.8	1133.9	0.93526	-0.93									
1934	5	23.9	19.1	1544.7	0.93526	-0.93									
1934	6	65.8	36.1	3178.2	1.24499	-0.87									
1934	7	58	39.2	3424.8	1.24499	-0.87									
1934	8	69	44.2	3609.2	1.24499	-0.87									
1934	9	53.9	32.3	4923.4	1.24499	-0.87									
1934	10	25.3	41.3	2867.5	1.88467	-0.95									
1934	11	555.4	797.1	4984.7	1.88467	-0.95									
1934	12	1676.1	1323.8	2064.6	1.88467	-0.95									
1934	13	1502.8	524.7	2064.6	1.88467	-0.95									
1934	14	798.6	390.8	3183	1.92805	-0.95									
1934	15	465.2	140.9	4589.5	1.92805	-0.42									
1934	16	226.9	114.7	2486.2	1.92805	-0.42									
1934	17	123.2	73.5	3026.8	1.92805	-0.42									
1934	18	58.9	43.6	5570.7	2.15077	-0.42									
1934	19	99.5	27.5	7849.9	2.15077	-0.49									
1934	20	88.2	40.7	3701.5	2.15077	-0.49									
1934	21	52.8	43.1	2759.4	2.15077	-0.49									
1934	22	122.9	29.6	2626.5	2.45993	-0.49									
1934	23	374.6	698.1	4400.7	2.45993	-0.33									
1934	24	739.1	956.1	6399.9	2.45993	-0.33									
1934	25	1285.8	892.3	6370.5	2.45993	-0.33									
1934	26	1549	670.1	6370.5	2.66518	-0.33									
1934	27	1346.1	687.1	3714.1	2.66518	-0.43									
1934	28	875.4	895.3	2599.5	2.66518	-0.43									
1934	29	400.8	327.4	2335.4	2.66518	-0.43									
1934	30	238.4	390.2	2526	2.66518	-0.43									
1934	31	311.1	268.6	2600.1	3.67843	-0.43									
1934	32	439.9	203.1	5844.8	3.67843	-0.33									
1934	33	968	604.8	3186.1	3.67843	-0.33									
1934	34	700.8	503	2548.6	3.67843	-0.33									
1934	35	407.8	313.8	1792.8	3.67843	-0.33									
1934	36	344.7	256	1943	3.12237	-0.52									
1934	37	391.2	304.6	4101.1	3.12237	-0.52									
1934	38	269.1	190.1	6049	3.12237	-0.52									
1934	39	537.5	98.3	3722.2	3.12237	-0.52									
1934	40	670.7	127.9	2680	3.39875	-0.26									
1934	41	861.3	118.9	3999	3.39875	-0.26									
1934	42	814.1	154.7	3941.6	3.39875	-0.26									
1934	43	555.5	188.6	4390.2	3.39875	-0.26									
1934	44	414.1	106.7	8664.4	8.77621	-0.26									
1934	45	387.4	61.8	6488.7	8.77621	-0.11									
1934	46	918.5	42.5	3125.2	8.77621	-0.11									
1934	47	921.6	82.4	1795	8.77621	-0.11									
1934	48	410.6	152.9	1339.5	2.18348	-0.11									
1934	49	94.9	68.7	2372.3	2.18348	-0.24									
1934	50	44.7	33.2	2613.8	2.18348	-0.24									
1934	51	48.7	12.2	1508.7	2.18348	-0.24									
1934	52	49.1	29.1	1012.9	2.18348	-0.24									
1935	1	22.8	15.7	762.7	1.83541	-0.32									
1935	2	12.9	16	1040.1	1.83541	-0.32									
1935	3	14.8	16.1	1122.9	1.83541	-0.32									
1935	4	55.4	12.6	1397.5	1.83541	-0.32									
1935	5	29	30.6	1246.5	1.83541	-0.32									
1935	6	20.2	22.4	810.4	1.05525	-0.19									
1935	7	19	13.5	554.7	1.05525	-0.19									
1935	8	16.8	13.6	630.6	1.05525	-0.19									
1935	9	11.5	52.5	704.7	1.05525	-0.19									
1935	10	8.1	80.7	2456	1.21802	-0.28									
1935	11	350.3	156	1789.6	1.21802	-0.28									
1935	12	698	103.6	1190.7	1.21802	-0.28									
1935	13	471.7	124.2	797.4	1.21802	-0.28									
1935	14	107.5	134.2	536.1	0.58367	-0.28									
1935	15	56.6	41.2	520.7	0.58367	-0.32									
1935	16	136.1	77.7	805.2	0.58367	-0.32									
1935	17	83	81.4	510	0.58367	-0.32									
1935	18	37.7	25.2	353.4	0.70788	-0.32									
1935	19	22.4	13.2	227.2	0.70788	-0.54									
1935	20	17.6	14.1	336.2	0.70788	-0.54									
1935	21	17.9	15	255	0.70788	-0.54									
1935	22	21.1	13.6	423.8	0.89535	-0.54									
1935	23	22.4	15.8	985.1	0.89535	-0.4									
1935	24	37.5	15.3	1397.9	0.89535	-0.4									
1935	25	33.5	20.7	3074.8	0.89535	-0.4									
1935	26	86.8	23.3	3716	1.05989	-0.4									
1935	27	433.2	70.5	2658.2	1.05989	-0.65									
1935	28	616.8	111.1	3315.3	1.05989	-0.65									
1935	29	424.9	101.3	8133.9	1.05989	-0.65									
1935	30	236.2	95.5	7855.6	1.05989	-0.65									
1935	31	206.4	44.2	4411.6	0.89703	-0.65									
1935	32	155.8	57.6	7067.9	0.89703	0.06									
1935	33	126.8	30.3	7884.5	0.89703	0.06									
1935	34	119.3	43.5	6804.7	0.89703	0.06									
1935	35	233.9	169.8	6804.7	0.89703	0.06									
1935	36	258.3	83.2	3641.1	0.68083	0.08									
1935	37	162.3	169.9	4612.2	0.68083	0.08									
1935	38	115.6	73	6573.7	0.68083	0.08									
1935	39	99.3	22.3	9894.7	0.68083	0.08									
1935	40	81.8	70.4	6973.1	0.26268	0.28									
1935	41	94.4	43.2	12369.5	0.26268	0.28									
1935	42	388.8	239	21435.8	0.26268	0.28									
1935	43	1211.6	354.3	20414.9	0.26268	0.28									
1935	44	1331.4	181.7	9377.4	0.97222	0.28									
1935	45	708.5	280.3	3529.9	0.97222	0.28									
1935	46	222.2	270.8	2501.4	0.97222	0.28									
1935	47	210.7	147.9	2628.2	0.97222	0.28									
1935	48	91.1	53.4	2628.2	0.53129	0.28									
1935	49	56.8	36.1	7861.4	0.53129	-0.04									
1935	50	104	37.9	12864.9	0.53129	-0.04									
1935	51	213.8	35.4	8679.9	0.53129	-0.04									
1935	52	373.9	40.9	5292.3	0.53129	-0.04									
1936	1	237.3	40.5	4088.9	1.0337	0.74									
1936	2	225.5	82.9	4951.3	1.0337	0.74									
1936	3	142.7	69.3	3060.2	1.0337	0.74									
1936	4	83.9	33.3	7800.4	1.0337	0.74									
1936	5	79	24.4	3411.7	1.0337	0.74									
1936	6	169.8	9.5	1736.2	2.15491	0.49									
1936	7	108.6	79.7	1014.8	2.15491	0.49									
1936	8	40.9	30.3	813.1	2.15491	0.49									
1936	9	21.4	20.6	813.1	2.15491	0.49									
1936	10	14.3	17.4	613.8	1.33002	0									
1936	11	28.7	74.3	430.1	1.33002	0									
1936	12	289	634.8	2216.4	1.33002	0									
1936	13	481.3	167	7381.5	1.33002	0									
1936	14	571.8	563.8	6104	1.34998	0									
1936	15	675.1	406.6	2455.7	1.34998	0.29									
1936	16	737.1	364.8	1304	1.34998	0.29									
1936	17	415.5	402.8	1051.2	1.34998	0.29									
1936	18	917	430.1	2980	1.24135	0.29									
1936	19	2788.1	1088.5	8850.7	1.24135	-0.07									
1936	20	3918.6	1665.8	15138	1.24135	-0.07									
1936	21	3835.2	873	14923.2	1.24135	-0.07									
1936	22	3967.6	751.4	12788.9	0.91431	-0.07									
1936	23	3388	443.5	13115.3	0.91431	-0.35									
1936	24	3269.7	422.1	20955.1	0.91431	-0.35									
1936	25	2304.1	1032.7	18284.5	0.91431	-0.35									
1936	26	1608.7	603	8491.6	1.27745	-0.35									
1936	27	2078.3	850.5	5689.4	1.27745	-0.34									
1936	28	2236.8	1693.6	7205.8	1.27745	-0.34									
1936	29	1122.1	601.4	6716.9	1.27745	-0.34									
1936	30	680.8	1344.1	8491.2	1.27745	-0.34									
1936	31	696.1	193.8	8601	1.11542	-0.34									
1936	32	784.1	84.7	6171	1.11542	-0.32									
1936	33	726.2	189.7	5903.1	1.11542	-0.32									
1936	34	377.7	211.7	5854	1.11542	-0.32									
1936	35	277.1	321.4	9096	1.11542	-0.32									
1936	36	478.1	136.7	9349.6	0.911	-0.1									
1936	37	393.4	164.3	5329.3	0.911	-0.1									
1936	38	218.3	152.7	2828	0.911	-0.1									
1936	39	161.1	226.4	5125.2	0.911	-0.1									
1936	40	904.3	239.7	11085.9	1.01979	0.38									
1936	41	1811.7	157.6	13987.5	1.01979	0.38									
1936	42	2101.1	194	13134.5	1.01979	0.38									
1936	43	1235.5	271.8	3536.5	1.01979	0.38									
1936	44	405	233	3536.5	1.4846	0.38									
1936	45	201	71	2960.7	1.4846	-0.03									
1936	46	146.4	64.5	3492.5	1.4846	-0.03									
1936	47	83.9	45.9	2177.5	1.4846	-0.03									
1936	48	86	9	1352.7	1.18223	-0.03									
1936	49	59.8	29.3	1019.6	1.18223	0.63									
1936	50	52.2	26.2	901.3	1.18223	0.63									
1936	51	44.5	26.2	2614	1.18223	0.63									
1936	52	98	18.3	2553.8	1.18223	0.63									
1937	1	524.9	75.6	1830.4	0.60863	-0.3									
1937	2	359.9	164.5	1268.2	0.60863	-0.3									
1937	3	118	108.8	919.2	0.60863	-0.3									
1937	4	40.6	44.2	671.7	0.60863	-0.3									
1937	5	48.2	10.3	475.1	0.60863	-0.3									
1937	6	37	0	505.8	1.24292	0.3									
1937	7	22.1	0	703.8	1.24292	0.3									
1937	8	315.1	0	1564.3	1.24292	0.3									
1937	9	980.7	108.3	3383.2	1.24292	0.3									
1937	10	787.1	157.2	4958.3	1.25377	0.25									
1937	11	1327.8	2617.3	5483.7	1.25377	0.25									
1937	12	1012.9	447.6	2617.9	1.25377	0.25									
1937	13	979.2	291.4	1634.2	1.25377	0.25									
1937	14	401.5	189.1	1084.2	1.1983	0.25									
1937	15	117.9	64.5	987.2	1.1983	0.21									
1937	16	69.2	87.7	1552.1	1.1983	0.21									
1937	17	55.3	85.4	2409.8	1.1983	0.21									
1937	18	46.2	205.7	1530.2	1.24135	0.21									
1937	19	413.6	975	2918.6	1.24135	-0.43									
1937	20	567.4	845	2367.2	1.24135	-0.43									
1937	21	517.4	313.9	1952.6	1.24135	-0.43									
1937	22	198.9	248.5	1200.3	1.17768	-0.43									
1937	23	92.4	118.1	814.8	1.17768	-0.3									
1937	24	62.7	105.1	587.8	1.17768	-0.3									
1937	25	74.2	301.3	692.1	1.17768	-0.3									
1937	26	568.8	251.4	1449.9	1.53726	-0.3									
1937	27	866.2	268.9	1975.9	1.53726	0.09									
1937	28	588.6	326.3	3333.1	1.53726	0.09									
1937	29	1319.1	266.9	4804.5	1.53726	0.09									
1937	30	965.3	441.2	5293.2	1.53726	0.09									
1937	31	506	195.2	5293.2	1.67371	0.09									
1937	32	703.1	78.3	6476.6	1.67371	-0.2									
1937	33	1377.3	118.8	6584.3	1.67371	-0.2									
1937	34	1806.7	199.1	5581.5	1.67371	-0.2									
1937	35	921.8	263.5	4954.6	1.67371	-0.2									
1937	36	778.1	702.5	4075.1	1.63181	0.17									
1937	37	767.6	457.2	2775.8	1.63181	0.17									
1937	38	1560.9	1504.1	5367	1.63181	0.17									
1937	39	1774.6	695.3	11783.7	1.63181	0.17									
1937	40	1290.7	411.2	8901.4	1.33483	-0.1									
1937	41	592.5	378.1	4790.3	1.33483	-0.1									
1937	42	494.1	216.1	5504.4	1.33483	-0.1									
1937	43	522.1	104.5	4490.9	1.33483	-0.1									
1937	44	324.2	129.7	2210.1	0.80295	-0.1									
1937	45	188.4	163.1	3032	0.80295	0.21									
1937	46	345.9	35.6	5858.1	0.80295	0.21									
1937	47	317.5	92	8525.9	0.80295	0.21									
1937	48	148.7	94.4	4066.6	0.51143	0.21									
1937	49	76.4	41.1	2330.8	0.51143	0.22									
1937	50	50.8	20.5	2469.1	0.51143	0.22									
1937	51	44	9.5	1911.4	0.51143	0.22									
1937	52	27.7	15.1	1091.8	0.51143	0.22									
1938	1	20.3	17.2	838.4	0.48584	-0.21									
1938	2	34.9	22.7	5692.4	0.48584	-0.21									
1938	3	182	10.7	7354.5	0.48584	-0.21									
1938	4	414	16	8146.4	0.48584	-0.21									
1938	5	401.4	58.5	8173	0.48584	-0.21									
1938	6	305.6	92.5	7953.9	0.69308	0.23									
1938	7	268.7	72.5	8933.9	0.69308	0.23									
1938	8	117.9	127.8	5862.5	0.69308	0.23									
1938	9	64.7	42	2423	0.69308	0.23									
1938	10	361.2	1011.8	1600.3	0.99065	-0.06									
1938	11	100.4	1168.4	1669	0.99065	-0.06									
1938	12	134.4	784	3068.3	0.99065	-0.06									
1938	13	1376.3	1567.9	9515.5	0.99065	-0.06									
1938	14	2104.2	1392.3	4515.2	1.1983	-0.06									
1938	15	2150.5	308.7	2871.4	1.1983	0.09									
1938	16	744	176.4	3274.4	1.1983	0.09									
1938	17	269.6	183.7	12719.8	1.1983	0.09									
1938	18	275.9	234.6	12719.8	0.85503	0.09									
1938	19	436	247.7	16011.2	0.85503	-0.33									
1938	20	317.2	145.9	6154.2	0.85503	-0.33									
1938	21	168.4	143.2	4222.7	0.85503	-0.33									
