//	APORTES	HIDRAULICOS	SEMANALES	1909-2024											
//	SE	GRABA	UN	ARCHIVO	DATOS.TXT	CON:	GUARDAR	COMO	----	TEXTO	CON	FORMATO	(DELIMITADO	POR	TABULACIONES)
//	LAS	CRONICAS	DEBEN	ESTAR	COMPLETAS	SI	SE	QUIERE	USAR	PARA	SERIES	HISTORICAS			
ID_ESTIMACION	2025Ab														
DURACION_PASO	SEMANA														
CANTIDAD_MAX_PASOS_ANUALES	52														
CANTIDAD_DE_CRONICAS	116														
CRONICA	PASO	APORTE-BONETE	APORTE-PALMAR	APORTE-SALTO	CMgBrasil-Sur	ENSO34									
1967	32	2876.7	2187.6	4171.6	0.43062	-0.31									
1967	33	4029.6	1184.2	5253.2	0.43062	-0.31									
1967	34	2985.5	1012.3	6408.2	0.43062	-0.31									
1967	35	2071.3	2551	13643.3	0.43062	-0.31									
1967	36	996.3	1455.8	14882.9	0.39319	-0.59									
1967	37	894.1	251.5	12862	0.39319	-0.59									
1967	38	874.8	438.2	10803.2	0.39319	-0.59									
1967	39	839.5	218.9	9654.5	0.39319	-0.59									
1967	40	1270.9	273.3	9654.5	0.64845	-0.38									
1967	41	2175.6	2202	9526.2	0.64845	-0.38									
1967	42	3301.3	2717	11348.7	0.64845	-0.38									
1967	43	3375.8	839.4	8496.9	0.64845	-0.38									
1967	44	1572.6	928.3	6535.4	0.47268	-0.38									
1967	45	593.9	149.8	4472	0.47268	-0.34									
1967	46	607.5	265.5	3703.9	0.47268	-0.34									
1967	47	320.9	146.5	1876.5	0.47268	-0.34									
1967	48	66.1	53.4	1586.2	0.39444	-0.34									
1967	49	81.5	27.5	1657.2	0.39444	-0.35									
1967	50	50.8	20.6	3271.2	0.39444	-0.35									
1967	51	35.6	28.4	1850.6	0.39444	-0.35									
1967	52	3.7	14.9	1013.6	0.39444	-0.35									
1968	1	0	91.4	499.8	0.33027	-0.6									
1968	2	0	98.5	528	0.33027	-0.6									
1968	3	26.9	110.2	503.8	0.33027	-0.6									
1968	4	94.1	131.2	601.7	0.33027	-0.6									
1968	5	29.3	160.2	520.5	0.33027	-0.6									
1968	6	38.5	195.7	660.1	0.65342	-0.74									
1968	7	90.6	193.5	739	0.65342	-0.74									
1968	8	22.3	134.1	661.6	0.65342	-0.74									
1968	9	9.8	164.8	400	0.65342	-0.74									
1968	10	0	148.7	338.5	0.50464	-0.76									
1968	11	15	129.9	401.4	0.50464	-0.76									
1968	12	175.8	166	1605.2	0.50464	-0.76									
1968	13	183.9	164.5	1998.4	0.50464	-0.76									
1968	14	75.8	145.1	1303.8	0.8109	-0.76									
1968	15	62.7	164.1	862.7	0.8109	-0.47									
1968	16	8.8	171.8	709	0.8109	-0.47									
1968	17	43.2	102.9	929.9	0.8109	-0.47									
1968	18	40.6	20.1	2854.6	0.90951	-0.47									
1968	19	0.1	0	1832.5	0.90951	-0.44									
1968	20	0	0	1327.6	0.90951	-0.44									
1968	21	330.7	0	1018.2	0.90951	-0.44									
1968	22	546.3	21.3	899.6	1.04661	-0.44									
1968	23	177.8	214.6	1009.4	1.04661	0.19									
1968	24	245.7	299.2	1738.1	1.04661	0.19									
1968	25	373.4	581.5	1485.7	1.04661	0.19									
1968	26	446.6	143.4	1919.5	1.00257	0.19									
1968	27	396.6	268.4	1288	1.00257	0.31									
1968	28	743.1	166.4	8012.6	1.00257	0.31									
1968	29	1686	3246.2	5197.5	1.00257	0.31									
1968	30	1051.3	753.7	2333.1	1.00257	0.31									
1968	31	580.2	234.1	1615.4	1.06218	0.31									
1968	32	227.3	182.2	1101.1	1.06218	0.33									
1968	33	140.8	270.5	997.9	1.06218	0.33									
1968	34	304.6	287.7	1037.1	1.06218	0.33									
1968	35	60.6	210.3	1037.1	1.06218	0.33									
1968	36	131.7	113.4	1122.7	1.10871	0.05									
1968	37	620	173	928.1	1.10871	0.05									
1968	38	607.7	148	2554.6	1.10871	0.05									
1968	39	486.1	156.3	5087.3	1.10871	0.05									
1968	40	762.2	231.9	6932.8	1.20922	0.32									
1968	41	673.4	269.4	7815	1.20922	0.32									
1968	42	195	162.7	3656.1	1.20922	0.32									
1968	43	238	111.5	4037.7	1.20922	0.32									
1968	44	834.4	340.9	8762.4	1.26635	0.32									
1968	45	2136.5	920.6	11397.5	1.26635	0.76									
1968	46	2384.2	629.5	8164.6	1.26635	0.76									
1968	47	1476	156.7	1846.1	1.26635	0.76									
1968	48	185.5	113.5	1846.1	1.07866	0.76									
1968	49	122.7	95.9	1160.2	1.07866	0.76									
1968	50	216.6	1180.6	1129.7	1.07866	0.76									
1968	51	751.8	1764.6	1311.3	1.07866	0.76									
1968	52	271.6	215.3	5059.9	1.07866	0.76									
1969	1	360.1	120	6200.8	1.35163	0.9									
1969	2	352.4	82	11043.2	1.35163	0.9									
1969	3	328.1	61.5	9543.5	1.35163	0.9									
1969	4	86.9	58	2795.9	1.35163	0.9									
1969	5	25.3	54.6	2243.2	1.35163	0.9									
1969	6	37.2	73.3	3506.7	1.57675	1.02									
1969	7	103.1	52.6	6272	1.57675	1.02									
1969	8	114.7	56.7	10585.1	1.57675	1.02									
1969	9	125.2	62.5	6528.3	1.57675	1.02									
1969	10	99.8	33.8	3639.3	1.85867	0.61									
1969	11	10.5	34.1	3276.5	1.85867	0.61									
1969	12	7.6	43	2409.8	1.85867	0.61									
1969	13	64.6	63.1	2698.3	1.85867	0.61									
1969	14	10.5	40.8	6198.6	2.16675	0.61									
1969	15	35.9	36.7	4314.7	2.16675	0.33									
1969	16	10.6	49.1	2498.6	2.16675	0.33									
1969	17	40.3	43.6	1962.7	2.16675	0.33									
1969	18	140.3	88.9	5604.4	3.02426	0.33									
1969	19	417.8	123.5	4348.6	3.02426	0.39									
1969	20	362.6	230.2	3333.2	3.02426	0.39									
1969	21	133.9	265.8	6313.2	3.02426	0.39									
1969	22	214.3	237.7	6313.2	1.95662	0.39									
1969	23	205.6	200.9	4394.5	1.95662	0.26									
1969	24	960.6	737.4	6894.4	1.95662	0.26									
1969	25	941.1	631.7	10738.7	1.95662	0.26									
1969	26	282.8	198.8	7074.5	2.32406	0.26									
1969	27	110.1	209.4	3574.7	2.32406	0.1									
1969	28	763.3	154.8	3457.1	2.32406	0.1									
1969	29	717	120.5	3296.7	2.32406	0.1									
1969	30	482.5	210.5	2547.8	2.32406	0.1									
1969	31	621.4	488.2	3172.8	2.62999	0.1									
1969	32	672.2	633.6	2760.7	2.62999	0.52									
1969	33	655.7	297.2	2735.6	2.62999	0.52									
1969	34	935.4	132.8	2478.2	2.62999	0.52									
1969	35	831.7	46.4	1890.7	2.62999	0.52									
1969	36	464.7	47.1	1597.8	2.82108	0.47									
1969	37	198.5	59.7	1908.9	2.82108	0.47									
1969	38	158.2	89.9	2668.7	2.82108	0.47									
1969	39	236.3	68.2	3995.9	2.82108	0.47									
1969	40	147.2	0	3893.9	1.90462	0.66									
1969	41	10.2	0	2216.3	1.90462	0.66									
1969	42	102	0	1462.5	1.90462	0.66									
1969	43	138.1	0	2135.6	1.90462	0.66									
1969	44	786.3	26.5	3049.3	0.90015	0.66									
1969	45	1040.1	82.2	8933.3	0.90015	0.75									
1969	46	893.4	31.2	12051.2	0.90015	0.75									
1969	47	424.9	90.1	5226.6	0.90015	0.75									
1969	48	323.6	79.7	3144.5	1.20707	0.75									
1969	49	293	59.1	2004.6	1.20707	0.68									
1969	50	66.4	58.8	1726.8	1.20707	0.68									
1969	51	25	48.1	1110.6	1.20707	0.68									
1969	52	11.4	35.1	854.1	1.20707	0.68									
1970	1	197.2	90	3025.5	0.77712	0.55									
1970	2	92.9	125.6	3222.9	0.77712	0.55									
1970	3	55.3	132.4	1878.5	0.77712	0.55									
1970	4	3.2	86	1160.2	0.77712	0.55									
1970	5	29.6	46.3	1160.2	0.77712	0.55									
1970	6	25.2	23.5	4190.6	0.83979	0.36									
1970	7	0	24.9	2932.2	0.83979	0.36									
1970	8	9.7	14.2	1034.8	0.83979	0.36									
1970	9	10.3	37.9	1034.8	0.83979	0.36									
1970	10	13.4	110.9	805.5	0.72686	0.26									
1970	11	113.6	80.2	1965.8	0.72686	0.26									
1970	12	332.5	207.2	3717.5	0.72686	0.26									
1970	13	404.4	340.5	2996	0.72686	0.26									
1970	14	260.6	148.6	2539.9	1.1983	0.26									
1970	15	106.7	91.1	1362.1	1.1983	0.18									
1970	16	51.4	131.3	976.5	1.1983	0.18									
1970	17	69.4	113	689.4	1.1983	0.18									
1970	18	53.9	154.1	1298.4	1.16998	0.18									
1970	19	222.6	211.5	4322.3	1.16998	0.01									
1970	20	1035.5	3545.5	2855.2	1.16998	0.01									
1970	21	366.6	765.2	5464.6	1.16998	0.01									
1970	22	633.1	331.6	4621.3	0.98915	0.01									
1970	23	1901.8	468.7	3229.4	0.98915	-0.3									
1970	24	1660.3	453.8	5532.2	0.98915	-0.3									
1970	25	1877.3	954.5	12427.9	0.98915	-0.3									
1970	26	1513.6	631.3	12143.6	0.84443	-0.3									
1970	27	1087.2	116	9241	0.84443	-0.98									
1970	28	601.9	86.5	10371.8	0.84443	-0.98									
1970	29	478.3	532.6	7051.1	0.84443	-0.98									
1970	30	724.1	564.5	4739.4	0.84443	-0.98									
1970	31	2054.2	1236.2	6622.2	1.12312	-0.98									
1970	32	2762.6	1770.2	7599.1	1.12312	-0.95									
1970	33	2183.4	523.6	5252.2	1.12312	-0.95									
1970	34	1063.6	373.9	3198	1.12312	-0.95									
1970	35	236	245.9	3804.4	1.12312	-0.95									
1970	36	77.4	58.2	2617.4	0.9774	-0.78									
1970	37	145.5	89.9	3564.3	0.9774	-0.78									
1970	38	258.6	223.2	3173.7	0.9774	-0.78									
1970	39	181	104	2693.4	0.9774	-0.78									
1970	40	0	122.4	7159.9	0.88939	-0.65									
1970	41	23.5	120.4	5512.3	0.88939	-0.65									
1970	42	1140.9	873.9	4518.7	0.88939	-0.65									
1970	43	903	324.7	4838.8	0.88939	-0.65									
1970	44	1621.2	837.4	4838.8	1.14473	-0.65									
1970	45	918.2	324.2	3096.6	1.14473	-0.85									
1970	46	41.7	108.9	1731.1	1.14473	-0.85									
1970	47	50.6	128.7	1243.7	1.14473	-0.85									
1970	48	3.9	73.2	883.4	1.47135	-0.85									
1970	49	119.9	12.1	657.1	1.47135	-1.11									
1970	50	79.1	10.5	1303.5	1.47135	-1.11									
1970	51	206.1	11.9	5300.8	1.47135	-1.11									
1970	52	604.4	20	9094.4	1.47135	-1.11									
1971	1	452.5	33.4	8095.6	1.23315	-1.47									
1971	2	496.4	40.8	8265	1.23315	-1.47									
1971	3	875.9	41.2	6701.1	1.23315	-1.47									
1971	4	1399.4	158.9	8143.4	1.23315	-1.47									
1971	5	2574.7	265.7	12648.8	1.23315	-1.47									
1971	6	2909.9	372.5	10654.4	5.92119	-1.28									
1971	7	2204.8	146.6	7642.1	5.92119	-1.28									
1971	8	1527.2	206.7	7450.1	5.92119	-1.28									
1971	9	686.1	64.8	4567.7	5.92119	-1.28									
1971	10	285.7	88.9	3291.1	6.643	-1.29									
1971	11	197.1	95	3663.3	6.643	-1.29									
1971	12	60.7	69.8	7617.9	6.643	-1.29									
1971	13	10.3	56.7	5457.5	6.643	-1.29									
1971	14	11.7	31.4	3862.5	3.84178	-1.29									
1971	15	0	37	2289.5	3.84178	-0.97									
1971	16	28.2	26.6	3791.9	3.84178	-0.97									
1971	17	44.2	27	7500.6	3.84178	-0.97									
1971	18	7.8	23.9	5757.5	4.79153	-0.97									
1971	19	75.4	11.9	7907	4.79153	-0.82									
1971	20	100.9	160.9	6628.9	4.79153	-0.82									
1971	21	619.5	387.1	4537.4	4.79153	-0.82									
1971	22	392.5	253.4	4091.9	2.22496	-0.82									
1971	23	348.5	133.1	2871.1	2.22496	-0.78									
1971	24	514.8	479.1	7312.5	2.22496	-0.78									
1971	25	117.3	128.4	4553.7	2.22496	-0.78									
1971	26	582.3	195.4	7334.9	1.97359	-0.78									
1971	27	756.1	496.5	11104.5	1.97359	-0.64									
1971	28	520.8	483.7	13033	1.97359	-0.64									
1971	29	441.5	196.1	6260.2	1.97359	-0.64									
1971	30	580.6	133	4315.6	1.97359	-0.64									
1971	31	602.3	199	4315.6	2.71693	-0.64									
1971	32	310.7	104.7	4242.9	2.71693	-0.65									
1971	33	369	108.7	12561.5	2.71693	-0.65									
1971	34	1336.3	222	12575.9	2.71693	-0.65									
1971	35	1251.9	329.8	5653.4	2.71693	-0.65									
1971	36	692.4	110.9	3898.8	2.80875	-0.75									
1971	37	628.2	248.5	4428.8	2.80875	-0.75									
1971	38	1719.9	910.3	3771.9	2.80875	-0.75									
1971	39	816.3	957	2069.8	2.80875	-0.75									
1971	40	278.1	83.3	1960.9	1.51143	-0.78									
1971	41	251.1	48.5	1727.9	1.51143	-0.78									
1971	42	216	42.5	2549.3	1.51143	-0.78									
1971	43	134.3	42.7	1865.9	1.51143	-0.78									
1971	44	6.9	37.8	1249	1.91845	-0.78									
1971	45	56.8	18.7	1037.9	1.91845	-0.85									
1971	46	85.8	38.9	873.8	1.91845	-0.85									
1971	47	27.5	43.7	587.9	1.91845	-0.85									
1971	48	13.6	18	408.6	1.35983	-0.85									
1971	49	22.4	47.7	402.4	1.35983	-0.89									
1971	50	128.3	43.6	407.3	1.35983	-0.89									
1971	51	241.3	355.4	690.7	1.35983	-0.89									
1971	52	185.7	201.5	490.6	1.35983	-0.89									
1972	1	86.9	73.4	597.1	2.22355	-0.58									
1972	2	103.3	24.7	605.5	2.22355	-0.58									
1972	3	119.8	37.6	1136.8	2.22355	-0.58									
1972	4	114.1	23.2	1008.6	2.22355	-0.58									
1972	5	16.4	29.9	1166.3	2.22355	-0.58									
1972	6	13.2	23.1	972.7	1.09745	-0.22									
1972	7	22.2	30.5	876.8	1.09745	-0.22									
1972	8	45.8	27.7	1484.5	1.09745	-0.22									
1972	9	10	16.5	3300.5	1.09745	-0.22									
1972	10	0	41	2299.2	0.99636	-0.25									
1972	11	14.5	35.2	1322.6	0.99636	-0.25									
1972	12	99.5	53	1606.8	0.99636	-0.25									
1972	13	35.9	129	2642.7	0.99636	-0.25									
1972	14	5	40.8	2018.8	1.1983	-0.25									
1972	15	36	52	3823.4	1.1983	0.21									
1972	16	49.1	55.5	2814.1	1.1983	0.21									
1972	17	59.2	94.9	3338.6	1.1983	0.21									
1972	18	27.2	41	2461.4	1.667	0.21									
1972	19	73.5	34.9	1830.8	1.667	0.33									
1972	20	70.7	63.6	1583	1.667	0.33									
1972	21	47.7	36.5	3700.8	1.667	0.33									
1972	22	234.4	159.1	4462.1	1.38136	0.33									
1972	23	379.6	73.9	6188.4	1.38136	0.66									
1972	24	587.1	497.4	16942.7	1.38136	0.66									
1972	25	681.5	249.4	25356.9	1.38136	0.66									
1972	26	511.5	93.8	16674.4	1.13603	0.66									
1972	27	567.6	354.3	10388.5	1.13603	0.83									
1972	28	1213.1	402.5	11332.6	1.13603	0.83									
1972	29	2247.9	970.4	11008.2	1.13603	0.83									
1972	30	4310.6	1166.3	15563.4	1.13603	0.83									
1972	31	3257.8	1063.5	11294.6	0.89411	0.83									
1972	32	1376.8	830.7	8245.9	0.89411	1.3									
1972	33	2329.1	722.3	13073.3	0.89411	1.3									
1972	34	4116.2	1462.5	13554.7	0.89411	1.3									
1972	35	1755.2	1037.2	14326.7	0.89411	1.3									
1972	36	1236.1	379.5	22553.5	0.87548	1.19									
1972	37	2175.4	1031.7	19380.4	0.87548	1.19									
1972	38	2262	2774.3	12871	0.87548	1.19									
1972	39	1220	277.5	18510.3	0.87548	1.19									
1972	40	1111.1	694.9	18510.3	0.26453	1.77									
1972	41	585	376.1	13672.9	0.26453	1.77									
1972	42	403.2	259.8	5581.2	0.26453	1.77									
1972	43	765	1379.3	7284.3	0.26453	1.77									
1972	44	1529.3	911.6	12239.4	0.28904	1.77									
1972	45	1356.9	92.5	11101.4	0.28904	1.87									
1972	46	977.4	91.4	12163.3	0.28904	1.87									
1972	47	826.1	209	9178.7	0.28904	1.87									
1972	48	452	203.7	5647.3	0.32232	1.87									
1972	49	196.7	100.4	8014.2	0.32232	2.19									
1972	50	73.9	110.6	10093.6	0.32232	2.19									
1972	51	8.7	46.4	3823.1	0.32232	2.19									
1972	52	193.6	45.8	2204.7	0.32232	2.19									
1973	1	408.6	95.5	2678.2	0.3994	1.6									
1973	2	1467.7	113.4	9294.2	0.3994	1.6									
1973	3	1562.3	134.3	8257.6	0.3994	1.6									
1973	4	1911.5	71.2	6323.1	0.3994	1.6									
1973	5	1086.3	128.1	6569.4	0.3994	1.6									
1973	6	359.3	143.9	15158.4	0.52558	1.08									
1973	7	2187.9	137.2	11101.2	0.52558	1.08									
1973	8	3013.9	145.6	13040.2	0.52558	1.08									
1973	9	1634.8	244.6	8172.4	0.52558	1.08									
1973	10	748.8	95	5651.9	0.67925	0.58									
1973	11	373.5	23.6	3559	0.67925	0.58									
1973	12	237	56.1	2302.5	0.67925	0.58									
1973	13	59	58.2	2302.5	0.67925	0.58									
1973	14	632.3	309.2	4701.3	0.35155	0.58									
1973	15	750.7	367.1	4104.1	0.35155	-0.07									
1973	16	311.7	292.7	8227.6	0.35155	-0.07									
1973	17	410.1	166.8	13787.4	0.35155	-0.07									
1973	18	716.2	114.6	16947.2	0.25575	-0.07									
1973	19	1048.5	94.7	15513	0.25575	-0.56									
1973	20	504.9	86.3	6695	0.25575	-0.56									
1973	21	426.6	87.9	8980.1	0.25575	-0.56									
1973	22	1383.3	69.3	9228	0.27745	-0.56									
1973	23	1852	193.7	11804.2	0.27745	-0.86									
1973	24	1857.2	421.5	10873.6	0.27745	-0.86									
1973	25	1458.8	307.2	10975.6	0.27745	-0.86									
1973	26	1340.4	206.5	10975.6	0.24449	-0.86									
1973	27	2212.4	726.6	14373.4	0.24449	-1.14									
1973	28	3320	5589	10323.7	0.24449	-1.14									
1973	29	3293.3	5552.8	13892.3	0.24449	-1.14									
1973	30	3614.1	4416.5	16747.8	0.24449	-1.14									
1973	31	1714.1	2048.6	8945.6	0.20517	-1.14									
1973	32	828.1	548.5	5113.4	0.20517	-1.21									
1973	33	365.4	406.1	10994.6	0.20517	-1.21									
1973	34	159.8	192.6	11654.4	0.20517	-1.21									
1973	35	125.5	178.2	13589.8	0.20517	-1.21									
1973	36	98.1	181	7779.4	0.18993	-1.4									
1973	37	190.1	189.2	9263.2	0.18993	-1.4									
1973	38	212.1	171.8	13297.7	0.18993	-1.4									
1973	39	236	139.9	10065.9	0.18993	-1.4									
1973	40	269.9	269.1	7333.9	0.06673	-1.58									
1973	41	244.2	314	6616.5	0.06673	-1.58									
1973	42	383	222.3	5553.7	0.06673	-1.58									
1973	43	155.9	395.3	7007	0.06673	-1.58									
1973	44	142.2	129.2	4153	0.01598	-1.58									
1973	45	57	32.4	3269.9	0.01598	-2.07									
1973	46	4.5	25.2	2037.3	0.01598	-2.07									
1973	47	35	20.7	1820.9	0.01598	-2.07									
1973	48	56.9	15.7	1419.9	0.0255	-2.07									
1973	49	44	20.2	1340.9	0.0255	-2.18									
1973	50	10.3	17.3	1773.1	0.0255	-2.18									
1973	51	86.2	17.7	1857.1	0.0255	-2.18									
1973	52	73.2	17.4	1849	0.0255	-2.18									
1974	1	72.3	46.9	3700	0	-2.02									
1974	2	89.7	50	5211.6	0	-2.02									
1974	3	63.7	42	4043.2	0	-2.02									
1974	4	229.4	191.6	4538.9	0	-2.02									
1974	5	238.7	163.1	3300.7	0	-2.02									
1974	6	401	107.4	4125.2	0.00008	-1.5									
1974	7	615	223.2	3372.9	0.00008	-1.5									
1974	8	749.8	58.9	3596	0.00008	-1.5									
1974	9	120	51.9	3329.9	0.00008	-1.5									
1974	10	175.1	85.5	3024	0	-1.44									
1974	11	422.7	206.6	2671.3	0	-1.44									
1974	12	205.1	92.2	2124.3	0	-1.44									
1974	13	75.7	90.2	2372.3	0	-1.44									
1974	14	81.7	36.6	1575.5	0	-1.44									
1974	15	7.8	34.9	1109.7	0	-1									
1974	16	21	46.3	999.5	0	-1									
1974	17	63.8	39.3	1437.5	0	-1									
1974	18	45.1	63.8	1494.4	0.04935	-1									
1974	19	12.5	94.1	940.8	0.04935	-0.79									
1974	20	109.7	77.2	4549.6	0.04935	-0.79									
1974	21	2565.3	338.1	7723.5	0.04935	-0.79									
1974	22	3374.9	430.9	6027	0.05324	-0.79									
1974	23	1442	148.8	3491.4	0.05324	-0.7									
1974	24	451.4	100.4	7942.7	0.05324	-0.7									
1974	25	644.4	153.3	6960.2	0.05324	-0.7									
1974	26	805.1	275.8	7879.1	0.11194	-0.7									
1974	27	1112.1	214.8	3767.3	0.11194	-0.65									
1974	28	610.1	171.7	2865.5	0.11194	-0.65									
1974	29	1467.9	239.3	4629.2	0.11194	-0.65									
1974	30	1802.8	167.2	3583.9	0.11194	-0.65									
1974	31	1027.3	212.7	4534.1	0.13479	-0.65									
1974	32	1097.6	245.7	4829.5	0.13479	-0.32									
1974	33	1291.2	157.6	3054.1	0.13479	-0.32									
1974	34	599.7	149	4352	0.13479	-0.32									
1974	35	580.3	426.4	4352	0.13479	-0.32									
1974	36	494.8	59.4	6121.4	0.12593	-0.35									
1974	37	631.9	112	3514.9	0.12593	-0.35									
1974	38	2029.6	125.3	5817.9	0.12593	-0.35									
1974	39	3665.2	1891.3	4237.2	0.12593	-0.35									
1974	40	2233.5	486.6	2530.6	0.23903	-0.75									
1974	41	913.4	141.7	1452.1	0.23903	-0.75									
1974	42	70	47.3	963.1	0.23903	-0.75									
1974	43	54.8	28.2	1067.4	0.23903	-0.75									
1974	44	33.1	54.8	2971.7	0.35536	-0.75									
1974	45	31.8	69.9	1805.3	0.35536	-0.96									
1974	46	0	62.4	1812.2	0.35536	-0.96									
1974	47	21.1	51.5	3556.1	0.35536	-0.96									
1974	48	31	57.3	3556.1	0.38748	-0.96									
1974	49	95.7	36.5	4724.3	0.38748	-0.86									
1974	50	141.1	46.7	2479.1	0.38748	-0.86									
1974	51	61.5	37	3042.5	0.38748	-0.86									
1974	52	39.8	30.8	3757.6	0.38748	-0.86									
1975	1	38.4	30.6	2096.5	0.2873	-0.37									
1975	2	3.2	25.1	2307.1	0.2873	-0.37									
1975	3	71.8	30	4931.9	0.2873	-0.37									
1975	4	90.3	28.6	3695.1	0.2873	-0.37									
1975	5	4.1	22	2354.5	0.2873	-0.37									
1975	6	46.5	22.2	3562.6	0.5486	-0.33									
1975	7	105.1	109.7	1964.5	0.5486	-0.33									
1975	8	32.5	85.3	1264.9	0.5486	-0.33									
1975	9	8.2	42.8	2034	0.5486	-0.33									
1975	10	66.5	73	2636.9	0.83118	-0.59									
1975	11	15.5	74.1	6601.2	0.83118	-0.59									
1975	12	41.7	92	5962.8	0.83118	-0.59									
1975	13	80.8	98.5	4732.4	0.83118	-0.59									
1975	14	24.7	95.9	4694.9	0.77496	-0.59									
1975	15	15.5	93	2245	0.77496	-0.59									
1975	16	29.2	98.4	1831.3	0.77496	-0.59									
1975	17	70.3	133.4	5578.1	0.77496	-0.59									
1975	18	69.5	48.1	4266	0.92582	-0.59									
1975	19	393	302	8590.1	0.92582	-1									
1975	20	405.5	725.8	9801.2	0.92582	-1									
1975	21	207.4	183.9	4062.9	0.92582	-1									
1975	22	137.6	166.7	4062.9	0.91298	-1									
1975	23	279.8	164.2	7010.9	0.91298	-1.25									
1975	24	252.3	233	5170.3	0.91298	-1.25									
1975	25	179.5	258	3630.3	0.91298	-1.25									
1975	26	216	314	5380.4	0.82522	-1.25									
1975	27	457.3	872	3372.8	0.82522	-1.24									
1975	28	406.7	255.7	3553.4	0.82522	-1.24									
1975	29	828.8	164.1	3351.7	0.82522	-1.24									
1975	30	259.4	95.5	2716.6	0.82522	-1.24									
1975	31	225.4	146.9	2430	0.85677	-1.24									
1975	32	395.6	178.5	3753.3	0.85677	-1.16									
1975	33	603.8	216.7	11451.3	0.85677	-1.16									
1975	34	1340.4	1017.1	8830.6	0.85677	-1.16									
1975	35	1403.6	662.9	6405	0.85677	-1.16									
1975	36	1027.3	274.7	6308	0.8869	-1.44									
1975	37	971.5	259.2	10088.1	0.8869	-1.44									
1975	38	679.6	357.6	15190.1	0.8869	-1.44									
1975	39	1170.4	523.7	13636.5	0.8869	-1.44									
1975	40	2303.7	131	11302.1	0.63711	-1.47									
1975	41	1632.3	41.2	10077.1	0.63711	-1.47									
1975	42	335.6	47.1	4660.4	0.63711	-1.47									
1975	43	144.7	12.3	2961.7	0.63711	-1.47									
1975	44	48	60.9	7970	0.54587	-1.47									
1975	45	145.9	82	5135.6	0.54587	-1.46									
1975	46	730.8	132.4	2600.5	0.54587	-1.46									
1975	47	762.8	100.7	2908.7	0.54587	-1.46									
1975	48	488.9	52	3566.7	0.47317	-1.46									
1975	49	314.1	76.5	2653.4	0.47317	-1.64									
1975	50	65.2	46.2	8717.6	0.47317	-1.64									
1975	51	46.9	44	5263.7	0.47317	-1.64									
1975	52	90.3	32.1	2427.9	0.47317	-1.64									
1976	1	16.2	233	2082.3	0.53742	-1.8									
1976	2	0	123.1	4351.9	0.53742	-1.8									
1976	3	10.4	140.3	7297.3	0.53742	-1.8									
1976	4	242.3	175.6	4806.8	0.53742	-1.8									
1976	5	56.4	85.7	4806.8	0.53742	-1.8									
1976	6	112.7	99.4	3803.3	0.96539	-1.05									
1976	7	7.5	83.2	2228.6	0.96539	-1.05									
1976	8	45.1	91.6	1770.3	0.96539	-1.05									
1976	9	48.1	185.2	1812.8	0.96539	-1.05									
1976	10	302.7	224.7	5702.7	0.71245	-0.68									
1976	11	271.5	194.7	7253.1	0.71245	-0.68									
1976	12	294.4	166.6	6013.6	0.71245	-0.68									
1976	13	152.3	235	3656.6	0.71245	-0.68									
1976	14	240	219.6	2140.2	0.91861	-0.68									
1976	15	185.3	270.6	2770.1	0.91861	-0.42									
1976	16	147.2	245.6	4524.6	0.91861	-0.42									
1976	17	408.7	176.4	3260.5	0.91861	-0.42									
1976	18	259.8	236.5	1803.1	0.68364	-0.42									
1976	19	254.4	360.4	1896.4	0.68364	-0.49									
1976	20	197.1	259.8	1494	0.68364	-0.49									
1976	21	280	329.5	1479	0.68364	-0.49									
1976	22	911.3	174.8	3885.1	0.67304	-0.49									
1976	23	1206	353.9	7986.7	0.67304	0									
1976	24	934.3	279.6	4749.1	0.67304	0									
1976	25	352.1	90	2934	0.67304	0									
1976	26	189.1	204.2	2065.8	0.50224	0									
1976	27	58.1	162	1999.7	0.50224	0.15									
1976	28	144.1	99.7	1682.8	0.50224	0.15									
1976	29	91.6	325.2	3498	0.50224	0.15									
1976	30	585.4	530.8	7375.6	0.50224	0.15									
1976	31	802.9	261.7	7375.6	0.13711	0.15									
1976	32	1624.3	641.1	10298.7	0.13711	0.31									
1976	33	1508.6	61.8	10406.3	0.13711	0.31									
1976	34	893.6	180.6	6351.8	0.13711	0.31									
1976	35	1149.1	786.4	3865	0.13711	0.31									
1976	36	814.3	784.8	3187.5	0.16203	0.57									
1976	37	727.4	185.9	5745.9	0.16203	0.57									
1976	38	539.5	115.5	3192.3	0.16203	0.57									
1976	39	165.1	123.3	1864.7	0.16203	0.57									
1976	40	253.1	427.4	2154.1	0.14191	0.86									
1976	41	141.9	162.8	2765.2	0.14191	0.86									
1976	42	279.2	159.9	3132.2	0.14191	0.86									
1976	43	113.4	657.3	5109.5	0.14191	0.86									
1976	44	390.8	612.5	2985.1	0.03767	0.86									
1976	45	893.5	96.1	8987.8	0.03767	0.88									
1976	46	640	143.2	8764	0.03767	0.88									
1976	47	424.4	192.6	2950.3	0.03767	0.88									
1976	48	35	142.5	2380.8	0	0.88									
1976	49	307.3	155.1	4467.6	0	0.64									
1976	50	318.7	122.8	4649.6	0	0.64									
1976	51	248.5	253.6	3426	0	0.64									
1976	52	381	249.4	2606.9	0	0.64									
