//	APORTES	HIDRAULICOS	SEMANALES	1909-2022											
//	SE	GRABA	UN	ARCHIVO	DATOS.TXT	CON:	GUARDAR	COMO	----	TEXTO	CON	FORMATO	(DELIMITADO	POR	TABULACIONES)
//	LAS	CRONICAS	DEBEN	ESTAR	COMPLETAS	SI	SE	QUIERE	USAR	PARA	SERIES	HISTORICAS			
ID_ESTIMACION	2025Ab														
DURACION_PASO	SEMANA														
CANTIDAD_MAX_PASOS_ANUALES	52														
CANTIDAD_DE_CRONICAS	114
CRONICA	PASO	APORTE-CLAIRE
1999	19	2589.2
1999	20	1656.1
1999	21	1224.0
1999	22	4494.2
1999	23	5934.9
1999	24	5772.1
1999	25	5599.5
1999	26	12503.6
1999	27	12037.2
1999	28	15446.3
1999	29	8749.1
1999	30	7694.7
1999	31	6875.3
1999	32	4947.6
1999	33	3037.1
1999	34	1911.5
1999	35	1726.3
1999	36	2893.6
1999	37	5698.8
1999	38	6308.8
1999	39	2698.1
1999	40	1968.7
1999	41	6263.8
1999	42	9796.5
1999	43	10118.7
1999	44	3931.5
1999	45	3294.1
1999	46	2927.2
1999	47	1611.6
1999	48	1044.2
1999	49	830.5
1999	50	1006.4
1999	51	1885.3
1999	52	810.6
2000	1	511.0
2000	2	504.6
2000	3	718.0
2000	4	1368.3
2000	5	786.7
2000	6	717.9
2000	7	905.5
2000	8	638.7
2000	9	785.7
2000	10	1749.4
2000	11	1712.4
2000	12	1186.6
2000	13	5072.2
2000	14	8080.7
2000	15	3592.0
2000	16	3575.7
2000	17	4008.7
2000	18	8535.9
2000	19	11253.7
2000	20	14134.0
2000	21	8658.9
2000	22	5352.2
2000	23	5587.3
2000	24	14366.1
2000	25	7908.8
2000	26	8019.4
2000	27	11251.4
2000	28	15251.6
2000	29	12648.1
2000	30	4950.0
2000	31	3016.4
2000	32	2545.8
2000	33	2129.7
2000	34	3162.0
2000	35	3485.2
2000	36	3403.2
2000	37	4139.8
2000	38	17312.0
2000	39	15168.4
2000	40	10487.9
2000	41	6928.2
2000	42	11638.9
2000	43	16871.3
2000	44	13891.7
2000	45	7953.9
2000	46	5193.8
2000	47	3804.5
2000	48	3412.8
2000	49	3707.9
2000	50	1998.4
2000	51	1982.3
2000	52	3484.8
2001	1	4911.4
2001	2	6150.7
2001	3	9333.3
2001	4	9197.7
2001	5	10090.2
2001	6	10424.0
2001	7	7491.0
2001	8	5452.6
2001	9	7113.5
2001	10	4303.7
2001	11	2742.8
2001	12	6449.9
2001	13	9505.1
2001	14	6344.0
2001	15	7093.3
2001	16	6583.7
2001	17	6830.7
2001	18	17181.7
2001	19	14872.0
2001	20	8521.1
2001	21	7519.8
2001	22	11430.8
2001	23	17958.3
2001	24	11649.1
2001	25	7995.3
2001	26	5644.2
2001	27	6001.4
2001	28	5285.6
2001	29	7109.6
2001	30	9209.2
2001	31	5824.2
2001	32	3151.6
2001	33	5012.3
2001	34	4854.8
2001	35	5052.3
2001	36	12501.0
2001	37	10302.0
2001	38	6297.1
2001	39	4073.7
2001	40	14265.2
2001	41	18424.0
2001	42	15487.8
2001	43	11495.9
2001	44	9251.8
2001	45	6243.4
2001	46	7837.5
2001	47	5816.1
2001	48	3813.0
2001	49	2584.8
2001	50	2157.4
2001	51	2136.1
2001	52	1880.0
2002	1	1474.4
2002	2	994.2
2002	3	700.0
2002	4	854.7
2002	5	2672.8
2002	6	2356.0
2002	7	1201.6
2002	8	1152.4
2002	9	1231.4
2002	10	2665.2
2002	11	4784.4
2002	12	8335.5
2002	13	9251.6
2002	14	7377.5
2002	15	9373.8
2002	16	14418.6
2002	17	23616.4
2002	18	16318.6
2002	19	8891.5
2002	20	8124.4
2002	21	11161.4
2002	22	11234.2
2002	23	9741.2
2002	24	12000.7
2002	25	13520.1
2002	26	8077.7
2002	27	9465.2
2002	28	9209.7
2002	29	5947.1
2002	30	9330.5
2002	31	9924.6
2002	32	10248.3
2002	33	9816.2
2002	34	10389.5
2002	35	11737.2
2002	36	7860.4
2002	37	10804.7
2002	38	18038.2
2002	39	20404.3
2002	40	14414.4
2002	41	23947.2
2002	42	28331.0
2002	43	21686.6
2002	44	17991.0
2002	45	14592.8
2002	46	10240.3
2002	47	12416.2
2002	48	14311.8
2002	49	25301.8
2002	50	21915.3
2002	51	15156.1
2002	52	17505.2
2003	1	12189.7
2003	2	5862.6
2003	3	4819.4
2003	4	5161.6
2003	5	3724.6
2003	6	3850.7
2003	7	7692.2
2003	8	5945.9
2003	9	11889.5
2003	10	10433.2
2003	11	11337.8
2003	12	9909.9
2003	13	6491.3
2003	14	5855.0
2003	15	4614.3
2003	16	3017.2
2003	17	10703.3
2003	18	15056.4
2003	19	11865.4
2003	20	10121.4
2003	21	17521.0
2003	22	10188.8
2003	23	8807.1
2003	24	6031.6
2003	25	7777.3
2003	26	6422.4
2003	27	3416.9
2003	28	3534.8
2003	29	4308.1
2003	30	3469.5
2003	31	5150.6
2003	32	7890.3
2003	33	3395.1
2003	34	2153.5
2003	35	3170.0
2003	36	4609.3
2003	37	4819.9
2003	38	2612.7
2003	39	3690.2
2003	40	2036.5
2003	41	2705.1
2003	42	2726.5
2003	43	4249.7
2003	44	8563.9
2003	45	4009.0
2003	46	3659.5
2003	47	10826.7
2003	48	8254.5
2003	49	4841.4
2003	50	5664.0
2003	51	15279.3
2003	52	18840.0
2004	1	11206.0
2004	2	5070.0
2004	3	3208.0
2004	4	2579.0
2004	5	2384.0
2004	6	2042.0
2004	7	1797.0
2004	8	1333.0
2004	9	1285.0
2004	10	961.0
2004	11	853.0
2004	12	879.0
2004	13	619.0
2004	14	709.0
2004	15	897.0
2004	16	1119.0
2004	17	2253.0
2004	18	2724.0
2004	19	2091.0
2004	20	2829.0
2004	21	3026.0
2004	22	3309.0
2004	23	2395.0
2004	24	1819.0
2004	25	2346.0
2004	26	3661.0
2004	27	4826.0
2004	28	4374.0
2004	29	4109.0
2004	30	3926.0
2004	31	2320.0
2004	32	2062.0
2004	33	2243.0
2004	34	1657.0
2004	35	1592.0
2004	36	1716.0
2004	37	2589.0
2004	38	2748.0
2004	39	3364.0
2004	40	5433.0
2004	41	2874.0
2004	42	6738.0
2004	43	8081.0
2004	44	6930.0
2004	45	9617.0
2004	46	9807.0
2004	47	6771.0
2004	48	3241.0
2004	49	2817.0
2004	50	2616.0
2004	51	1919.0
2004	52	1465.0
2005	1	884.0
2005	2	962.0
2005	3	1132.0
2005	4	849.0
2005	5	1711.0
2005	6	1640.0
2005	7	724.0
2005	8	538.0
2005	9	699.0
2005	10	602.0
2005	11	935.0
2005	12	725.0
2005	13	774.0
2005	14	1602.0
2005	15	10153.0
2005	16	7532.0
2005	17	3987.0
2005	18	3833.0
2005	19	9065.0
2005	20	20464.0
2005	21	16611.0
2005	22	14789.0
2005	23	13877.0
2005	24	14163.0
2005	25	18740.0
2005	26	21039.0
2005	27	8945.0
2005	28	4081.0
2005	29	3282.0
2005	30	4239.0
2005	31	3908.0
2005	32	2030.0
2005	33	1727.0
2005	34	3411.0
2005	35	4461.0
2005	36	5722.0
2005	37	11500.0
2005	38	8675.0
2005	39	7506.0
2005	40	8662.0
2005	41	13511.0
2005	42	12306.0
2005	43	12857.0
2005	44	8494.0
2005	45	5726.0
2005	46	3656.0
2005	47	2415.0
2005	48	2463.0
2005	49	3574.0
2005	50	1845.0
2005	51	1050.0
2005	52	1106.0
2006	1	1051.0
2006	2	1209.0
2006	3	1794.0
2006	4	1314.0
2006	5	1416.0
2006	6	932.0
2006	7	713.0
2006	8	760.0
2006	9	1127.0
2006	10	1015.0
2006	11	1165.0
2006	12	946.0
2006	13	1558.0
2006	14	1785.0
2006	15	1310.0
2006	16	1618.0
2006	17	1453.0
2006	18	1144.0
2006	19	809.0
2006	20	654.0
2006	21	622.0
2006	22	2220.0
2006	23	4334.0
2006	24	2409.0
2006	25	2433.0
2006	26	5201.0
2006	27	2687.0
2006	28	1777.0
2006	29	1900.0
2006	30	1584.0
2006	31	2178.0
2006	32	3275.0
2006	33	3346.0
2006	34	4352.0
2006	35	2195.0
2006	36	2601.0
2006	37	2852.0
2006	38	3185.0
2006	39	3344.0
2006	40	2649.0
2006	41	4355.0
2006	42	3758.0
2006	43	3866.0
2006	44	3060.0
2006	45	5226.0
2006	46	4245.0
2006	47	6370.0
2006	48	5625.0
2006	49	2906.0
2006	50	1860.0
2006	51	2534.0
2006	52	8309.0
2007	1	4559.0
2007	2	2475.0
2007	3	2414.0
2007	4	2359.0
2007	5	2394.0
2007	6	2194.0
2007	7	1633.0
2007	8	2272.0
2007	9	7860.0
2007	10	13500.0
2007	11	9811.0
2007	12	6692.0
2007	13	11215.0
2007	14	7974.0
2007	15	5750.0
2007	16	7109.0
2007	17	8237.0
2007	18	12122.0
2007	19	14331.0
2007	20	8170.0
2007	21	11580.0
2007	22	9762.0
2007	23	3542.0
2007	24	3548.0
2007	25	5082.0
2007	26	5005.0
2007	27	3348.0
2007	28	4807.0
2007	29	6076.0
2007	30	6683.0
2007	31	5814.0
2007	32	5308.0
2007	33	5625.0
2007	34	6431.0
2007	35	6033.0
2007	36	4222.0
2007	37	2784.0
2007	38	4815.0
2007	39	11163.0
2007	40	11655.0
2007	41	11910.0
2007	42	13662.0
2007	43	11130.0
2007	44	9166.0
2007	45	11659.0
2007	46	7882.0
2007	47	10207.0
2007	48	4835.0
2007	49	3193.0
2007	50	2974.0
2007	51	2447.0
2007	52	1972.0
2008	1	2180.0
2008	2	1688.0
2008	3	2294.0
2008	4	1826.0
2008	5	1163.0
2008	6	1160.0
2008	7	981.0
2008	8	1252.0
2008	9	1796.0
2008	10	1865.0
2008	11	1375.0
2008	12	876.0
2008	13	752.0
2008	14	711.0
2008	15	730.0
2008	16	3460.0
2008	17	2445.0
2008	18	2778.0
2008	19	3289.0
2008	20	2070.0
2008	21	1628.0
2008	22	2953.0
2008	23	4644.0
2008	24	5752.0
2008	25	4621.0
2008	26	3867.0
2008	27	7484.0
2008	28	4813.0
2008	29	3324.0
2008	30	4311.0
2008	31	5415.0
2008	32	5409.0
2008	33	5236.0
2008	34	6169.0
2008	35	5604.0
2008	36	3830.0
2008	37	3814.0
2008	38	5053.0
2008	39	3151.0
2008	40	2277.0
2008	41	5110.0
2008	42	9840.0
2008	43	11661.0
2008	44	16021.0
2008	45	18971.0
2008	46	10807.0
2008	47	4873.0
2008	48	2852.0
2008	49	2531.0
2008	50	2150.0
2008	51	1867.0
2008	52	1576.0
2009	1	964.0
2009	2	879.0
2009	3	1342.0
2009	4	1671.0
2009	5	1738.0
2009	6	1381.0
2009	7	1092.0
2009	8	1380.0
2009	9	2490.0
2009	10	3192.0
2009	11	1739.0
2009	12	1180.0
2009	13	979.0
2009	14	987.0
2009	15	723.0
2009	16	601.0
2009	17	637.0
2009	18	484.0
2009	19	553.0
2009	20	642.0
2009	21	1217.0
2009	22	991.0
2009	23	2645.0
2009	24	1234.0
2009	25	1096.0
2009	26	2520.0
2009	27	2572.0
2009	28	3039.0
2009	29	4417.0
2009	30	5571.0
2009	31	3593.0
2009	32	6813.0
2009	33	10017.0
2009	34	7793.0
2009	35	5045.0
2009	36	7283.0
2009	37	10538.0
2009	38	16219.0
2009	39	10346.0
2009	40	11395.0
2009	41	13158.0
2009	42	9377.0
2009	43	6969.0
2009	44	6522.0
2009	45	12024.0
2009	46	16223.0
2009	47	31791.0
2009	48	33164.0
2009	49	26894.0
2009	50	19492.0
2009	51	11888.0
2009	52	11222.0
2010	1	6888.3
2010	2	12907.0
2010	3	11532.7
2010	4	11647.6
2010	5	12022.6
2010	6	17202.4
2010	7	9535.3
2010	8	14637.5
2010	9	8275.7
2010	10	3901.2
2010	11	2408.2000000000003
2010	12	4148.4
2010	13	4308.5
2010	14	2930.7
2010	15	1586.9
2010	16	2010.3
2010	17	5791.6
2010	18	13214.0
2010	19	6561.599999999999
2010	20	5930.0
2010	21	11321.5
2010	22	9685.3
2010	23	4840.200000000001
2010	24	4644.5
2010	25	5167.5
2010	26	5744.1
2010	27	4741.3
2010	28	4143.7
2010	29	11532.9
2010	30	15894.7
2010	31	13903.8
2010	32	8672.8
2010	33	5723.9
2010	34	3394.7
2010	35	4271.700000000001
2010	36	7923.200000000001
2010	37	8622.0
2010	38	9322.8
2010	39	9394.0
2010	40	5947.8
2010	41	3891.0
2010	42	3701.0
2010	43	3394.1
2010	44	2428.0
2010	45	2171.5
2010	46	1712.2
2010	47	1499.4
2010	48	1343.1999999999998
2010	49	1560.9
2010	50	5420.6
2010	51	9799.5
2010	52	4742.3
2011	1	2975.9
2011	2	2883.8
2011	3	2335.2
2011	4	1607.5
2011	5	2641.4
2011	6	4420.8
2011	7	5782.1
2011	8	5249.9
2011	9	5016.2
2011	10	3964.4
2011	11	1942.0
2011	12	2471.1
2011	13	2519.5
2011	14	7841.5
2011	15	4545.5
2011	16	4069.7
2011	17	7567.4
2011	18	6033.9
2011	19	3371.4
2011	20	4239.8
2011	21	5969.2
2011	22	4214.5
2011	23	2918.1
2011	24	3195.9
2011	25	5924.1
2011	26	11774.8
2011	27	9812.0
2011	28	5955.5
2011	29	8429.9
2011	30	12865.5
2011	31	14108.3
2011	32	9673.9
2011	33	10660.2
2011	34	8211.9
2011	35	7422.3
2011	36	9712.3
2011	37	8177.4
2011	38	7534.1
2011	39	5572.0
2011	40	5777.6
2011	41	7804.4
2011	42	8904.2
2011	43	6428.0
2011	44	5684.6
2011	45	4361.4
2011	46	3332.9
2011	47	3294.7
2011	48	2901.0
2011	49	1972.2
2011	50	1058.5
2011	51	1241.8
2011	52	3136.8
2012	1	1192.0
2012	2	715.0
2012	3	655.0
2012	4	897.0
2012	5	836.0
2012	6	2006.0
2012	7	1181.0
2012	8	1599.0
2012	9	3146.0
2012	10	3517.0
2012	11	2253.0
2012	12	1267.0
2012	13	1026.0
2012	14	1161.0
2012	15	1336.0
2012	16	1306.0
2012	17	1152.0
2012	18	846.0
2012	19	1079.0
2012	20	824.0
2012	21	1089.0
2012	22	767.0
2012	23	564.0
2012	24	1231.0
2012	25	3311.0
2012	26	2714.0
2012	27	3301.0
2012	28	3727.0
2012	29	2634.0
2012	30	1426.0
2012	31	1912.0
2012	32	4816.0
2012	33	3392.0
2012	34	10564.0
2012	35	4787.0
2012	36	2128.0
2012	37	1845.0
2012	38	3027.0
2012	39	4584.0
2012	40	3590.0
2012	41	23393.0
2012	42	16138.0
2012	43	11310.0
2012	44	9312.0
2012	45	10036.0
2012	46	4228.0
2012	47	2474.0
2012	48	1957.0
2012	49	2280.0
2012	50	4673.0
2012	51	8193.0
2012	52	11036.0
2013	1	9759.0
2013	2	10733.0
2013	3	11054.8
2013	4	4595.299999999999
2013	5	2787.3
2013	6	1871.6
2013	7	1668.9
2013	8	2761.0
2013	9	6136.8
2013	10	4245.900000000001
2013	11	5875.2
2013	12	11209.4
2013	13	8826.0
2013	14	4914.299999999999
2013	15	8510.9
2013	16	10217.7
2013	17	6891.099999999999
2013	18	4805.1
2013	19	7562.599999999999
2013	20	5031.5
2013	21	4434.9
2013	22	3976.8
2013	23	3576.8
2013	24	4059.5
2013	25	2267.3
2013	26	3739.0
2013	27	6269.3
2013	28	8817.2
2013	29	7456.0
2013	30	5004.8
2013	31	3368.8
2013	32	3153.8
2013	33	5736.1
2013	34	6687.0
2013	35	4881.5
2013	36	9326.0
2013	37	4268.6
2013	38	10759.1
2013	39	8062.4
2013	40	9546.4
2013	41	5315.4
2013	42	3767.1
2013	43	3241.5
2013	44	10530.2
2013	45	10585.1
2013	46	13634.6
2013	47	12195.2
2013	48	10576.9
2013	49	5622.8
2013	50	5908.8
2013	51	4236.0
2013	52	2160.0
2014	1	5322.5
2014	2	4729.4
2014	3	3520.7
2014	4	4654.2
2014	5	11585.7
2014	6	6940.4
2014	7	3825.7
2014	8	3954.9
2014	9	5105.9
2014	10	3230.9
2014	11	6054.8
2014	12	9082.9
2014	13	6720.700000000001
2014	14	8492.8
2014	15	11809.4
2014	16	7092.3
2014	17	4127.5
2014	18	11434.1
2014	19	8162.5
2014	20	4375.5
2014	21	8581.5
2014	22	9687.8
2014	23	9627.3
2014	24	9647.0
2014	25	6711.9
2014	26	14408.1
2014	27	33716.2
2014	28	19208.9
2014	29	11228.3
2014	30	11744.4
2014	31	10269.3
2014	32	6326.2
2014	33	4158.0
2014	34	3227.9
2014	35	2921.8
2014	36	10762.3
2014	37	15965.7
2014	38	10143.4
2014	39	8289.2
2014	40	20823.4
2014	41	21874.0
2014	42	11511.8
2014	43	9501.0
2014	44	10635.0
2014	45	10692.8
2014	46	6577.599999999999
2014	47	4475.0
2014	48	10251.4
2014	49	6837.4
2014	50	3660.1
2014	51	8754.0
2014	52	10867.9
2015	1	17640.399999999998
2015	2	20678.1
2015	3	13426.1
2015	4	9737.4
2015	5	6338.8
2015	6	4707.6
2015	7	3637.3
2015	8	4059.5
2015	9	5782.1
2015	10	5435.6
2015	11	3103.6
2015	12	2271.5
2015	13	1897.9
2015	14	2132.3
2015	15	2325.1
2015	16	2311.3
2015	17	3498.7000000000003
2015	18	3204.0
2015	19	3719.9
2015	20	2503.6
2015	21	2789.1
2015	22	7017.099999999999
2015	23	4087.2
2015	24	4731.400000000001
2015	25	8557.8
2015	26	7887.7
2015	27	8366.2
2015	28	9606.0
2015	29	15698.3
2015	30	16902.2
2015	31	10060.9
2015	32	10430.5
2015	33	18090.2
2015	34	9569.2
2015	35	6050.599999999999
2015	36	3645.8
2015	37	3112.1
2015	38	4935.6
2015	39	8545.5
2015	40	12777.0
2015	41	16929.9
2015	42	22946.2
2015	43	18922.2
2015	44	13928.2
2015	45	10224.9
2015	46	18629.9
2015	47	15960.2
2015	48	10118.2
2015	49	10204.7
2015	50	13884.4
2015	51	30169.2
2015	52	31112.800000000003
2016	1	22798.0
2016	2	13286.0
2016	3	6055.0
2016	4	3213.0
2016	5	3369.0
2016	6	6226.0
2016	7	5806.0
2016	8	5737.0
2016	9	4261.0
2016	10	4089.0
2016	11	5721.0
2016	12	3668.0
2016	13	7811.0
2016	14	14128.0
2016	15	13819.0
2016	16	28046.0
2016	17	22301.0
2016	18	14130.0
2016	19	7720.0
2016	20	7278.0
2016	21	6269.0
2016	22	7140.0
2016	23	4666.0
2016	24	2894.0
2016	25	2424.0
2016	26	9856.0
2016	27	10859.0
2016	28	8512.0
2016	29	7384.0
2016	30	5973.0
2016	31	3579.0
2016	32	2875.0
2016	33	2878.0
2016	34	3617.0
2016	35	6494.0
2016	36	8313.0
2016	37	5916.0
2016	38	4195.0
2016	39	3025.0
2016	40	1972.0
2016	41	2026.0
2016	42	7429.0
2016	43	14913.0
2016	44	15307.0
2016	45	11764.0
2016	46	6971.0
2016	47	3710.0
2016	48	3483.0
2016	49	2933.0
2016	50	2466.0
2016	51	2183.0
2016	52	4645.0
2017	1	5320.700000000001
2017	2	7658.4
2017	3	9544.5
2017	4	6337.2
2017	5	3839.5
2017	6	3479.2
2017	7	5454.8
2017	8	9598.7
2017	9	5911.4
2017	10	5544.700000000001
2017	11	8578.5
2017	12	7627.3
2017	13	4376.4
2017	14	2287.5
2017	15	8761.5
2017	16	14912.9
2017	17	10954.9
2017	18	13745.6
2017	19	9416.5
2017	20	14679.7
2017	21	18231.8
2017	22	22226.0
2017	23	27884.1
2017	24	30292.3
2017	25	21541.6
2017	26	9268.5
2017	27	6372.0
2017	28	5530.2
2017	29	4053.1
2017	30	3187.9
2017	31	3297.7
2017	32	5351.8
2017	33	13640.9
2017	34	10451.5
2017	35	10844.3
2017	36	7349.099999999999
2017	37	12026.3
2017	38	11679.9
2017	39	7919.5
2017	40	5508.2
2017	41	4159.0
2017	42	11146.0
2017	43	13243.1
2017	44	13103.5
2017	45	9458.1
2017	46	6528.2
2017	47	4174.0
2017	48	3859.4
2017	49	3058.3
2017	50	2033.5
2017	51	1491.7
2017	52	1479.1
2018	1	1824.8
2018	2	2350.9
2018	3	1560.2
2018	4	3399.5
2018	5	7836.0
2018	6	4457.200000000001
2018	7	2093.5
2018	8	1626.0
2018	9	1694.4
2018	10	1669.6
2018	11	1470.1
2018	12	2484.5
2018	13	4024.1
2018	14	5516.400000000001
2018	15	3965.1
2018	16	2277.8
2018	17	3068.6000000000004
2018	18	4870.900000000001
2018	19	9122.3
2018	20	5988.5
2018	21	3555.0
2018	22	3835.2
2018	23	5027.5
2018	24	3584.8
2018	25	3301.9
2018	26	2396.6
2018	27	5446.0
2018	28	6100.700000000001
2018	29	4506.4
2018	30	8373.1
2018	31	5777.2
2018	32	3567.6
2018	33	2328.6
2018	34	2362.8
2018	35	6029.0
2018	36	11311.7
2018	37	10929.6
2018	38	5462.099999999999
2018	39	5646.6
2018	40	12307.0
2018	41	12204.9
2018	42	9966.6
2018	43	9569.8
2018	44	5475.599999999999
2018	45	9292.1
2018	46	8185.700000000001
2018	47	8095.0
2018	48	9026.7
2018	49	7752.2
2018	50	6083.9
2018	51	9432.4
2018	52	9625.8
2019	1	7213.6
2019	2	13361.8
2019	3	28472.7
2019	4	26221.0
2019	5	17817.4
2019	6	9678.1
2019	7	3834.2
2019	8	3085.4
2019	9	4332.7
2019	10	3734.0
2019	11	4825.1
2019	12	7056.5
2019	13	6926.900000000001
2019	14	3737.5
2019	15	3349.8
2019	16	2801.6
2019	17	2917.1
2019	18	7808.099999999999
2019	19	7900.8
2019	20	13768.1
2019	21	13409.8
2019	22	10774.9
2019	23	12118.1
2019	24	8653.4
2019	25	13328.7
2019	26	4746.2
2019	27	3552.9
2019	28	4263.6
2019	29	2826.1
2019	30	4524.9
2019	31	10878.0
2019	32	8990.8
2019	33	7623.9
2019	34	3784.6
2019	35	3266.0
2019	36	4306.8
2019	37	6087.5
2019	38	4653.799999999999
2019	39	3381.7
2019	40	3983.3
2019	41	5698.299999999999
2019	42	6843.700000000001
2019	43	7183.900000000001
2019	44	9251.9
2019	45	15857.1
2019	46	13856.4
2019	47	7703.9
2019	48	5069.3
2019	49	5750.400000000001
2019	50	3834.7
2019	51	4851.9
2019	52	2177.0
2020	1	1139.3
2020	2	1297.9
2020	3	2381.5
2020	4	1710.9
2020	5	1452.6
2020	6	1321.6
2020	7	2200.6
2020	8	2173.5
2020	9	1257.1
2020	10	983.5
2020	11	917.2
2020	12	784.6999999999999
2020	13	516.3
2020	14	646.0999999999999
2020	15	677.1999999999999
2020	16	677.6
2020	17	1055.1
2020	18	806.3
2020	19	1103.6999999999998
2020	20	1909.4
2020	21	5890.799999999999
2020	22	3883.3
2020	23	5191.0
2020	24	9042.0
2020	25	6412.200000000001
2020	26	5019.7
2020	27	8395.6
2020	28	11183.3
2020	29	7680.3
2020	30	4870.2
2020	31	4245.0
2020	32	2784.4
2020	33	4336.599999999999
2020	34	4786.799999999999
2020	35	5515.2
2020	36	4671.2
2020	37	3707.7
2020	38	4402.7
2020	39	3735.8
2020	40	2923.3
2020	41	2152.2
2020	42	1583.5
2020	43	1520.4
2020	44	1295.0
2020	45	680.9
2020	46	663.9
2020	47	579.5
2020	48	1653.6
2020	49	2935.5
2020	50	2009.0
2020	51	1859.5
2020	52	1746.1
2021	1	1181.5
2021	2	1178.3000000000002
2021	3	1745.9
2021	4	2625.2000000000003
2021	5	7338.1
2021	6	7384.5
2021	7	3835.1
2021	8	2623.0
2021	9	1396.7
2021	10	1135.5
2021	11	1004.1
2021	12	1286.5
2021	13	2206.9
2021	14	2067.8
2021	15	4926.0
2021	16	1874.9
2021	17	1199.3
2021	18	1422.6999999999998
2021	19	1463.8
2021	20	1271.3
2021	21	2860.1
2021	22	3567.7
2021	23	6916.5
2021	24	5063.099999999999
2021	25	5056.3
2021	26	10082.9
2021	27	8822.2
2021	28	5624.0
2021	29	4205.0
2021	30	2596.0
2021	31	2637.3
2021	32	2713.3
2021	33	2261.0
2021	34	1672.6999999999998
2021	35	3081.1000000000004
2021	36	4986.1
2021	37	9066.6
2021	38	9378.1
2021	39	6045.7
2021	40	3942.6
2021	41	5777.5
2021	42	8739.800000000001
2021	43	5794.6
2021	44	3835.2
2021	45	2901.4
2021	46	1610.6
2021	47	1416.6
2021	48	1364.1999999999998
2021	49	1337.6
2021	50	1055.8
2021	51	783.2
2021	52	685.0
2022	1	563.3
2022	2	434.4
2022	3	828.2
2022	4	1888.2
2022	5	1752.3
2022	6	639.2
2022	7	588.3
2022	8	464.3
2022	9	1816.7000000000005
2022	10	2964.0
2022	11	2201.2
2022	12	1370.8000000000002
2022	13	4501.400000000001
2022	14	4914.5
2022	15	8161.2
2022	16	7258.700000000001
2022	17	9209.8
2022	18	11190.6
2022	19	13827.7
2022	20	8983.0
2022	21	4698.3
2022	22	8078.6
2022	23	12931.5
2022	24	9807.5
2022	25	6827.9
2022	26	12648.5
2022	27	11137.1
2022	28	7494.2
2022	29	11011.7
2022	30	9436.6
2022	31	8306.6
2022	32	9578.9
2022	33	7469.099999999999
2022	34	7246.299999999999
2022	35	4924.8
2022	36	4202.0
2022	37	3550.3
2022	38	2563.1
2022	39	2368.5
2022	40	2009.0
2022	41	3224.6
2022	42	10027.7
2022	43	6876.7
2022	44	3928.5
2022	45	3285.3
2022	46	2477.7000000000003
2022	47	2025.7
2022	48	1612.0
2022	49	1260.0
2022	50	1063.3
2022	51	945.2
2022	52	749.1
