costo_termico,ingreso_exportacion
0.0,13.272300442844168
3932877.14846128,0.0
7998566.842896502,0.0
22345295.596616987,0.0
15967043.69686631,0.0
11335545.710818993,0.0
17203072.110749554,0.0
2157476.537770107,0.0
6870114.121304995,0.0
2272010.2979960707,0.0
1628968.653317535,0.0
0.0,16.25402509133881
0.0,13.385027235322626
0.0,20.17460943453458
0.0,13.195202548882605
0.0,18.313202667509554
0.0,18.035915255909153
0.0,17.40459141458891
0.0,17.429541096648947
0.0,17.28182449272668
0.0,16.259146374894442
0.0,16.3720070014303
0.0,16.738955991211622
0.0,16.725003643517073
0.0,16.384998562406352
0.0,13.04050030898616
0.0,14.452402066906263
0.0,14.781954033287532
0.0,15.584938305225151
0.0,14.725778937917159
0.0,14.927909246062285
0.0,8.747591297144208
0.0,4.35152393832943
0.0,18.33986190113021
0.0,15.190488502270904
0.0,16.500990644546665
0.0,11.205339644445395
0.0,19.701632090237066
0.0,19.409299453862467
0.0,19.958973413739663
0.0,8.463519498189603
0.0,0.9675463243511361
953317.2868777663,0.0
0.0,1.9782722164541104
0.0,13.219743244081766
0.0,10.208332432499843
0.0,19.573913000854596
0.0,19.553282481793758
0.0,16.515731101307445
0.0,2.6823158041340998
3399800.8260942204,0.0
5041679.474643842,0.0
6861441.116789651,0.0
6088462.687830956,0.0
14118844.783979168,0.0
22464857.59011134,0.0
13991392.864921961,0.0
9842196.047062624,0.0
12030955.715615867,0.0
0.0,0.922967831883501
0.0,0.19326971206181479
1823450.256106694,0.0
2720011.000951074,0.0
3012764.814573089,0.0
1387168.9244507106,0.0
5865484.171571958,0.0
6790216.491204462,0.0
6162600.635513737,0.0
6182433.738891539,0.0
7876869.339322105,0.0
7752979.189514447,0.0
6288045.927932397,0.0
7813014.472634849,0.0
11172402.201394139,0.0
0.0,0.6510946256359341
0.0,5.809374062214
0.0,1.4233645105174584
0.0,7.4494383631015895
0.0,5.1349009032879955
0.0,6.352889100798781
614500.3926484846,0.0
0.0,0.8042466157553747
0.0,9.565546433540286
0.0,1.2106100709900072
0.0,1.5437483451384586
4247667.959872957,0.0
4758709.6438198015,0.0
1312249.788501492,0.0
901629.7119627313,0.0
0.0,5.744617828824005
0.0,7.166970182933231
1755605.6215861754,0.0
0.0,13.18386388117693
0.0,0.42071688412068325
0.0,6.49726586266928
0.0,7.304165487768087
0.0,6.051466346479823
5423950.827340342,0.0
6909601.512992558,0.0
5274676.957894475,0.0
4247716.673443294,0.0
8862211.320059141,0.0
6844832.378733477,0.0
