Semana,0-0,0-1,0-2,0-3,0-4,1-0,1-1,1-2,1-3,1-4,2-0,2-1,2-2,2-3,2-4,3-0,3-1,3-2,3-3,3-4,4-0,4-1,4-2,4-3,4-4
10,0.6666666666666666,0.125,0.125,0.08333333333333333,0.0,0.34782608695652173,0.34782608695652173,0.08695652173913043,0.21739130434782608,0.0,0.0,0.4782608695652174,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.0,0.043478260869565216,0.5217391304347826,0.21739130434782608,0.21739130434782608,0.0,0.0,0.043478260869565216,0.30434782608695654,0.6521739130434783
11,0.75,0.25,0.0,0.0,0.0,0.21739130434782608,0.391304347826087,0.17391304347826086,0.21739130434782608,0.0,0.043478260869565216,0.30434782608695654,0.5217391304347826,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.30434782608695654,0.391304347826087,0.2608695652173913,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435
12,0.75,0.20833333333333334,0.041666666666666664,0.0,0.0,0.2608695652173913,0.4782608695652174,0.17391304347826086,0.08695652173913043,0.0,0.0,0.2608695652173913,0.391304347826087,0.17391304347826086,0.17391304347826086,0.0,0.043478260869565216,0.391304347826087,0.4782608695652174,0.08695652173913043,0.0,0.0,0.0,0.2608695652173913,0.7391304347826086
13,0.8333333333333334,0.125,0.041666666666666664,0.0,0.0,0.17391304347826086,0.5217391304347826,0.2608695652173913,0.0,0.043478260869565216,0.0,0.34782608695652173,0.13043478260869565,0.34782608695652173,0.17391304347826086,0.0,0.0,0.5217391304347826,0.43478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.21739130434782608,0.7391304347826086
14,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.34782608695652173,0.4782608695652174,0.043478260869565216,0.13043478260869565,0.0,0.0,0.34782608695652173,0.43478260869565216,0.17391304347826086,0.043478260869565216,0.0,0.0,0.34782608695652173,0.5217391304347826,0.13043478260869565,0.0,0.0,0.0,0.17391304347826086,0.8260869565217391
15,0.75,0.25,0.0,0.0,0.0,0.2608695652173913,0.34782608695652173,0.30434782608695654,0.08695652173913043,0.0,0.0,0.34782608695652173,0.34782608695652173,0.2608695652173913,0.043478260869565216,0.0,0.043478260869565216,0.21739130434782608,0.43478260869565216,0.30434782608695654,0.0,0.0,0.13043478260869565,0.21739130434782608,0.6521739130434783
16,0.75,0.20833333333333334,0.041666666666666664,0.0,0.0,0.2608695652173913,0.4782608695652174,0.21739130434782608,0.043478260869565216,0.0,0.0,0.30434782608695654,0.34782608695652173,0.2608695652173913,0.08695652173913043,0.0,0.0,0.34782608695652173,0.43478260869565216,0.21739130434782608,0.0,0.0,0.043478260869565216,0.2608695652173913,0.6956521739130435
17,0.8333333333333334,0.125,0.0,0.041666666666666664,0.0,0.17391304347826086,0.5652173913043478,0.2608695652173913,0.0,0.0,0.0,0.30434782608695654,0.2608695652173913,0.34782608695652173,0.08695652173913043,0.0,0.0,0.43478260869565216,0.34782608695652173,0.21739130434782608,0.0,0.0,0.043478260869565216,0.2608695652173913,0.6956521739130435
18,0.75,0.125,0.08333333333333333,0.041666666666666664,0.0,0.2608695652173913,0.5217391304347826,0.21739130434782608,0.0,0.0,0.0,0.30434782608695654,0.30434782608695654,0.34782608695652173,0.043478260869565216,0.0,0.043478260869565216,0.34782608695652173,0.2608695652173913,0.34782608695652173,0.0,0.0,0.043478260869565216,0.34782608695652173,0.6086956521739131
19,0.7916666666666666,0.08333333333333333,0.125,0.0,0.0,0.17391304347826086,0.5652173913043478,0.17391304347826086,0.08695652173913043,0.0,0.043478260869565216,0.30434782608695654,0.34782608695652173,0.2608695652173913,0.043478260869565216,0.0,0.043478260869565216,0.34782608695652173,0.43478260869565216,0.17391304347826086,0.0,0.0,0.0,0.21739130434782608,0.782608695652174
20,0.7083333333333334,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.0,0.2608695652173913,0.4782608695652174,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.4782608695652174,0.17391304347826086,0.0,0.0,0.043478260869565216,0.21739130434782608,0.5217391304347826,0.21739130434782608,0.0,0.0,0.043478260869565216,0.21739130434782608,0.7391304347826086
21,0.7916666666666666,0.20833333333333334,0.0,0.0,0.0,0.17391304347826086,0.391304347826087,0.34782608695652173,0.08695652173913043,0.0,0.043478260869565216,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.08695652173913043,0.0,0.13043478260869565,0.21739130434782608,0.391304347826087,0.2608695652173913,0.0,0.0,0.08695652173913043,0.2608695652173913,0.6521739130434783
22,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.0,0.0,0.2608695652173913,0.5217391304347826,0.08695652173913043,0.13043478260869565,0.0,0.043478260869565216,0.17391304347826086,0.34782608695652173,0.21739130434782608,0.21739130434782608,0.0,0.043478260869565216,0.43478260869565216,0.34782608695652173,0.17391304347826086,0.0,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.6086956521739131
23,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.0,0.0,0.34782608695652173,0.34782608695652173,0.21739130434782608,0.08695652173913043,0.0,0.0,0.30434782608695654,0.43478260869565216,0.21739130434782608,0.043478260869565216,0.0,0.043478260869565216,0.30434782608695654,0.391304347826087,0.2608695652173913,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435
24,0.6666666666666666,0.16666666666666666,0.125,0.041666666666666664,0.0,0.30434782608695654,0.2608695652173913,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.34782608695652173,0.17391304347826086,0.2608695652173913,0.17391304347826086,0.0,0.17391304347826086,0.21739130434782608,0.391304347826087,0.21739130434782608,0.0,0.043478260869565216,0.30434782608695654,0.13043478260869565,0.5217391304347826
25,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.17391304347826086,0.391304347826087,0.30434782608695654,0.13043478260869565,0.0,0.17391304347826086,0.13043478260869565,0.4782608695652174,0.13043478260869565,0.08695652173913043,0.0,0.13043478260869565,0.13043478260869565,0.43478260869565216,0.30434782608695654,0.0,0.0,0.08695652173913043,0.30434782608695654,0.6086956521739131
26,0.6666666666666666,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.0,0.21739130434782608,0.391304347826087,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.21739130434782608,0.34782608695652173,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.34782608695652173,0.0,0.0,0.08695652173913043,0.391304347826087,0.5217391304347826
27,0.625,0.25,0.041666666666666664,0.08333333333333333,0.0,0.30434782608695654,0.30434782608695654,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.43478260869565216,0.17391304347826086,0.21739130434782608,0.08695652173913043,0.0,0.0,0.391304347826087,0.2608695652173913,0.34782608695652173,0.0,0.0,0.17391304347826086,0.34782608695652173,0.4782608695652174
28,0.625,0.25,0.041666666666666664,0.08333333333333333,0.0,0.30434782608695654,0.391304347826087,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.34782608695652173,0.2608695652173913,0.21739130434782608,0.08695652173913043,0.0,0.0,0.34782608695652173,0.43478260869565216,0.21739130434782608,0.0,0.0,0.13043478260869565,0.21739130434782608,0.6521739130434783
29,0.75,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.17391304347826086,0.5217391304347826,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.30434782608695654,0.43478260869565216,0.043478260869565216,0.13043478260869565,0.0,0.08695652173913043,0.391304347826087,0.391304347826087,0.13043478260869565,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435
30,0.7083333333333334,0.25,0.0,0.041666666666666664,0.0,0.30434782608695654,0.391304347826087,0.2608695652173913,0.043478260869565216,0.0,0.0,0.30434782608695654,0.43478260869565216,0.17391304347826086,0.08695652173913043,0.0,0.043478260869565216,0.2608695652173913,0.30434782608695654,0.391304347826087,0.0,0.0,0.043478260869565216,0.43478260869565216,0.5217391304347826
31,0.7083333333333334,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.0,0.30434782608695654,0.34782608695652173,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.0,0.30434782608695654,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.0,0.13043478260869565,0.43478260869565216,0.391304347826087,0.043478260869565216,0.0,0.0,0.0,0.2608695652173913,0.7391304347826086
32,0.75,0.16666666666666666,0.08333333333333333,0.0,0.0,0.21739130434782608,0.391304347826087,0.30434782608695654,0.0,0.08695652173913043,0.043478260869565216,0.30434782608695654,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.0,0.13043478260869565,0.30434782608695654,0.43478260869565216,0.13043478260869565,0.0,0.0,0.043478260869565216,0.30434782608695654,0.6521739130434783
33,0.625,0.25,0.0,0.08333333333333333,0.041666666666666664,0.34782608695652173,0.34782608695652173,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.30434782608695654,0.21739130434782608,0.08695652173913043,0.0,0.043478260869565216,0.34782608695652173,0.4782608695652174,0.13043478260869565,0.0,0.0,0.17391304347826086,0.13043478260869565,0.6956521739130435
34,0.625,0.25,0.08333333333333333,0.0,0.041666666666666664,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.43478260869565216,0.17391304347826086,0.043478260869565216,0.0,0.17391304347826086,0.13043478260869565,0.4782608695652174,0.21739130434782608,0.0,0.0,0.08695652173913043,0.2608695652173913,0.6521739130434783
35,0.6666666666666666,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.0,0.2608695652173913,0.34782608695652173,0.21739130434782608,0.17391304347826086,0.0,0.08695652173913043,0.2608695652173913,0.4782608695652174,0.13043478260869565,0.043478260869565216,0.0,0.13043478260869565,0.21739130434782608,0.391304347826087,0.2608695652173913,0.0,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.6956521739130435
36,0.5833333333333334,0.2916666666666667,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.30434782608695654,0.21739130434782608,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.34782608695652173,0.34782608695652173,0.13043478260869565,0.043478260869565216,0.0,0.08695652173913043,0.21739130434782608,0.391304347826087,0.30434782608695654,0.0,0.043478260869565216,0.17391304347826086,0.30434782608695654,0.4782608695652174
37,0.5416666666666666,0.25,0.125,0.0,0.08333333333333333,0.30434782608695654,0.2608695652173913,0.17391304347826086,0.21739130434782608,0.043478260869565216,0.13043478260869565,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.17391304347826086,0.0,0.13043478260869565,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.0,0.13043478260869565,0.391304347826087,0.43478260869565216
38,0.5,0.25,0.125,0.041666666666666664,0.08333333333333333,0.391304347826087,0.2608695652173913,0.2608695652173913,0.08695652173913043,0.0,0.08695652173913043,0.30434782608695654,0.34782608695652173,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.43478260869565216,0.17391304347826086,0.0,0.0,0.08695652173913043,0.30434782608695654,0.6086956521739131
39,0.625,0.2916666666666667,0.0,0.0,0.08333333333333333,0.34782608695652173,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.0,0.043478260869565216,0.391304347826087,0.391304347826087,0.08695652173913043,0.08695652173913043,0.0,0.13043478260869565,0.2608695652173913,0.30434782608695654,0.30434782608695654,0.0,0.0,0.043478260869565216,0.43478260869565216,0.5217391304347826
40,0.625,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.0,0.30434782608695654,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.30434782608695654,0.391304347826087,0.17391304347826086,0.043478260869565216,0.0,0.2608695652173913,0.08695652173913043,0.30434782608695654,0.34782608695652173,0.0,0.0,0.13043478260869565,0.30434782608695654,0.5652173913043478
41,0.75,0.20833333333333334,0.041666666666666664,0.0,0.0,0.2608695652173913,0.4782608695652174,0.13043478260869565,0.13043478260869565,0.0,0.0,0.21739130434782608,0.5217391304347826,0.21739130434782608,0.043478260869565216,0.0,0.08695652173913043,0.21739130434782608,0.391304347826087,0.30434782608695654,0.0,0.0,0.08695652173913043,0.2608695652173913,0.6521739130434783
42,0.625,0.25,0.08333333333333333,0.041666666666666664,0.0,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.391304347826087,0.21739130434782608,0.0,0.0,0.13043478260869565,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435
43,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08695652173913043,0.5217391304347826,0.21739130434782608,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.30434782608695654,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.30434782608695654,0.2608695652173913,0.0,0.0,0.043478260869565216,0.30434782608695654,0.6521739130434783
44,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,0.0,0.17391304347826086,0.5217391304347826,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.0,0.2608695652173913,0.5652173913043478,0.13043478260869565,0.043478260869565216,0.0,0.13043478260869565,0.21739130434782608,0.4782608695652174,0.17391304347826086,0.0,0.0,0.0,0.2608695652173913,0.7391304347826086
45,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.0,0.0,0.21739130434782608,0.5217391304347826,0.08695652173913043,0.17391304347826086,0.0,0.0,0.2608695652173913,0.5217391304347826,0.08695652173913043,0.13043478260869565,0.0,0.043478260869565216,0.2608695652173913,0.5652173913043478,0.13043478260869565,0.0,0.0,0.08695652173913043,0.17391304347826086,0.7391304347826086
46,0.7916666666666666,0.20833333333333334,0.0,0.0,0.0,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.13043478260869565,0.0,0.0,0.2608695652173913,0.5217391304347826,0.21739130434782608,0.0,0.0,0.08695652173913043,0.21739130434782608,0.43478260869565216,0.2608695652173913,0.0,0.0,0.043478260869565216,0.21739130434782608,0.7391304347826086
47,0.875,0.125,0.0,0.0,0.0,0.13043478260869565,0.6086956521739131,0.2608695652173913,0.0,0.0,0.0,0.21739130434782608,0.391304347826087,0.34782608695652173,0.043478260869565216,0.0,0.043478260869565216,0.34782608695652173,0.43478260869565216,0.17391304347826086,0.0,0.0,0.0,0.21739130434782608,0.782608695652174
48,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.17391304347826086,0.4782608695652174,0.2608695652173913,0.08695652173913043,0.0,0.0,0.34782608695652173,0.5652173913043478,0.043478260869565216,0.043478260869565216,0.0,0.0,0.17391304347826086,0.6521739130434783,0.17391304347826086,0.0,0.0,0.0,0.21739130434782608,0.782608695652174
49,0.625,0.3333333333333333,0.041666666666666664,0.0,0.0,0.391304347826087,0.30434782608695654,0.2608695652173913,0.043478260869565216,0.0,0.0,0.34782608695652173,0.5217391304347826,0.13043478260869565,0.0,0.0,0.0,0.17391304347826086,0.5652173913043478,0.2608695652173913,0.0,0.0,0.0,0.2608695652173913,0.7391304347826086
50,0.7083333333333334,0.2916666666666667,0.0,0.0,0.0,0.30434782608695654,0.43478260869565216,0.17391304347826086,0.08695652173913043,0.0,0.0,0.2608695652173913,0.5217391304347826,0.13043478260869565,0.08695652173913043,0.0,0.0,0.30434782608695654,0.4782608695652174,0.21739130434782608,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435
51,0.6666666666666666,0.25,0.041666666666666664,0.041666666666666664,0.0,0.30434782608695654,0.43478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.4782608695652174,0.21739130434782608,0.043478260869565216,0.0,0.08695652173913043,0.30434782608695654,0.4782608695652174,0.13043478260869565,0.0,0.0,0.0,0.21739130434782608,0.782608695652174
