volumen_discreto,hidrologia,tiempo,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward
15,2,0,45000.0,6472.290461538461,245611.6923076923,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,97357.73660002774,0.0,0.0,262804.7277197107,148253.95570766457,1156.0752,0.0,37,0.0
13,1,1,39683.78473846154,5597.656615384615,212420.92307692306,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,71005.86789998767,0.0,0.0,259686.40768585046,141415.0551769354,679.1904,0.0,32,0.0
11,1,2,34765.31852307692,6647.217230769231,252249.84615384616,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,83660.45153409746,0.0,0.0,284769.89501704235,168589.3946197487,684.6336,0.0,38,0.0
9,0,3,28802.734892307693,6472.290461538461,245611.6923076923,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,38629.720546571596,0.0,0.0,322835.61778332083,206981.97176112072,410.2963200000001,0.0,37,0.0
7,2,4,22740.740750769233,4897.949538461538,185868.3076923077,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,9946.449743230303,0.0,0.0,286307.0950337339,175921.85794907738,1262.52,0.0,28,0.0
6,1,5,19105.311212307697,5947.510153846154,225697.23076923078,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,0.0,0.0,67521.77518726577,0.0,0.0,271219.28310519754,158175.455581965,931.8758400000002,0.0,34,0.0
4,1,6,14089.676898461545,6822.144,258888.0,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,48250.05593587842,0.0,0.0,321077.5259995257,210637.94406412158,727.63488,0.0,39,0.0
2,2,7,7995.167778461544,6297.363692307693,238973.5384615385,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,98266.50801518533,0.0,0.0,252554.57466723176,140707.03044635316,1055.79936,0.0,36,0.0
0,1,8,2753.603446153851,2753.603446153851,104494.26001091127,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,51379.73465514046,0.0,0.0,5137973.465514046,0.0,265760.2853988617,155873.99466605173,798.27552,0.0,19,-5.1379734655140465
0,2,9,798.27552,798.27552,30293.10914893617,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,84000.0,22271.997981132357,0.0,15081599.394339707,0.0,249845.74404958336,136565.10713006853,1549.8,0.0,20,-15.081599394339706
