volumen_discreto,hidrologia,tiempo,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward
15,2,0,45000.0,6472.290461538461,245611.6923076923,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,97357.73660002774,0.0,0.0,262804.7277197107,148253.95570766457,1103.63904,0.0,37,0.0
13,3,1,39631.34857846154,6122.436923076923,232335.38461538462,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,90920.32943844923,0.0,0.0,259686.40768585046,141415.0551769354,1926.1065600000002,0.0,35,0.0
11,3,2,35435.01821538462,6122.436923076923,232335.38461538462,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,63745.98999563593,0.0,0.0,284769.89501704235,168589.3946197487,2068.05312,0.0,35,0.0
10,3,3,31380.634412307696,6472.290461538461,245611.6923076923,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,38629.720546571596,0.0,0.0,322835.61778332083,206981.97176112072,1998.9849600000002,0.0,37,0.0
8,3,4,26907.328910769236,5947.510153846154,225697.23076923078,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,49775.372820153396,0.0,0.0,286307.0950337339,175921.85794907738,1948.54464,0.0,34,0.0
7,2,5,22908.363396923083,4723.022769230769,179230.15384615384,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,0.0,0.0,21054.69826418883,0.0,0.0,271219.28310519754,158175.455581965,1326.9312,0.0,27,0.0
6,3,6,19512.27182769231,6297.363692307693,238973.5384615385,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,28335.59439741692,0.0,0.0,321077.5259995257,210637.94406412158,2030.13216,0.0,36,0.0
5,3,7,15245.04029538462,3848.388923076923,146039.38461538462,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,5332.35416903146,0.0,0.0,252554.57466723176,140707.03044635316,1968.50304,0.0,22,0.0
4,4,8,13365.154412307696,4373.169230769231,165953.84615384616,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,0.0,0.0,10079.851487794425,0.0,0.0,265760.2853988617,155873.99466605173,4959.84384,0.0,25,0.0
4,3,9,13951.829021538464,6472.290461538461,245611.6923076923,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,0.0,0.0,109046.58517762378,0.0,0.0,249845.74404958336,136565.10713006853,2281.84992,0.0,37,0.0
3,2,10,9761.388480000003,4373.169230769231,165953.84615384616,88685.74475373808,9824.855155326186,16000.966926315783,114511.56683538006,0.0,0.0,34520.79839376823,0.0,0.0,245944.61459545797,131433.04776007793,1304.856,0.0,25,0.0
2,0,11,6693.075249230772,3498.5353846153844,132763.0769230769,92209.90206906515,9278.029588771047,15795.58666754386,117283.51832538006,0.0,0.0,1238.1382689602615,0.0,0.0,248808.4569794967,131524.93865411665,496.72224000000006,0.0,20,0.0
1,1,12,3691.2621046153877,3691.2621046153877,140076.7066393891,92859.18840188251,9169.003791343186,18456.2665437649,120484.4587369906,0.0,0.0,3668.844779692241,0.0,0.0,256892.32059668744,136407.86185969686,896.6764800000001,0.0,36,0.0
0,0,13,896.6764800000001,896.6764800000001,34027.24723404256,95290.58732603819,8530.480186850396,33050.70162164341,136871.76913453202,61917.393378448876,0.0,0.0,6191739.337844888,0.0,232816.40974702346,95944.64061249144,439.14528,0.0,28,-6.191739337844888
0,1,14,439.14528,439.14528,16664.76744680851,99999.6553362952,7882.442787928107,33192.07652152284,141074.17464574613,84000.0,4883.848980855837,0.0,9865154.69425675,0.0,246622.79107341048,105548.61642766435,959.75712,0.0,11,-9.86515469425675
0,0,15,959.75712,959.75712,36421.04319148936,95416.92842546562,8111.724699108436,33118.516723145774,136647.16984771984,76120.02276793998,0.0,0.0,7612002.276793999,0.0,249188.23580714918,112541.06595942934,474.70752,0.0,32,-7.612002276793999
0,1,16,474.70752,474.70752,18014.29,100470.00745115177,7424.9501238408375,23369.852297572706,131264.80987256533,84000.0,18473.288903603243,0.0,13941986.671080973,0.0,251752.38877616858,120487.57890360325,1064.0246399999999,0.0,10,-13.941986671080972
