volumen_discreto,hidrologia,tiempo,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward
15,2,0,45000.0,6472.290461538461,245611.6923076923,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,97357.73660002774,0.0,0.0,262804.7277197107,148253.95570766457,1156.0752,0.0,37,0.0
13,2,1,39683.78473846154,6297.363692307693,238973.5384615385,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,97558.4832846031,0.0,0.0,259686.40768585046,141415.0551769354,1084.16448,0.0,36,0.0
11,2,2,34470.585526153845,6297.363692307693,238973.5384615385,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,70384.1438417898,0.0,0.0,284769.89501704235,168589.3946197487,1183.83552,0.0,36,0.0
9,1,3,29357.057353846154,6647.217230769231,252249.84615384616,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,45267.87439272544,0.0,0.0,322835.61778332083,206981.97176112072,755.63712,0.0,38,0.0
7,1,4,23465.477243076923,6647.217230769231,252249.84615384616,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,76327.98820476877,0.0,0.0,286307.0950337339,175921.85794907738,802.02528,0.0,38,0.0
5,1,5,17620.285292307693,2798.8283076923076,106210.46153846153,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,51964.99404350348,0.0,0.0,5196499.404350348,0.0,271219.28310519754,158175.455581965,909.07488,0.0,16,-5.196499404350348
5,1,6,15730.531864615386,6822.144,258888.0,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,48250.05593587842,0.0,0.0,321077.5259995257,210637.94406412158,726.72768,0.0,39,0.0
3,0,7,9635.115544615386,4548.096,172591.99999999997,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,31884.969553646806,0.0,0.0,252554.57466723176,140707.03044635316,404.97407999999996,0.0,26,0.0
1,0,8,5491.993624615387,5491.993624615387,208411.20408619757,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,0.0,0.0,52537.20942014584,0.0,0.0,265760.2853988617,155873.99466605173,475.19136000000003,0.0,32,0.0
0,0,9,475.19136000000003,475.19136000000003,18032.65085106383,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,84000.0,34532.45627900469,0.0,18759736.883701406,0.0,249845.74404958336,136565.10713006853,443.56032,0.0,22,-18.759736883701407
0,0,10,443.56032,443.56032,16832.31021276596,88685.74475373808,9824.855155326186,16000.966926315783,114511.56683538006,84000.0,30600.73754731196,0.0,17580221.264193587,0.0,245944.61459545797,131433.04776007793,449.91334956521735,0.0,3,-17.580221264193586
0,0,11,449.91334956521735,449.91334956521735,17073.396170212764,92209.90206906515,9278.029588771047,15795.58666754386,117283.51832538006,84000.0,30451.542483903875,0.0,17535462.745171163,0.0,248808.4569794967,131524.93865411665,477.36863999999997,0.0,7,-17.535462745171163
0,0,12,477.36863999999997,477.36863999999997,18115.274680851064,92859.18840188251,9169.003791343186,18456.2665437649,120484.4587369906,84000.0,34292.5871788458,0.0,18687776.15365374,0.0,256892.32059668744,136407.86185969686,468.1152,0.0,32,-18.68777615365374
0,0,13,468.1152,468.1152,17764.12340425532,95290.58732603819,8530.480186850396,33050.70162164341,136871.76913453202,78180.51720823612,0.0,0.0,7818051.720823612,0.0,232816.40974702346,95944.64061249144,428.8032,0.0,28,-7.818051720823612
0,0,14,428.8032,428.8032,16272.30425531915,99999.6553362952,7882.442787928107,33192.07652152284,141074.17464574613,84000.0,5276.312172345206,0.0,9982893.651703563,0.0,246622.79107341048,105548.61642766435,456.26112,0.0,15,-9.982893651703563
0,0,15,456.26112,456.26112,17314.28255319149,95416.92842546562,8111.724699108436,33118.516723145774,136647.16984771984,84000.0,11226.783406237853,0.0,11768035.021871356,0.0,249188.23580714918,112541.06595942934,454.74912,0.0,32,-11.768035021871356
0,0,16,454.74912,454.74912,17256.904893617022,100470.00745115177,7424.9501238408375,23369.852297572706,131264.80987256533,84000.0,19230.67400998622,0.0,14169202.202995867,0.0,251752.38877616858,120487.57890360325,467.99424000000005,0.0,23,-14.169202202995866
0,0,17,467.99424000000005,467.99424000000005,17759.533191489365,98434.05050166651,6757.079140633997,21224.44183295923,126415.57147525974,84000.0,25334.084128495626,0.0,16000225.238548689,0.0,253509.18879524473,127093.61731998499,416.88864,0.0,4,-16.000225238548687
0,0,18,416.88864,416.88864,15820.16829787234,98975.04493142634,6723.902763309068,25968.47947897232,131667.42717370772,84000.0,28024.423977081824,0.0,16807327.193124548,0.0,259512.0194486619,127844.59227495416,465.2726400000001,0.0,9,-16.807327193124546
0,0,19,465.2726400000001,465.2726400000001,17656.253404255323,98037.6221467726,6354.5806597072415,34253.7348904101,138645.93769688995,84000.0,29356.640222402493,0.0,17206992.066720746,0.0,269658.83132354775,131012.89362665781,510.63264000000004,0.0,9,-17.206992066720748
0,0,20,510.63264000000004,510.63264000000004,19377.583191489364,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,84000.0,39872.723400029005,0.0,20361817.0200087,0.0,281722.62204277696,143250.30659151837,610.2432,0.0,36,-20.3618170200087
0,0,21,610.2432,610.2432,23157.62340425532,98814.04396127017,5886.59032116912,34915.35802257658,139615.99230501588,84000.0,34967.09103958428,0.0,18890127.311875284,0.0,281740.7067488555,142124.7144438396,714.2083200000001,0.0,10,-18.890127311875283
0,0,22,714.2083200000001,714.2083200000001,27102.911276595747,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,84000.0,26482.95561293207,0.0,16344886.683879621,0.0,276524.56080986426,137585.86688952782,789.02208,0.0,26,-16.344886683879622
0,2,23,789.02208,789.02208,29941.957872340423,98854.63909287953,5691.159953817383,35550.51846960261,140096.31751629955,84000.0,24042.861908714607,0.0,15612858.572614383,0.0,278081.1372973546,137984.81978105503,3647.91168,0.0,9,-15.612858572614384
1,2,24,3647.91168,3647.91168,138431.6365957447,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,4994.006959753693,0.0,0.0,499400.6959753693,0.0,290325.77507737133,143425.6435554984,3643.3152,0.0,34,-0.4994006959753693
1,2,25,3643.3152,3643.3152,138257.2085106383,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,45146.73294412167,0.0,0.0,4514673.294412167,0.0,329525.6672677294,183403.94145475997,4868.1561599999995,0.0,22,-4.514673294412167
1,2,26,4868.1561599999995,4023.3156923076926,152677.53846153847,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,13990.27009148497,0.0,0.0,1399027.0091484971,0.0,313822.97533251636,166667.80855302344,4299.40224,0.0,23,-1.399027009148497
1,3,27,5144.242707692307,4723.022769230769,179230.15384615384,105570.85574992995,5961.318488980013,35113.18863366362,146645.3628725736,0.0,0.0,16618.929671089485,0.0,0.0,309256.58704763796,162611.22417506436,5256.6192,0.0,27,0.0
1,2,28,5677.839138461538,5677.839138461538,215463.7045008183,108730.43283364398,5763.893484376082,34304.426268943746,148798.75258696382,0.0,0.0,62057.61364612737,0.0,0.0,302204.84344165475,153406.09085469093,3412.8864000000003,0.0,34,0.0
1,2,29,3412.8864000000003,3412.8864000000003,129512.85319148937,105710.5229317552,6405.6144499270995,34658.5686623392,146774.7060440215,33798.34076230899,0.0,0.0,3379834.076230899,0.0,310085.89999781986,163311.19395379836,3369.3408,0.0,39,-3.379834076230899
1,2,30,3369.3408,3369.3408,127860.37659574467,106832.62021303737,6755.84926381601,35019.157293632656,148607.62677048604,33391.83780560513,0.0,0.0,3339183.780560513,0.0,309859.84117183584,161252.2144013498,3321.1382399999993,0.0,31,-3.339183780560513
1,4,31,3321.1382399999993,3321.1382399999993,126031.17680851062,112963.317808136,6912.495966710932,34636.09143758985,154511.90521243677,32791.606247442396,0.0,0.0,3279160.6247442397,0.0,313334.6882683898,158822.783055953,8042.448960000001,0.0,34,-3.2791606247442395
2,3,32,8042.448960000001,4897.949538461538,185868.3076923077,111681.42711469864,6849.887804579319,34441.76708218248,152973.08200146045,0.0,0.0,15380.55778601134,0.0,0.0,323460.8319077568,170487.74990629635,4610.93472,0.0,28,0.0
2,3,33,7755.434141538462,4023.3156923076926,152677.53846153847,107779.19993502216,7307.814717086226,32995.00888109761,148082.023533206,0.0,0.0,32473.87656845979,0.0,0.0,268285.6854262847,120203.66189307868,4600.53216,0.0,23,0.0
2,4,34,8332.65060923077,4198.242461538462,159315.6923076923,108649.10494879776,7909.894347552579,32997.27884153994,149556.27813789027,0.0,0.0,1024.6987073650816,0.0,0.0,307847.2717382175,158290.99360032723,7848.73152,0.0,24,0.0
3,4,35,11983.139667692309,3848.388923076923,146039.38461538462,109305.83774373586,7929.533467364118,32767.710565039084,150003.08177613906,0.0,0.0,3385.055994716793,0.0,0.0,292657.4103968069,142654.32862066783,8068.2739200000005,0.0,22,0.0
5,3,36,16203.024664615386,2798.8283076923076,106210.46153846153,114300.0067239174,8524.156211579264,32083.372775819946,154907.5357113166,0.0,0.0,3728.3472359259904,0.0,0.0,257389.65001385214,102482.11430253554,4776.83136,0.0,16,0.0
6,3,37,18181.02771692308,2448.974769230769,92934.15384615384,116709.79191836771,8237.11335634511,32138.754736952975,157085.6600116658,0.0,0.0,361.3756926229107,0.0,0.0,249658.43816519674,92572.77815353093,5671.874879999999,0.0,14,0.0
7,2,38,21403.92782769231,2973.755076923077,112848.61538461539,116894.20438616359,8752.13665806451,31710.193294999768,157356.53433922786,0.0,0.0,3623.301963119404,0.0,0.0,266581.84776072385,109225.31342149599,4718.22624,0.0,17,0.0
7,3,39,23148.398990769234,2798.8283076923076,106210.46153846153,110322.89665027641,9054.746042873534,31879.889942467347,151257.5326356173,0.0,0.0,4801.035976214014,0.0,0.0,252666.95819786482,101409.42556224752,6451.88544,0.0,16,0.0
8,3,40,26801.456123076925,3323.6086153846154,126124.92307692308,108176.90193784745,9864.239537116413,31227.34317938806,149268.48465435192,0.0,0.0,3609.6234434768994,0.0,0.0,271783.7842877981,122515.29963344618,7203.168,0.0,19,0.0
10,4,41,30681.01550769231,2798.8283076923076,106210.46153846153,104422.57659378197,10529.749504988575,31504.85887353122,146457.18497230177,0.0,0.0,3980.61541493822,0.0,0.0,248687.03109582508,102229.84612352331,10714.213440000001,0.0,16,0.0
12,3,42,38596.40064000001,2448.974769230769,92934.15384615384,107996.14741250093,10636.545500075908,30752.21296938665,149384.9058819635,0.0,0.0,473.21458893010276,0.0,0.0,241845.84513918724,92460.93925722374,5746.2048,0.0,14,0.0
13,2,43,41893.630670769235,2448.974769230769,92934.15384615384,108368.16162633839,10773.160558117666,31590.321507513345,150731.6436919694,0.0,0.0,634.1123860603548,0.0,0.0,243031.68515206288,92300.04146009349,3438.0460799999996,0.0,14,0.0
14,2,44,42882.70198153846,2973.755076923077,112848.61538461539,102923.50995295042,10848.06160390814,32262.107988332133,146033.67954519068,0.0,0.0,3958.623766260527,0.0,0.0,254923.67116354554,108889.99161835486,3133.65024,0.0,17,0.0
14,2,45,43042.597144615385,3498.5353846153844,132763.0769230769,104473.43194198546,10923.442250445485,32514.58053801845,147911.4547304494,0.0,0.0,1191.8296350702294,0.0,0.0,279482.70201845607,131571.24728800668,2635.17408,0.0,20,0.0
14,4,46,42179.23584,2798.8283076923076,106210.46153846153,104133.89710660212,11090.618849065764,32307.28314069009,147531.79909635798,0.0,0.0,925.4577294450719,0.0,0.0,252816.80290537444,105285.00380901646,8304.450949565216,0.0,16,0.0
15,3,47,47684.85848187291,2798.8283076923076,106210.46153846153,101779.74723093814,11212.704877708185,34387.941797698426,147380.39390634475,0.0,0.0,708.1725387176848,0.0,0.0,252882.6829060886,105502.28899974385,2895.23808,0.0,16,0.0
15,3,48,47781.2682541806,3848.388923076923,146039.38461538462,99174.28621582552,11568.319282368753,35193.49844685015,145936.10394504442,0.0,0.0,4375.337042065075,0.0,0.0,287600.151518364,141664.04757331955,2928.07872,0.0,22,0.0
15,3,49,46860.95805110368,3323.6086153846154,126124.92307692308,99338.40944907123,11291.319964265569,34924.236809625756,145553.96622296254,0.0,0.0,1697.1167963606567,0.0,0.0,269981.77250352496,124427.80628056242,2798.4700799999996,0.0,19,0.0
15,4,50,46335.819515719064,3498.5353846153844,132763.0769230769,97313.17091924294,11329.20102259438,35295.99925486828,143938.37119670562,0.0,0.0,3760.242642945581,0.0,0.0,272941.20547683694,129002.83428013133,6611.613120000001,0.0,20,0.0
16,4,51,49448.897251103685,3848.388923076923,146039.38461538462,94055.30850885545,11043.135413804714,35184.48269391482,140282.926616575,0.0,0.0,4752.117426130746,0.0,0.0,281570.19380582887,141287.26718925388,6572.90592,0.0,22,0.0
17,2,52,52173.41424802676,3673.462153846154,139401.23076923078,92467.96306251167,11350.593319777001,36432.24441620002,140250.8007984887,0.0,0.0,1122.7263995466055,0.0,0.0,278529.30516817287,138278.50436968417,1156.0752,0.0,21,0.0
16,3,53,49656.02729418061,3673.462153846154,139401.23076923078,92077.1464552851,11269.442481945203,36251.92264326596,139598.51158049627,0.0,0.0,5728.480880011135,0.0,0.0,273271.2614697159,133672.74988921965,1926.1065600000002,0.0,21,0.0
15,3,54,47908.67170033446,4373.169230769231,165953.84615384616,90611.44799048477,11377.655082999983,36257.837276160855,138246.94034964562,0.0,0.0,5413.767799064197,0.0,0.0,298787.0187044276,160540.07835478196,1924.776,0.0,25,0.0
15,4,55,45460.27846956523,5422.729846153846,205782.76923076922,88359.82409203946,11416.239695997296,35889.021960530175,135665.08574856693,0.0,0.0,3939.1175503976992,0.0,0.0,337508.73742893845,201843.65168037152,5187.006719999999,0.0,31,0.0
15,4,56,45224.55534341138,4548.096,172591.99999999997,86433.12223115128,11103.806498983273,36190.64757729516,133727.57630742973,0.0,0.0,5968.866640528315,0.0,0.0,300350.7096669014,166623.13335947166,5447.312639999999,0.0,26,0.0
15,3,57,46123.77198341138,4198.242461538462,159315.6923076923,83446.21612304743,11016.439249456647,36716.177360995935,131178.8327335,0.0,0.0,5491.639274869463,0.0,0.0,285002.88576632284,153824.05303282285,2328.90336,0.0,24,0.0
14,3,58,44254.43288187292,4897.949538461538,185868.3076923077,86948.75525617333,11243.952255964494,36381.77820882268,134574.4857209605,0.0,0.0,3485.4229196946544,0.0,0.0,316957.37049357354,182382.88477261303,2056.25952,0.0,28,0.0
13,3,59,41412.74286341138,3498.5353846153844,132763.0769230769,86270.37463503586,11112.640300029934,36456.29165863506,133839.30659370084,0.0,0.0,1091.759714598331,0.0,0.0,265510.6238021794,131671.31720847858,1968.50304,0.0,20,0.0
13,3,60,39882.710518796004,4023.3156923076926,152677.53846153847,85204.61999868434,10813.929831108317,36624.74911774642,132643.29894753906,0.0,0.0,3348.095642304368,0.0,0.0,281972.74176677316,149329.4428192341,2479.86144,0.0,23,0.0
12,2,61,38339.256266488315,3848.388923076923,146039.38461538462,88086.69888007017,10519.022792061409,36456.39532520748,135062.11699733906,0.0,0.0,1651.6898022109526,0.0,0.0,279449.81181051274,144387.69481317367,1479.3408,0.0,22,0.0
11,4,62,35970.20814341139,3498.5353846153844,132763.0769230769,89008.36410817421,10162.96838403011,34108.82822734285,133280.1607195472,0.0,0.0,2782.2263847758586,0.0,0.0,263261.01125784824,129980.85053830105,4863.68064,0.0,20,0.0
