volumen_discreto,hidrologia,tiempo,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward
15,2,0,45000.0,6472.290461538461,245611.6923076923,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,97357.73660002774,0.0,0.0,262804.7277197107,148253.95570766457,1156.0752,0.0,37,0.0
13,3,1,39683.78473846154,6122.436923076923,232335.38461538462,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,90920.32943844923,0.0,0.0,259686.40768585046,141415.0551769354,1926.1065600000002,0.0,35,0.0
11,3,2,35487.454375384616,6122.436923076923,232335.38461538462,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,63745.98999563593,0.0,0.0,284769.89501704235,168589.3946197487,1940.1984,0.0,35,0.0
10,2,3,31305.215852307694,6122.436923076923,232335.38461538462,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,25353.41285426391,0.0,0.0,322835.61778332083,206981.97176112072,1171.61856,0.0,35,0.0
8,2,4,26354.39748923077,5597.656615384615,212420.92307692306,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,36499.06512784568,0.0,0.0,286307.0950337339,175921.85794907738,1242.31968,0.0,32,0.0
7,2,5,21999.060553846157,4723.022769230769,179230.15384615384,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,0.0,0.0,21054.69826418883,0.0,0.0,271219.28310519754,158175.455581965,1284.8371200000001,0.0,27,0.0
6,1,6,18560.874904615386,5597.656615384615,212420.92307692306,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,1782.9790128014865,0.0,0.0,321077.5259995257,210637.94406412158,727.63488,0.0,32,0.0
4,0,7,13690.853169230772,4723.022769230769,179230.15384615384,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,38523.12339980068,0.0,0.0,252554.57466723176,140707.03044635316,399.77279999999996,0.0,27,0.0
3,2,8,9367.603200000003,4548.096,172591.99999999997,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,0.0,0.0,16718.00533394824,0.0,0.0,265760.2853988617,155873.99466605173,1379.12544,0.0,26,0.0
2,4,9,6198.632640000003,3673.462153846154,139401.23076923078,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,0.0,0.0,2836.1236391622515,0.0,0.0,249845.74404958336,136565.10713006853,5318.42976,0.0,21,0.0
2,3,10,7843.60024615385,3498.5353846153844,132763.0769230769,88685.74475373808,9824.855155326186,16000.966926315783,114511.56683538006,0.0,0.0,1330.0291629989806,0.0,0.0,245944.61459545797,131433.04776007793,2247.4368,0.0,20,0.0
2,2,11,6592.501661538465,3673.462153846154,139401.23076923078,92209.90206906515,9278.029588771047,15795.58666754386,117283.51832538006,0.0,0.0,7876.2921151141345,0.0,0.0,248808.4569794967,131524.93865411665,1379.9116800000002,0.0,21,0.0
1,2,12,4298.951187692312,3848.388923076923,146039.38461538462,92859.18840188251,9169.003791343186,18456.2665437649,120484.4587369906,0.0,0.0,9631.522755687765,0.0,0.0,256892.32059668744,136407.86185969686,1709.1648,0.0,22,0.0
0,1,13,2159.7270646153884,2159.7270646153884,81957.72770321892,95290.58732603819,8530.480186850396,33050.70162164341,136871.76913453202,13986.91290927252,0.0,0.0,1398691.290927252,0.0,232816.40974702346,95944.64061249144,927.4608,0.0,27,-1.398691290927252
0,1,14,927.4608,927.4608,35195.45638297872,99999.6553362952,7882.442787928107,33192.07652152284,141074.17464574613,70353.16004468563,0.0,0.0,7035316.004468563,0.0,246622.79107341048,105548.61642766435,900.97056,0.0,11,-7.035316004468563
0,1,15,900.97056,524.7803076923077,19914.46153846154,95416.92842546562,8111.724699108436,33118.516723145774,136647.16984771984,84000.0,8626.604420967808,0.0,10987981.326290343,0.0,249188.23580714918,112541.06595942934,1033.6032,0.0,3,-10.987981326290344
0,1,16,1409.7934523076924,1409.7934523076924,53499.10633387889,100470.00745115177,7424.9501238408375,23369.852297572706,131264.80987256533,66988.47256972437,0.0,0.0,6698847.256972437,0.0,251752.38877616858,120487.57890360325,1064.0246399999999,0.0,10,-6.698847256972437
0,3,17,1064.0246399999999,1064.0246399999999,40377.806595744674,98434.05050166651,6757.079140633997,21224.44183295923,126415.57147525974,84000.0,2715.8107242403203,0.0,9214743.217272095,0.0,253509.18879524473,127093.61731998499,5023.347839999999,0.0,7,-9.214743217272096
1,4,18,5023.347839999999,4723.022769230769,179230.15384615384,98975.04493142634,6723.902763309068,25968.47947897232,131667.42717370772,0.0,0.0,51385.56157119968,0.0,0.0,259512.0194486619,127844.59227495416,10073.669759999999,0.0,27,0.0
3,4,19,10373.994830769228,3498.5353846153844,132763.0769230769,98037.6221467726,6354.5806597072415,34253.7348904101,138645.93769688995,0.0,0.0,1750.183296419098,0.0,0.0,269658.83132354775,131012.89362665781,9484.05024,0.0,20,0.0
5,3,20,16359.509686153844,3848.388923076923,146039.38461538462,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,0.0,0.0,2789.0780238662555,0.0,0.0,281722.62204277696,143250.30659151837,5236.90272,0.0,22,0.0
5,4,21,17748.02348307692,3848.388923076923,146039.38461538462,98814.04396127017,5886.59032116912,34915.35802257658,139615.99230501588,0.0,0.0,3914.6701715450326,0.0,0.0,281740.7067488555,142124.7144438396,8760.2256,0.0,22,0.0
7,3,22,22659.860159999997,3673.462153846154,139401.23076923078,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,0.0,0.0,1815.3638797029562,0.0,0.0,276524.56080986426,137585.86688952782,5326.896960000001,0.0,21,0.0
8,3,23,24313.294966153844,3673.462153846154,139401.23076923078,98854.63909287953,5691.159953817383,35550.51846960261,140096.31751629955,0.0,0.0,1416.4109881757468,0.0,0.0,278081.1372973546,137984.81978105503,5185.8576,0.0,21,0.0
8,3,24,25825.69041230769,3848.388923076923,146039.38461538462,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,0.0,0.0,2613.7410598862334,0.0,0.0,290325.77507737133,143425.6435554984,5485.59648,0.0,22,0.0
9,1,25,27462.897969230766,4897.949538461538,185868.3076923077,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,0.0,0.0,2464.3662375477143,0.0,0.0,329525.6672677294,183403.94145475997,3119.92128,0.0,28,0.0
8,3,26,25684.869710769224,4548.096,172591.99999999997,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,0.0,0.0,5924.1914469765325,0.0,0.0,313822.97533251636,166667.80855302344,5526.964800000001,0.0,26,0.0
8,2,27,26663.738510769224,4373.169230769231,165953.84615384616,105570.85574992995,5961.318488980013,35113.18863366362,146645.3628725736,0.0,0.0,3342.621978781797,0.0,0.0,309256.58704763796,162611.22417506436,4057.72416,0.0,25,0.0
8,1,28,26348.293439999994,4198.242461538462,159315.6923076923,108730.43283364398,5763.893484376082,34304.426268943746,148798.75258696382,0.0,0.0,5909.601453001378,0.0,0.0,302204.84344165475,153406.09085469093,2500.36416,0.0,24,0.0
