volumen_discreto,hidrologia,tiempo,volumen,turbinado,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,energia_exportada,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,vertimiento,action,reward
15,2,0,45000.0,6472.290461538461,245611.6923076923,89498.12267082525,10847.177165782274,14205.472175438588,114550.7720120461,0.0,0.0,97357.73660002774,0.0,0.0,262804.7277197107,148253.95570766457,1103.63904,0.0,37,0.0
13,1,1,39631.34857846154,5597.656615384615,212420.92307692306,92140.0921373727,11271.621322419545,14859.639049122809,118271.35250891506,0.0,0.0,71005.86789998767,0.0,0.0,259686.40768585046,141415.0551769354,663.58656,0.0,32,0.0
11,0,2,34697.27852307693,6122.436923076923,232335.38461538462,90659.82803868594,11002.30343492352,14518.368923684202,116180.50039729367,0.0,0.0,63745.98999563593,0.0,0.0,284769.89501704235,168589.3946197487,396.144,0.0,35,0.0
9,0,3,28970.985600000007,6472.290461538461,245611.6923076923,90554.62452678141,10732.967364716964,14566.054130701754,115853.64602220013,0.0,0.0,38629.720546571596,0.0,0.0,322835.61778332083,206981.97176112072,439.75008,0.0,37,0.0
7,1,4,22938.445218461547,6647.217230769231,252249.84615384616,85031.2477209428,10716.475757573358,14637.513606140346,110385.2370846565,0.0,0.0,76327.98820476877,0.0,0.0,286307.0950337339,175921.85794907738,789.92928,0.0,38,0.0
5,2,5,17081.157267692317,1224.4873846153846,46467.07692307692,87807.04803662449,10608.470938362425,14628.308548245614,113043.82752323252,84000.0,27708.37865888809,0.0,16712513.597666427,0.0,271219.28310519754,158175.455581965,1326.9312,0.0,7,-16.712513597666426
5,2,6,17183.601083076934,5597.656615384615,212420.92307692306,84982.77061434375,10693.418996498953,14763.392324561399,110439.5819354041,0.0,0.0,1782.9790128014865,0.0,0.0,321077.5259995257,210637.94406412158,1318.0406400000002,0.0,32,0.0
4,1,7,12903.985107692319,5247.803076923077,199144.6153846154,85986.18983175584,10551.754537368377,15309.599851754381,111847.5442208786,0.0,0.0,58437.58493826224,0.0,0.0,252554.57466723176,140707.03044635316,715.65984,0.0,30,0.0
2,2,8,8371.841870769242,4198.242461538462,159315.6923076923,84086.47588357603,10205.677110637433,15594.137738596493,109886.29073280995,0.0,0.0,3441.6976416405814,0.0,0.0,265760.2853988617,155873.99466605173,1379.12544,0.0,24,0.0
1,2,9,5552.72484923078,4198.242461538462,159315.6923076923,87138.50521512776,10242.880464036181,15899.251240350874,113280.63691951481,0.0,0.0,22750.585177623783,0.0,0.0,249845.74404958336,136565.10713006853,1452.48768,0.0,24,0.0
0,1,10,2806.9700676923185,2806.9700676923185,106519.42657392294,88685.74475373808,9824.855155326186,16000.966926315783,114511.56683538006,24913.621186154982,0.0,0.0,2491362.1186154983,0.0,245944.61459545797,131433.04776007793,862.50528,0.0,34,-2.4913621186154984
0,2,11,862.50528,862.50528,32730.512127659575,92209.90206906515,9278.029588771047,15795.58666754386,117283.51832538006,84000.0,14794.426526457071,0.0,12838327.957937121,0.0,248808.4569794967,131524.93865411665,1330.56,0.0,26,-12.838327957937121
0,2,12,1330.56,1330.56,50492.34042553191,92859.18840188251,9169.003791343186,18456.2665437649,120484.4587369906,84000.0,1915.5214341649553,0.0,8974656.430249486,0.0,256892.32059668744,136407.86185969686,1757.79072,0.0,14,-8.974656430249485
0,4,13,1757.79072,1757.79072,66704.97191489361,95290.58732603819,8530.480186850396,33050.70162164341,136871.76913453202,29239.668697597823,0.0,0.0,2923966.869759782,0.0,232816.40974702346,95944.64061249144,6272.078399999999,0.0,16,-2.923966869759782
2,4,14,6272.078399999999,2798.8283076923076,106210.46153846153,99999.6553362952,7882.442787928107,33192.07652152284,141074.17464574613,0.0,0.0,661.8451107971778,0.0,0.0,246622.79107341048,105548.61642766435,7892.88192,0.0,16,0.0
3,3,15,11366.132012307691,3148.6818461538464,119486.76923076925,95416.92842546562,8111.724699108436,33118.516723145774,136647.16984771984,0.0,0.0,6945.703271339909,0.0,0.0,249188.23580714918,112541.06595942934,4299.5232000000005,0.0,18,0.0
4,4,16,12516.973366153845,3323.6086153846154,126124.92307692308,100470.00745115177,7424.9501238408375,23369.852297572706,131264.80987256533,0.0,0.0,5637.344173319827,0.0,0.0,251752.38877616858,120487.57890360325,9888.66144,0.0,19,0.0
6,4,17,19082.02619076923,3498.5353846153844,132763.0769230769,98434.05050166651,6757.079140633997,21224.44183295923,126415.57147525974,0.0,0.0,5669.45960309192,0.0,0.0,253509.18879524473,127093.61731998499,10018.39104,0.0,20,0.0
8,4,18,25601.881846153847,3498.5353846153844,132763.0769230769,98975.04493142634,6723.902763309068,25968.47947897232,131667.42717370772,0.0,0.0,4918.484648122743,0.0,0.0,259512.0194486619,127844.59227495416,10073.669759999999,0.0,20,0.0
10,3,19,32177.016221538463,3498.5353846153844,132763.0769230769,98037.6221467726,6354.5806597072415,34253.7348904101,138645.93769688995,0.0,0.0,1750.183296419098,0.0,0.0,269658.83132354775,131012.89362665781,4575.312,0.0,20,0.0
11,4,20,33253.79283692308,3848.388923076923,146039.38461538462,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,0.0,0.0,2789.0780238662555,0.0,0.0,281722.62204277696,143250.30659151837,9313.160055652173,0.0,22,0.0
12,3,21,38718.563969498326,3848.388923076923,146039.38461538462,98814.04396127017,5886.59032116912,34915.35802257658,139615.99230501588,0.0,0.0,3914.6701715450326,0.0,0.0,281740.7067488555,142124.7144438396,5252.56704,0.0,22,0.0
13,3,22,40122.74208642141,3673.462153846154,139401.23076923078,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,0.0,0.0,1815.3638797029562,0.0,0.0,276524.56080986426,137585.86688952782,5477.3712000000005,0.0,21,0.0
13,1,23,41926.65113257526,3673.462153846154,139401.23076923078,98854.63909287953,5691.159953817383,35550.51846960261,140096.31751629955,0.0,0.0,1416.4109881757468,0.0,0.0,278081.1372973546,137984.81978105503,2086.56,0.0,21,0.0
13,2,24,40339.748978729105,3848.388923076923,146039.38461538462,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,0.0,0.0,2613.7410598862334,0.0,0.0,290325.77507737133,143425.6435554984,3750.9696000000004,0.0,22,0.0
13,2,25,40242.32965565218,4897.949538461538,185868.3076923077,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,0.0,0.0,2464.3662375477143,0.0,0.0,329525.6672677294,183403.94145475997,4868.1561599999995,0.0,28,0.0
13,0,26,40212.536277190644,4548.096,172591.99999999997,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,0.0,0.0,5924.1914469765325,0.0,0.0,313822.97533251636,166667.80855302344,1483.63488,0.0,26,0.0
12,1,27,37148.075157190644,4373.169230769231,165953.84615384616,105570.85574992995,5961.318488980013,35113.18863366362,146645.3628725736,0.0,0.0,3342.621978781797,0.0,0.0,309256.58704763796,162611.22417506436,2907.2736,0.0,25,0.0
11,1,28,35682.179526421416,4198.242461538462,159315.6923076923,108730.43283364398,5763.893484376082,34304.426268943746,148798.75258696382,0.0,0.0,5909.601453001378,0.0,0.0,302204.84344165475,153406.09085469093,2409.34176,0.0,24,0.0
