volumen,hidrologia,tiempo,turbinado,vertimiento,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,volumen_siguiente,hidrologia_siguiente,tiempo_siguiente,action,reward
1063.8432,0,20,1063.8432,0.0,40370.92127659575,97409.03202198535,5966.749727093678,35096.533702179564,138472.3154512586,55925.61497445982,0.0,5592561.497445982,0.0,234768.85170231416,96296.53625105557,742.0896,742.0896,0,21,1.0,-5592561.497445982
742.0896,0,21,742.0896,0.0,28160.955319148936,98814.04396127017,5886.59032116912,34915.35802257658,139615.99230501588,67006.97466654806,0.0,6700697.466654806,0.0,234783.9222907129,95167.929985697,1232.5824,1232.5824,0,22,1.0,-6700697.466654806
1232.5824,0,22,1232.5824,0.0,46774.268085106385,98220.28704362443,5700.530551199278,35017.87632551271,138938.69392033643,44724.172002777406,0.0,4472417.200277741,0.0,230437.13400822022,91498.44008788379,650.88576,650.88576,0,23,1.0,-4472417.200277741
650.88576,0,23,650.88576,0.0,24699.93489361702,98854.63909287953,5691.159953817383,35550.51846960261,140096.31751629955,66938.02867121223,0.0,6693802.867121223,0.0,231734.2810811288,91637.96356482926,1327.8384,1327.8384,0,24,1.0,-6693802.867121223
1327.8384,0,24,1327.8384,0.0,50389.06063829787,104690.69883044781,5569.164730104099,36640.267961321035,146900.13152187294,44648.95373763863,0.0,4464895.373763863,0.0,241938.14589780945,95038.0143759365,434.66975999999994,434.66975999999994,0,25,1.0,-4464895.373763863
434.66975999999994,0,25,434.66975999999994,0.0,16494.929574468082,104382.0148129037,5429.313546577172,36310.39745348857,146121.72581296944,84000.0,27988.06733567032,16796420.200701095,0.0,274604.72272310784,128482.9969101384,1589.5958400000002,1589.5958400000002,0,26,1.0,-16796420.200701095
1589.5958400000002,0,26,1589.5958400000002,0.0,60322.281063829796,106816.05281652318,5738.184090648205,34600.92987232152,147155.16677949292,54041.69826710758,0.0,5404169.826710758,0.0,261519.1461104303,114363.97933093738,1555.5456,1555.5456,0,27,1.0,-5404169.826710758
1555.5456,0,27,1555.5456,0.0,59030.13617021276,105570.85574992995,5961.318488980013,35113.18863366362,146645.3628725736,52038.32349691194,0.0,5203832.349691194,0.0,257713.8225396983,111068.4596671247,1837.9872,1837.9872,1,28,1.0,-5203832.349691194
1837.9872,1,28,1837.9872,0.0,69748.28297872341,108730.43283364398,5763.893484376082,34304.426268943746,148798.75258696382,33290.33396902509,0.0,3329033.3969025086,0.0,251837.3695347123,103038.6169477485,2768.04864,2768.04864,4,29,1.0,-3329033.3969025086
2768.04864,4,29,2768.04864,0.0,105042.42893617021,105710.5229317552,6405.6144499270995,34658.5686623392,146774.7060440215,6587.781684658199,0.0,658778.1684658199,0.0,258404.9166648499,111630.21062082841,5942.764800000001,5942.764800000001,2,30,1.0,-658778.1684658199
5942.764800000001,2,30,5942.764800000001,0.0,225517.1531914894,106832.62021303737,6755.84926381601,35019.157293632656,148607.62677048604,0.0,0.0,0.0,115908.24565211224,258216.5343098632,109608.90753937716,2867.90112,2867.90112,4,31,1.0,115908.24565211224
2867.90112,4,31,2867.90112,0.0,108831.64957446809,112963.317808136,6912.495966710932,34636.09143758985,154511.90521243677,0.0,0.0,0.0,2231.3145632466767,261112.24022365818,106600.33501122141,7598.767679999999,7598.767679999999,4,32,1.0,2231.3145632466767
7598.767679999999,4,32,6822.144,0.0,258888.0,111681.42711469864,6849.887804579319,34441.76708218248,152973.08200146045,0.0,0.0,0.0,142310.38874499642,269550.69325646403,116577.61125500358,6580.889279999999,7357.512959999998,2,33,1.0,142310.38874499642
7357.512959999998,2,33,6822.144,0.0,258888.0,107779.19993502216,7307.814717086226,32995.00888109761,148082.023533206,0.0,0.0,0.0,183398.6190113021,223571.4045219039,75489.3809886979,3889.4687999999996,4424.837759999998,2,34,1.0,183398.6190113021
4424.837759999998,2,34,4424.837759999998,0.0,167914.57319148927,108649.10494879776,7909.894347552579,32997.27884153994,149556.27813789027,0.0,0.0,0.0,60931.4582141983,256539.39311518124,106983.11497729097,3389.2992,3389.2992,1,35,1.0,60931.4582141983
